epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,jain_P,gini_B_gen,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,pcie_drop_pkts,pcie_accept_pkts,pcie_accept_bytes,pcie_fifo_peak_bytes,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
10,202175.0,202175.0,0.0,179,179,0,0.0,0.00166015625,0.00035400390625,0.0005067020893680971,0.3284529124780572,0.1734543093854326,0,0,0.0,0,0,0,0,3477,759658.0,78696.0,0.0,23080.0,0.0,20,0.00029296875,20173.0,0.0,21,0.000146484375,22197.0,0.0,20,0.000146484375,26917.0,0.0,25,0.00166015625,39779.0,0.0,34,0.0,12083.0,0.0,16,0.00029296875,34628.0,0.0,25,0.00029296875,23318.0,0.0,20
11,194720.0,194720.0,0.0,157,157,0,0.0,0.00048828125,0.000286865234375,0.00016090608308671957,0.7612271705782441,0.2063668344289229,0,0,0.0,0,0,0,0,2984,695368.0,56283.0,0.00048828125,23834.0,0.0,16,0.000146484375,24462.0,0.0,20,0.000390625,27517.0,0.0,21,0.000390625,28222.0,0.0,21,0.00043945312499999996,36910.0,0.0,37,0.0,1542.0,0.0,3,0.00029296875,31884.0,0.0,24,0.000146484375,20349.0,0.0,18
12,181683.0,181683.0,0.0,152,152,0,0.0,0.0005371093749999999,0.00032958984374999997,0.00014800238834206713,0.8327226586983419,0.19042026496700215,0,0,0.0,0,0,0,0,2859,663618.0,49968.0,0.00029296875,24779.0,0.0,22,0.000390625,20984.0,0.0,18,0.00029296875,24303.0,0.0,22,0.00029296875,25214.0,0.0,19,0.00043945312499999996,31884.0,0.0,24,0.0,659.0,0.0,2,0.0005371093749999999,31072.0,0.0,26,0.000390625,22788.0,0.0,16
13,158036.0,158036.0,0.0,132,132,0,0.0,0.000244140625,3.0517578125e-05,8.074192233473482e-05,0.1319784818902607,0.21234402288086152,0,0,0.0,0,0,0,0,2932,603416.0,50516.0,0.0,18256.0,0.0,16,0.0,27855.0,0.0,29,0.0,19628.0,0.0,16,0.0,18336.0,0.0,18,0.0,28017.0,0.0,26,0.000244140625,1403.0,0.0,1,0.0,27384.0,0.0,24,0.0,17157.0,0.0,17
14,183271.0,183271.0,0.0,138,138,0,0.0,0.000244140625,9.1552734375e-05,0.00011819407184470877,0.3798613122709394,0.2159377370124016,0,0,0.0,0,0,0,0,2860,679132.0,54683.0,0.0,21256.0,0.0,16,0.0,24000.0,0.0,16,0.0,19884.0,0.0,16,0.0,22628.0,0.0,16,0.000244140625,34283.0,0.0,25,0.0,1793.0,0.0,4,0.000244140625,35318.0,0.0,25,0.000244140625,24109.0,0.0,18
15,191287.0,191287.0,0.0,156,156,0,0.0,0.00048828125,0.00023803710937500002,0.00014117472541772924,0.7404109067027703,0.1950870942615015,0,0,0.0,0,0,0,0,2869,684176.0,52175.0,0.000244140625,29381.0,0.0,21,0.000244140625,29096.0,0.0,26,0.0,19289.0,0.0,17,0.00048828125,23816.0,0.0,18,0.000146484375,29140.0,0.0,24,0.000244140625,3021.0,0.0,4,0.000390625,34916.0,0.0,24,0.000146484375,22628.0,0.0,16
16,189051.0,189051.0,0.0,149,149,0,0.0,0.0006347656249999999,0.00032958984375,0.0001773173711710687,0.7754454134627803,0.16251765396638929,0,0,0.0,0,0,0,0,2758,669861.0,56404.0,0.000390625,23688.0,0.0,20,0.000146484375,22628.0,0.0,16,0.000244140625,25867.0,0.0,18,0.000146484375,25107.0,0.0,20,0.0006347656249999999,30512.0,0.0,22,0.000146484375,5365.0,0.0,10,0.0005371093749999999,33256.0,0.0,23,0.000390625,22628.0,0.0,15
17,191420.0,191420.0,0.0,152,152,0,0.0,0.00043945312499999996,0.00032958984375,0.00013538252571300557,0.8561767253613966,0.17637394211681046,0,0,0.0,0,0,0,0,3228,704589.0,57096.0,0.00029296875,23419.0,0.0,18,0.000390625,24627.0,0.0,16,0.000390625,21934.0,0.0,16,0.000390625,26141.0,0.0,18,0.00043945312499999996,36246.0,0.0,28,0.0,5132.0,0.0,10,0.00043945312499999996,30512.0,0.0,24,0.00029296875,23409.0,0.0,20
18,171627.0,171627.0,0.0,134,134,0,0.0,0.0,0.0,0.0,0.06015037593984962,0.22197046502007178,0,0,0.0,0,0,0,0,2895,631190.0,49892.0,0.0,20875.0,0.0,18,0.0,20499.0,0.0,18,0.0,18384.0,0.0,17,0.0,21781.0,0.0,20,0.0,34044.0,0.0,31,0.0,1216.0,0.0,3,0.0,31500.0,0.0,24,0.0,23328.0,0.0,19
19,192178.0,192178.0,0.0,152,152,0,0.0,0.000244140625,6.103515625e-05,0.0001057159916729051,0.2559005376780183,0.22963996919522445,0,0,0.0,0,0,0,0,3157,735052.0,57152.0,0.0,22923.0,0.0,17,0.0,24815.0,0.0,21,0.0,22628.0,0.0,16,0.0,24454.0,0.0,20,0.000244140625,39206.0,0.0,33,0.0,640.0,0.0,2,0.000244140625,36256.0,0.0,25,0.0,21256.0,0.0,16
20,183659.0,183659.0,0.0,142,142,0,0.0,0.0006347656249999999,0.00015869140624999998,0.00020680022395138444,0.3728646686427729,0.2240504140826196,0,0,0.0,0,0,0,0,2879,675128.0,52552.0,0.0,24635.0,0.0,17,0.000244140625,21954.0,0.0,17,0.0,20233.0,0.0,17,0.0,23468.0,0.0,17,0.0006347656249999999,35768.0,0.0,26,0.0,314.0,0.0,2,0.000146484375,34659.0,0.0,27,0.000244140625,22628.0,0.0,15
21,189147.0,189147.0,0.0,154,154,0,0.0,0.000732421875,0.000396728515625,0.00021484028206540575,0.7736705202209275,0.183496830507488,0,0,0.0,0,0,0,0,2810,679377.0,53156.0,0.00048828125,21256.0,0.0,14,0.000390625,19884.0,0.0,15,0.000244140625,22628.0,0.0,15,0.000732421875,29783.0,0.0,20,0.00029296875,35454.0,0.0,30,0.0,7576.0,0.0,10,0.0006347656249999999,31049.0,0.0,23,0.000390625,21517.0,0.0,18
22,186963.0,186963.0,0.0,144,144,0,0.0,0.0005371093749999999,0.00031738281249999996,0.00014648437499999997,0.8249334052637413,0.23942638382995485,0,0,0.0,0,0,0,0,2943,697759.0,54769.0,0.00029296875,24197.0,0.0,20,0.00029296875,19884.0,0.0,16,0.000390625,21256.0,0.0,15,0.00029296875,27740.0,0.0,24,0.0005371093749999999,38529.0,0.0,27,0.0,0.0,0.0,0,0.00043945312499999996,33256.0,0.0,24,0.00029296875,22101.0,0.0,17
23,173816.0,173816.0,0.0,128,128,0,0.0,0.00029296875,0.000164794921875,0.00011434932858395503,0.676782511806857,0.2268533966953552,0,0,0.0,0,0,0,0,3088,677334.0,57415.0,0.0,18377.0,0.0,17,0.00029296875,22896.0,0.0,17,0.00029296875,22628.0,0.0,16,0.000146484375,24510.0,0.0,18,0.00029296875,33772.0,0.0,26,0.0,249.0,0.0,1,0.000146484375,31628.0,0.0,24,0.000146484375,19756.0,0.0,16
24,167897.0,167897.0,0.0,132,132,0,0.0,0.000146484375,1.8310546875e-05,4.844515340084089e-05,0.13639307048725063,0.2129720900313874,0,0,0.0,0,0,0,0,2894,602910.0,48704.0,0.0,20788.0,0.0,17,0.0,21096.0,0.0,19,0.0,16884.0,0.0,16,0.0,24845.0,0.0,18,0.0,30780.0,0.0,25,0.0,760.0,0.0,1,0.000146484375,29130.0,0.0,24,0.0,23614.0,0.0,20
25,185814.0,185814.0,0.0,151,151,0,0.0,0.00048828125,0.000201416015625,0.0001473717830523637,0.652767264736654,0.24381908790510853,0,0,0.0,0,0,0,0,2829,613496.0,46184.0,0.000244140625,20802.0,0.0,17,0.000244140625,21055.0,0.0,16,0.000244140625,21256.0,0.0,15,0.0,21256.0,0.0,16,0.000244140625,38644.0,0.0,29,0.0,105.0,0.0,1,0.000146484375,35877.0,0.0,27,0.00048828125,26819.0,0.0,24
26,181654.0,181654.0,0.0,150,150,0,0.0,0.0006347656249999999,0.00030517578125,0.00021665331236937066,0.6653635939155087,0.21572880310920683,0,0,0.0,0,0,0,0,2743,676691.0,55164.0,0.0006347656249999999,21617.0,0.0,15,0.000146484375,20850.0,0.0,17,0.000146484375,19781.0,0.0,19,0.000244140625,19884.0,0.0,15,0.000390625,34143.0,0.0,25,0.000244140625,3407.0,0.0,4,0.0006347656249999999,34628.0,0.0,22,0.0,27344.0,0.0,28
27,194218.0,194218.0,0.0,148,148,0,0.0,0.00048828125,0.000286865234375,0.00016090608308671957,0.7612271705782439,0.19938934599264657,0,0,0.0,0,0,0,0,2859,637669.0,45646.0,0.000146484375,30275.0,0.0,25,0.000146484375,23295.0,0.0,18,0.000390625,22803.0,0.0,16,0.000390625,24128.0,0.0,16,0.00029296875,32316.0,0.0,26,0.0,1572.0,0.0,6,0.00043945312499999996,36000.0,0.0,24,0.00048828125,23829.0,0.0,16
28,189124.0,189124.0,0.0,145,145,0,0.0,0.0005371093749999999,0.00032958984374999997,0.00014800238834206716,0.8327226586983419,0.1858978765254533,0,0,0.0,0,0,0,0,2839,661762.0,53004.0,0.000390625,24000.0,0.0,15,0.000390625,24947.0,0.0,21,0.00029296875,24000.0,0.0,16,0.00029296875,22348.0,0.0,18,0.0005371093749999999,33435.0,0.0,24,0.0,3638.0,0.0,6,0.00043945312499999996,34628.0,0.0,24,0.00029296875,22128.0,0.0,18
29,160578.0,160578.0,0.0,126,126,0,0.0,0.000146484375,1.8310546875e-05,4.844515340084089e-05,0.13639307048725063,0.23569075464883005,0,0,0.0,0,0,0,0,2779,574683.0,46503.0,0.0,18256.0,0.0,16,0.000146484375,21974.0,0.0,18,0.0,18747.0,0.0,17,0.0,21942.0,0.0,18,0.0,32120.0,0.0,31,0.0,0.0,0.0,0,0.0,30128.0,0.0,24,0.0,17411.0,0.0,17
30,184580.0,184580.0,0.0,147,147,0,0.0,0.00048828125,9.1552734375e-05,0.00016991468392425603,0.22860101493294,0.20599198179651013,0,0,0.0,0,0,0,0,2818,668582.0,50588.0,0.000244140625,23488.0,0.0,17,0.0,24929.0,0.0,20,0.0,19884.0,0.0,16,0.0,24320.0,0.0,22,0.0,35147.0,0.0,30,0.0,928.0,0.0,2,0.00048828125,31884.0,0.0,22,0.0,24000.0,0.0,16
31,181228.0,181228.0,0.0,139,139,0,0.0,0.00048828125,0.000311279296875,0.00017078941137247587,0.7691383565667202,0.16724374820667798,0,0,0.0,0,0,0,0,2673,638859.0,53588.0,0.000390625,25333.0,0.0,17,0.000244140625,21256.0,0.0,15,0.000244140625,22628.0,0.0,15,0.00048828125,25190.0,0.0,17,0.00048828125,31884.0,0.0,22,0.0,3235.0,0.0,4,0.000146484375,27768.0,0.0,25,0.00048828125,23934.0,0.0,16
32,189026.0,189026.0,0.0,140,140,0,0.0,0.000390625,0.00025634765625,0.00013538252571300557,0.782530982450866,0.21021182271221872,0,0,0.0,0,0,0,0,2926,643258.0,49164.0,0.000146484375,24125.0,0.0,20,0.000390625,20836.0,0.0,18,0.000390625,22628.0,0.0,15,0.000146484375,24000.0,0.0,17,0.00029296875,36864.0,0.0,26,0.0,1945.0,0.0,4,0.000390625,34628.0,0.0,23,0.00029296875,24000.0,0.0,16
33,183910.0,183910.0,0.0,146,146,0,0.0,0.0005371093749999999,0.000372314453125,0.00017078941137247585,0.8266317698091886,0.16217307378609025,0,0,0.0,0,0,0,0,2889,671187.0,56360.0,0.000390625,24243.0,0.0,18,0.00029296875,26662.0,0.0,18,0.00029296875,21444.0,0.0,17,0.000390625,22814.0,0.0,18,0.0005371093749999999,32281.0,0.0,24,0.0,4373.0,0.0,7,0.0005371093749999999,27768.0,0.0,23,0.0005371093749999999,24325.0,0.0,16
34,159242.0,159242.0,0.0,128,128,0,0.0,0.000146484375,1.8310546875e-05,4.844515340084089e-05,0.13639307048725063,0.19626574647391926,0,0,0.0,0,0,0,0,2841,589633.0,55404.0,0.000146484375,21656.0,0.0,21,0.0,24236.0,0.0,19,0.0,20124.0,0.0,18,0.0,17445.0,0.0,18,0.0,27791.0,0.0,25,0.0,0.0,0.0,0,0.0,26012.0,0.0,24,0.0,21978.0,0.0,19
35,193782.0,193782.0,0.0,153,153,0,0.0,0.00048828125,0.000140380859375,0.00016636978967821058,0.4187058122372713,0.22318249373006704,0,0,0.0,0,0,0,0,2570,627219.0,57444.0,0.000146484375,26160.0,0.0,24,0.00048828125,27329.0,0.0,19,0.000244140625,24868.0,0.0,18,0.0,19884.0,0.0,16,0.0,36717.0,0.0,27,0.0,1580.0,0.0,3,0.0,35988.0,0.0,27,0.000244140625,21256.0,0.0,15
36,172494.0,172494.0,0.0,145,145,0,0.0,0.000244140625,0.000115966796875,9.746532850751533e-05,0.5894242517615609,0.21438136978677425,0,0,0.0,0,0,0,0,2827,640856.0,52845.0,0.000146484375,23605.0,0.0,19,0.000146484375,23298.0,0.0,18,0.000146484375,23381.0,0.0,17,0.0,19884.0,0.0,16,0.000244140625,34937.0,0.0,28,0.0,1887.0,0.0,5,0.000244140625,28075.0,0.0,24,0.0,17427.0,0.0,18
37,183502.0,183502.0,0.0,149,149,0,0.0,0.0006347656249999999,0.0003662109375,0.00024414062499999997,0.6927240664426663,0.1766166036337471,0,0,0.0,0,0,0,0,3012,647672.0,48656.0,0.000146484375,22628.0,0.0,16,0.0006347656249999999,25679.0,0.0,18,0.000146484375,21256.0,0.0,16,0.00048828125,22628.0,0.0,14,0.0006347656249999999,32352.0,0.0,28,0.0,5011.0,0.0,7,0.0006347656249999999,32368.0,0.0,25,0.000244140625,21580.0,0.0,16
38,184812.0,184812.0,0.0,147,147,0,0.0,0.0006347656249999999,0.000311279296875,0.00017763222913641657,0.75486375687948,0.18264506633768285,0,0,0.0,0,0,0,0,2727,614809.0,43940.0,0.000146484375,24000.0,0.0,16,0.00029296875,24517.0,0.0,20,0.000390625,23635.0,0.0,18,0.00029296875,23898.0,0.0,18,0.00043945312499999996,32183.0,0.0,29,0.0,1006.0,0.0,2,0.00029296875,32607.0,0.0,27,0.0006347656249999999,22966.0,0.0,16
39,178801.0,178801.0,0.0,141,141,0,0.0,0.00029296875,0.000164794921875,8.78142979122202e-05,0.7796759652457381,0.23598371933042794,0,0,0.0,0,0,0,0,2751,608732.0,58260.0,0.000146484375,21128.0,0.0,15,0.000146484375,24386.0,0.0,21,0.00029296875,22628.0,0.0,16,0.000146484375,21538.0,0.0,17,0.000146484375,36344.0,0.0,33,0.0,647.0,0.0,1,0.00029296875,33746.0,0.0,27,0.000146484375,18384.0,0.0,17
40,187406.0,187406.0,0.0,159,159,0,0.0,0.000146484375,3.662109375e-05,6.342959500374306e-05,0.25955256787251896,0.25323362112205494,0,0,0.0,0,0,0,0,2843,635290.0,50700.0,0.0,22500.0,0.0,16,0.0,20625.0,0.0,19,0.0,21569.0,0.0,27,0.000146484375,27385.0,0.0,22,0.000146484375,46044.0,0.0,41,0.0,0.0,0.0,0,0.0,28155.0,0.0,25,0.0,21128.0,0.0,16
41,173008.0,173008.0,0.0,137,137,0,0.0,0.00048828125,0.000140380859375,0.00019136249275623636,0.35288819658799725,0.22827701609174045,0,0,0.0,0,0,0,0,2709,636097.0,59664.0,0.0,17140.0,0.0,16,0.0,21256.0,0.0,16,0.0,23199.0,0.0,17,0.0,24878.0,0.0,20,0.000390625,34175.0,0.0,25,0.0,392.0,0.0,1,0.000244140625,30512.0,0.0,23,0.00048828125,21456.0,0.0,16
42,184490.0,184490.0,0.0,150,150,0,0.0,0.00048828125,0.00020751953125000002,0.00016148384466946965,0.6242031029139815,0.21767304460946302,0,0,0.0,0,0,0,0,2859,676827.0,54976.0,0.00048828125,21256.0,0.0,14,0.000244140625,20804.0,0.0,16,0.0,22628.0,0.0,16,0.000244140625,21884.0,0.0,18,0.000146484375,34931.0,0.0,29,0.0,1510.0,0.0,3,0.000390625,34949.0,0.0,24,0.000146484375,26528.0,0.0,27
43,189336.0,189336.0,0.0,149,149,0,0.0,0.00048828125,0.0002685546875,0.00015049838874435978,0.7615883139437575,0.23675898931000883,0,0,0.0,0,0,0,0,3015,658721.0,49725.0,0.00029296875,27818.0,0.0,24,0.000146484375,19884.0,0.0,16,0.00048828125,25896.0,0.0,16,0.000390625,24383.0,0.0,16,0.000390625,36983.0,0.0,30,0.0,0.0,0.0,0,0.00029296875,34628.0,0.0,24,0.000146484375,19744.0,0.0,19
44,184387.0,184387.0,0.0,139,139,0,0.0,0.0005371093749999999,0.000372314453125,0.00010624325674761479,0.9246054156015635,0.22156998595345567,0,0,0.0,0,0,0,0,2771,617877.0,45976.0,0.00029296875,20598.0,0.0,17,0.000390625,22628.0,0.0,15,0.00029296875,24692.0,0.0,17,0.00029296875,19884.0,0.0,16,0.0005371093749999999,36983.0,0.0,27,0.000244140625,1863.0,0.0,1,0.0005371093749999999,33256.0,0.0,23,0.000390625,24483.0,0.0,18
45,159441.0,159441.0,0.0,124,124,0,0.0,0.000146484375,1.8310546875e-05,4.844515340084089e-05,0.13639307048725063,0.2209555572280646,0,0,0.0,0,0,0,0,2795,572035.0,45015.0,0.0,18256.0,0.0,16,0.000146484375,19346.0,0.0,17,0.0,19628.0,0.0,16,0.0,23382.0,0.0,20,0.0,31045.0,0.0,25,0.0,331.0,0.0,2,0.0,28756.0,0.0,24,0.0,18697.0,0.0,20
46,182404.0,182404.0,0.0,141,141,0,0.0,0.000244140625,6.103515625e-05,0.0001057159916729051,0.2559005376780183,0.22147129448915504,0,0,0.0,0,0,0,0,2802,635094.0,47692.0,0.0,25337.0,0.0,19,0.0,24545.0,0.0,18,0.0,18691.0,0.0,17,0.0,23639.0,0.0,18,0.000244140625,33256.0,0.0,23,0.0,1279.0,0.0,2,0.000244140625,34936.0,0.0,25,0.0,20721.0,0.0,18
47,180470.0,180470.0,0.0,139,139,0,0.0,0.000244140625,9.765625e-05,0.00010358009490037317,0.4750414120937595,0.20263478694519788,0,0,0.0,0,0,0,0,2859,591458.0,44556.0,0.0,21613.0,0.0,17,0.0,21256.0,0.0,16,0.000244140625,23954.0,0.0,17,0.0,25129.0,0.0,22,0.000146484375,31884.0,0.0,24,0.0,750.0,0.0,2,0.000146484375,33256.0,0.0,24,0.000244140625,22628.0,0.0,15
48,184672.0,184672.0,0.0,148,148,0,0.0,0.0006347656249999999,0.00031738281249999996,0.00021001770671490785,0.6959454998779354,0.1987374913359894,0,0,0.0,0,0,0,0,2771,643104.0,46616.0,0.000244140625,22232.0,0.0,18,0.000244140625,23342.0,0.0,16,0.000390625,28763.0,0.0,22,0.000244140625,22628.0,0.0,15,0.0006347656249999999,33924.0,0.0,25,0.0,1710.0,0.0,5,0.0006347656249999999,30817.0,0.0,23,0.000146484375,21256.0,0.0,16
49,192617.0,192617.0,0.0,149,149,0,0.0,0.00043945312499999996,0.000341796875,0.00013593174713940484,0.8639672098912634,0.19740404533348488,0,0,0.0,0,0,0,0,2800,612118.0,49460.0,0.000390625,24387.0,0.0,18,0.000390625,24427.0,0.0,16,0.00029296875,24559.0,0.0,17,0.000390625,26472.0,0.0,20,0.00043945312499999996,37215.0,0.0,29,0.0,1880.0,0.0,5,0.00043945312499999996,31884.0,0.0,24,0.000390625,21793.0,0.0,16
50,135838.0,135838.0,0.0,120,120,0,0.0,0.000146484375,1.8310546875e-05,4.844515340084089e-05,0.13639307048725063,0.2363495487271592,0,0,0.0,0,0,0,0,2807,546331.0,41092.0,0.0,14263.0,0.0,17,0.0,18700.0,0.0,17,0.000146484375,20009.0,0.0,16,0.0,14140.0,0.0,16,0.0,29595.0,0.0,25,0.0,378.0,0.0,1,0.0,17780.0,0.0,24,0.0,20973.0,0.0,19
51,178811.0,178811.0,0.0,144,144,0,0.0,0.00048828125,0.0001220703125,0.00017263349150062197,0.33663303655471477,0.215082545257282,0,0,0.0,0,0,0,0,2801,594709.0,52549.0,0.00048828125,23503.0,0.0,20,0.0,22021.0,0.0,17,0.0,20202.0,0.0,18,0.000244140625,22674.0,0.0,17,0.0,34504.0,0.0,26,0.0,311.0,0.0,2,0.000244140625,32968.0,0.0,25,0.0,22628.0,0.0,16
52,184661.0,184661.0,0.0,140,140,0,0.0,0.000390625,0.000128173828125,0.00014222632077308403,0.45147553731616513,0.22050744336920003,0,0,0.0,0,0,0,0,2806,619044.0,43180.0,0.0,21506.0,0.0,19,0.0,18512.0,0.0,16,0.0,24000.0,0.0,16,0.000146484375,26248.0,0.0,18,0.0,33930.0,0.0,26,0.000244140625,2271.0,0.0,2,0.000390625,35566.0,0.0,27,0.000244140625,22628.0,0.0,15
53,194792.0,194792.0,0.0,149,149,0,0.0,0.00048828125,0.00030517578125,0.0001500025113213441,0.8053035538686468,0.22263234629758832,0,0,0.0,0,0,0,0,2655,651986.0,53409.0,0.000244140625,23650.0,0.0,16,0.00048828125,35862.0,0.0,29,0.00048828125,22107.0,0.0,15,0.000146484375,24000.0,0.0,16,0.00048828125,34251.0,0.0,25,0.000146484375,410.0,0.0,1,0.00029296875,33256.0,0.0,24,0.000146484375,21256.0,0.0,16
