epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,jain_P,gini_B_gen,reassignments,pred_risk_max,pcie_drop_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
128,804812.0,444413.0,360399.0,4894,2752,2142,0.4478052017117035,0.6283078220902651,0.5037624123932706,0.10778856702508476,0.9562223188925539,0.12200613310934716,0,0.0,0,0.5602090895403231,132678.0,69061.0,338,0.5873691299176751,117837.0,67829.0,332,0.4588292093291965,90881.0,29801.0,339,0.27685546875,73868.0,0.0,331,0.4998870863449524,88200.0,35596.0,332,0.4266268239664559,79753.0,19084.0,332,0.5920146692072962,86937.0,50570.0,335,0.6283078220902651,134658.0,88458.0,335
129,709135.0,499122.0,210013.0,3980,2805,1175,0.29615376479795763,0.6102799411790589,0.4401567695012145,0.10253578890390873,0.9485262804386255,0.1147385547180717,0,0.0,0,0.4535551489333939,118961.0,36569.0,333,0.4865937210533991,106473.0,39672.0,333,0.29755859375,64841.0,0.0,337,0.315625,90151.0,0.0,331,0.5278149923665778,93708.0,42504.0,336,0.35154903372388013,60684.0,7252.0,335,0.6102799411790589,82617.0,51293.0,334,0.47827772500340593,91700.0,32723.0,330
130,694538.0,375126.0,319412.0,4238,2570,1668,0.45989132344090533,0.6104835587416823,0.5092949219699955,0.07128416901398617,0.9807858280168248,0.15720954073067261,0,0.0,0,0.5723793144733768,121793.0,66324.0,337,0.6104835587416823,125372.0,78109.0,336,0.4796453849933626,79878.0,28325.0,333,0.4569782711070304,77640.0,24876.0,336,0.563166650228979,80956.0,43772.0,332,0.428057344035647,68375.0,18874.0,333,0.4049947743778723,46092.0,10300.0,332,0.5586540778020135,94432.0,48832.0,335
131,680123.0,470332.0,209791.0,3784,2621,1163,0.3084603814310054,0.5717617754042363,0.4334660133001125,0.09421120251567822,0.9548924289248149,0.14143930583144493,0,0.0,0,0.4763500757684771,118123.0,41662.0,337,0.37393556865070193,87899.0,13384.0,334,0.5717617754042363,101286.0,55081.0,332,0.277001953125,57584.0,0.0,332,0.4706933852981588,84384.0,28000.0,328,0.354492982646717,63864.0,7796.0,335,0.3960394812804787,60490.0,11164.0,336,0.54745288422713,106493.0,52704.0,325
132,702432.0,476907.0,225525.0,3987,2809,1178,0.3210631064643975,0.5418262801130092,0.45013748553922783,0.08034154355799897,0.9691275619724729,0.12057216926335901,0,0.0,0,0.4415971083950956,112256.0,32448.0,332,0.46922021845275785,99036.0,33276.0,336,0.5209983655546919,80986.0,35843.0,330,0.30043945312500003,79362.0,0.0,336,0.49767618799676844,92315.0,36524.0,336,0.48743021632780026,86453.0,31496.0,333,0.34191205434869926,44297.0,3804.0,337,0.5418262801130092,107727.0,52134.0,332
133,746366.0,456386.0,289980.0,4239,2655,1584,0.38852252112234426,0.5507767338924977,0.486924498439668,0.08136039530111652,0.9728391176087683,0.10763519506515551,0,0.0,0,0.5274027187338208,133287.0,60099.0,332,0.5213712795958786,103076.0,45616.0,339,0.550495744319512,95915.0,48446.0,331,0.29692382812499996,74585.0,0.0,333,0.43725537305167317,77310.0,22219.0,334,0.5426588391467517,87384.0,42409.0,331,0.5507767338924977,73381.0,36740.0,334,0.4685114706522097,101428.0,34451.0,333
134,758561.0,445936.0,312625.0,4544,2659,1885,0.41212901796954965,0.6140796181798429,0.5059423518704455,0.06141903309983453,0.9854771965040239,0.0688037942894506,0,0.0,0,0.39245148755648473,112418.0,23026.0,335,0.543581361914035,101281.0,49370.0,336,0.49804713109367404,80842.0,31800.0,336,0.4725102879673203,89740.0,30708.0,333,0.4651344856255478,90960.0,30592.0,332,0.6140796181798429,101409.0,63701.0,329,0.5379391270607231,76672.0,36509.0,334,0.5237953155659358,105239.0,46919.0,328
135,669527.0,462635.0,206892.0,4033,2642,1391,0.3090121832278604,0.5470465164699814,0.4537954415849402,0.06722233950323186,0.9785276251520575,0.07894659214639566,0,0.0,0,0.39878867642866106,110488.0,20902.0,332,0.39883199287867455,79405.0,15680.0,335,0.5470465164699814,82324.0,42364.0,330,0.3674125600531257,73327.0,10896.0,333,0.40544498690341374,81647.0,16780.0,338,0.45344501662212167,76705.0,23540.0,333,0.5231278804117306,69265.0,31194.0,339,0.5362659029118129,96366.0,45536.0,335
136,718516.0,478557.0,239959.0,4205,2784,1421,0.33396472729904364,0.541247459233803,0.4641144862535457,0.05731050060486703,0.9849808298969899,0.11533320065245567,0,0.0,0,0.4635315162816729,121017.0,40112.0,333,0.541247459233803,109711.0,52935.0,334,0.41222116530267955,79405.0,16775.0,334,0.45708842731940336,88250.0,26916.0,332,0.34540657193735447,78031.0,7071.0,332,0.500789473684208,79800.0,32046.0,331,0.490258484960436,59971.0,22656.0,333,0.5023727913088084,102331.0,41448.0,330
137,723907.0,470124.0,253783.0,4024,2574,1450,0.3505740378253003,0.602469418329707,0.4606629716156322,0.08251945348653726,0.9689093900480951,0.1426030898996693,0,0.0,0,0.40484534063847777,125662.0,25982.0,339,0.4873647835010304,98316.0,37562.0,329,0.602469418329707,107515.0,65019.0,333,0.4325855710343135,84336.0,23080.0,335,0.5479091399029896,100198.0,49680.0,332,0.38229999443215545,65106.0,11632.0,336,0.33767094963372174,44826.0,3548.0,332,0.4901585754526617,97948.0,37280.0,337
138,707207.0,449383.0,257824.0,4001,2636,1365,0.36456652719783544,0.6443286775208907,0.4525652414345574,0.1087003834091814,0.9454567006125177,0.17010737308878432,0,0.0,0,0.6443286775208907,154717.0,106547.0,331,0.47389121404063217,105614.0,36215.0,340,0.46933413450060235,70683.0,24228.0,336,0.281982421875,63411.0,0.0,332,0.4676110035779205,85245.0,28576.0,335,0.301025390625,60434.0,0.0,335,0.5207246907034608,70773.0,31063.0,335,0.4616243986329527,96330.0,31195.0,330
139,716243.0,432429.0,283814.0,4134,2657,1477,0.39625378537730854,0.5781241811862597,0.47939369683776434,0.10616686684467866,0.95324809526538,0.12127570531230303,0,0.0,0,0.527830065898661,120769.0,55065.0,335,0.5781241811862597,111394.0,62028.0,337,0.46625312605124897,82491.0,27606.0,331,0.282470703125,67384.0,0.0,332,0.5181323459689952,93053.0,40623.0,337,0.3297737372571787,63743.0,4412.0,336,0.5746458068410945,77853.0,42764.0,332,0.5579196083736765,99556.0,51316.0,331
140,701320.0,480994.0,220326.0,3995,2691,1304,0.31415901442993166,0.5761081316022564,0.45085783619056363,0.06822216078974702,0.9776158840297431,0.11664753607483003,0,0.0,0,0.42918953136493543,112834.0,29187.0,334,0.4531656656752851,101605.0,31482.0,337,0.40756099246665134,72345.0,15563.0,331,0.3331195616860042,79162.0,5692.0,332,0.48029889950047633,87784.0,32632.0,336,0.41822600173152413,72696.0,17324.0,333,0.5091939054973764,61971.0,26055.0,331,0.5761081316022564,112923.0,62391.0,329
141,651539.0,465102.0,186437.0,3688,2623,1065,0.28614864190785155,0.5607872749516305,0.4282158059876474,0.09040944536718382,0.9573261199560187,0.10942610496071592,0,0.0,0,0.3666180855351344,94364.0,14812.0,329,0.5607872749516305,104087.0,54096.0,335,0.48768356913858507,83009.0,31094.0,337,0.28505859375,63668.0,0.0,333,0.4706968528298658,86529.0,29025.0,337,0.322693800909808,65419.0,2752.0,331,0.42036669231335627,58548.0,14043.0,335,0.5118215784727993,95915.0,40615.0,334
142,737255.0,464502.0,272753.0,4284,2826,1458,0.3699574773992711,0.5932633901495771,0.48555636184416806,0.08295994074680332,0.9716364003726293,0.0907886348685325,0,0.0,0,0.3015625,105964.0,0.0,338,0.5207056229658009,100316.0,44310.0,332,0.5127746687284416,83504.0,35584.0,337,0.4518626159527547,93896.0,26648.0,335,0.4643153310587879,85459.0,28460.0,336,0.5628265431652046,96733.0,50848.0,332,0.4771402227327777,58851.0,20867.0,336,0.5932633901495771,112532.0,66036.0,338
143,691459.0,453832.0,237627.0,3841,2636,1205,0.3436602893302418,0.6144387556616061,0.45167645960775193,0.09977259805521073,0.9534759623362388,0.1537041603334397,0,0.0,0,0.4965355645042328,119497.0,46364.0,337,0.5259481442000409,105851.0,47813.0,330,0.3067812807288013,65594.0,864.0,332,0.4647787975988224,80648.0,27476.0,330,0.2958984375,70575.0,0.0,326,0.44537236558574467,76108.0,22128.0,333,0.4636583310827673,52996.0,17362.0,335,0.6144387556616061,120190.0,75620.0,335
144,707460.0,471965.0,235495.0,3841,2536,1305,0.3328739434031601,0.5929792079277652,0.4531619896912723,0.08493238142851832,0.9660651397574442,0.13145478189579607,0,0.0,0,0.4531335391898801,115426.0,35385.0,331,0.42314073244679584,93651.0,23284.0,334,0.45969908925116254,84053.0,26871.0,329,0.28095703125,64628.0,0.0,332,0.42892505843923706,85198.0,22376.0,337,0.4498587371376078,71332.0,21881.0,330,0.5366025218877297,66754.0,31647.0,329,0.5929792079277652,126418.0,74051.0,334
145,669552.0,484740.0,184812.0,3631,2586,1045,0.27602337085095663,0.5897012049611603,0.4275863555085023,0.0879370829027901,0.9594206132719564,0.11118255191531023,0,0.0,0,0.44123685118050926,111096.0,31360.0,336,0.3774581129221307,92751.0,14269.0,341,0.4087907379438832,61784.0,14511.0,332,0.27158203124999997,64523.0,0.0,330,0.46870925428475535,81364.0,27120.0,337,0.37473363594935716,72998.0,11032.0,332,0.5897012049611603,82526.0,47848.0,334,0.4884790155762224,102510.0,38672.0,326
146,755880.0,419387.0,336493.0,4952,2900,2052,0.44516722231041905,0.6238137371737189,0.5157285549045675,0.06851862467957683,0.9826549339273326,0.10705799862412002,0,0.0,0,0.5921089723751998,123700.0,72304.0,333,0.6238137371737189,119798.0,78497.0,336,0.5273988096900376,93996.0,41666.0,329,0.3816738616432508,85308.0,11244.0,339,0.4930451982171017,83004.0,32120.0,335,0.5246327256166096,86435.0,38655.0,333,0.5009270500666594,64504.0,25896.0,337,0.4822280844539625,99135.0,36111.0,332
147,737460.0,437146.0,300314.0,4301,2647,1654,0.4072275106446446,0.5817861467669133,0.49774963530318755,0.055021258713721044,0.9879284060942418,0.10545216011715874,0,0.0,0,0.4757565894414669,115882.0,40768.0,330,0.5817861467669133,114841.0,64867.0,334,0.511175652258802,81946.0,34610.0,331,0.4104034935743532,82268.0,18792.0,332,0.433655813366777,84292.0,22524.0,334,0.5029095407964074,85176.0,34591.0,330,0.49982652600277294,62676.0,25269.0,337,0.5664833202180077,110379.0,58893.0,331
148,788678.0,422424.0,366254.0,4754,2697,2057,0.4643897763092156,0.6147306069024887,0.5209155466386538,0.062007813442637214,0.9860283531005152,0.13025277743261499,0,0.0,0,0.6147306069024887,142138.0,89512.0,336,0.5865077820420599,125365.0,71579.0,332,0.5049299917637344,84990.0,34834.0,332,0.39668152807782253,86908.0,17000.0,336,0.4896193459410436,82666.0,31334.0,332,0.5330096825782568,89558.0,41762.0,335,0.5004191229920478,66548.0,26584.0,333,0.5414263128117767,110505.0,53649.0,334
149,743957.0,406120.0,337837.0,4269,2492,1777,0.45410823475012607,0.6135935559198296,0.5138708976842133,0.07250727722073756,0.9804793796953494,0.12162850137843972,0,0.0,0,0.5113548394056603,122933.0,52037.0,329,0.6135935559198296,120611.0,75681.0,336,0.4944762817543181,76867.0,30911.0,330,0.5160392664146254,87937.0,37781.0,329,0.3669322480670978,65284.0,11436.0,332,0.6107271396477127,102836.0,63938.0,336,0.5113236995122976,73361.0,31013.0,333,0.48652015075216526,94128.0,35040.0,332
150,720673.0,467453.0,253220.0,4256,2721,1535,0.35136601482225593,0.5964979478048463,0.46048308158758167,0.12033115456956762,0.9360793096411412,0.11344205346946512,0,0.0,0,0.3500198257717168,102689.0,10283.0,325,0.5964979478048463,120732.0,71570.0,329,0.301708984375,65763.0,0.0,338,0.45281104013292595,78393.0,25084.0,334,0.29619140624999996,78320.0,0.0,332,0.5545108959691547,89730.0,45657.0,332,0.5365705140853301,74042.0,35054.0,336,0.5955540383116797,111004.0,65572.0,335
151,643832.0,438050.0,205782.0,3552,2406,1146,0.3196206463798004,0.577304017173701,0.4269469955231199,0.11236613441311707,0.9352205858215112,0.1885534580449555,0,0.0,0,0.487282358896032,111601.0,41780.0,333,0.5635999964908871,113989.0,60095.0,337,0.577304017173701,87775.0,48535.0,328,0.2689453125,56529.0,0.0,332,0.3667414300763953,82465.0,9848.0,338,0.2887205029218224,54632.0,64.0,333,0.3668751986746847,35784.0,5824.0,328,0.49610714745143636,101057.0,39636.0,336
152,743795.0,460781.0,283014.0,4554,2692,1862,0.38050000336114065,0.6252752856554626,0.47091961444863994,0.10575580277029274,0.9519883651813149,0.10826555031964435,0,0.0,0,0.41325821254641476,107385.0,26684.0,329,0.6252752856554626,115212.0,75120.0,337,0.597424270196151,104873.0,62445.0,333,0.265576171875,63384.0,0.0,330,0.48793534707398095,85026.0,33005.0,329,0.4846759191842248,92492.0,32744.0,335,0.41129748583069353,67515.0,13756.0,333,0.4819142232271918,107908.0,39260.0,334
153,733589.0,487887.0,245702.0,4139,2640,1499,0.3349314125484429,0.6083002823399899,0.44766414974104496,0.11773042795226456,0.9353112204152766,0.13475989280100964,0,0.0,0,0.28828125,107494.0,0.0,333,0.5619016641359696,122496.0,64104.0,336,0.47424059685274167,76384.0,27424.0,331,0.2607421875,70627.0,0.0,338,0.44248942447019046,89372.0,24736.0,336,0.6083002823399899,108831.0,67084.0,333,0.40302918912869357,52496.0,10848.0,333,0.5423286035007745,105889.0,51506.0,332
154,758265.0,463740.0,294525.0,4424,2745,1679,0.38841961583351414,0.5646443607328255,0.4757042730191561,0.09809800913080002,0.9592094346429121,0.13431204789882156,0,0.0,0,0.47657309871149156,126600.0,42792.0,334,0.5646443607328255,106489.0,56769.0,330,0.5220130130609003,92223.0,40346.0,334,0.257958984375,70693.0,0.0,336,0.542185703674943,95464.0,46268.0,333,0.5221638698833293,97445.0,43583.0,331,0.38115330602734226,50793.0,8249.0,336,0.5389418476874168,118558.0,56518.0,332
155,677243.0,458225.0,219018.0,3742,2509,1233,0.323396476597026,0.631274164089161,0.4381087203001941,0.10197648692939301,0.9486049059866596,0.13486352018404002,0,0.0,0,0.43959630035573016,110582.0,31716.0,331,0.48639948520923537,92637.0,34345.0,331,0.631274164089161,117200.0,77685.0,333,0.25078125,63732.0,0.0,331,0.3493514777711407,68071.0,7696.0,328,0.45055951694626784,76619.0,24104.0,333,0.4586527862577404,58681.0,18637.0,338,0.4382547817722773,89721.0,24835.0,331
156,740741.0,472903.0,267838.0,4480,3013,1467,0.3615811734465888,0.5706631397637767,0.4789352906096274,0.07811178229616186,0.974089355576521,0.1186779522127166,0,0.0,0,0.5341679256410277,125862.0,58368.0,333,0.5516787549924655,106379.0,53609.0,333,0.4864306786022923,78247.0,29160.0,328,0.32646484375,98494.0,0.0,329,0.3868206795543516,78156.0,13968.0,336,0.5706631397637767,97536.0,53256.0,333,0.480022260661788,55329.0,20083.0,331,0.4952340419113175,100738.0,39394.0,328
157,663231.0,444381.0,218850.0,3990,2691,1299,0.3299755288881244,0.5883424499422865,0.4454125568497491,0.10492898766180807,0.9474213740848157,0.13055085633813834,0,0.0,0,0.47743541535815,105678.0,37533.0,335,0.5725117580683172,101237.0,55137.0,331,0.5883424499422865,99635.0,57458.0,333,0.30387825167411503,70737.0,224.0,329,0.2967913670833907,65286.0,480.0,333,0.49423340194693177,82089.0,31961.0,336,0.36963845143104296,46249.0,6464.0,328,0.4604693592937591,92320.0,29593.0,334
158,692205.0,454428.0,237777.0,3871,2643,1228,0.34350662014865485,0.5918455401853473,0.46183712833577784,0.07682009494707255,0.9730772564636462,0.12222842221596175,0,0.0,0,0.46765933984941793,110240.0,36944.0,334,0.3273299699831396,84705.0,5300.0,341,0.5586484107306968,86897.0,44977.0,334,0.4479209531989309,79464.0,24440.0,338,0.4319823010552271,86486.0,22711.0,331,0.423536543486999,67158.0,16488.0,332,0.445773968196464,57387.0,16916.0,332,0.5918455401853473,119868.0,70001.0,332
159,799218.0,425943.0,373275.0,4982,2755,2227,0.46705029166009715,0.6065314262777188,0.5315374990539401,0.04413115224130069,0.9931539620971754,0.07428104722366102,0,0.0,0,0.542455762980639,127382.0,61769.0,333,0.553798707337832,112543.0,56588.0,333,0.5334118751440584,88938.0,41501.0,333,0.4531266280815005,88654.0,27064.0,340,0.48703441110717405,90356.0,33517.0,333,0.5142373057223892,85871.0,36760.0,336,0.6065314262777188,97170.0,59410.0,334,0.5617038757802089,108304.0,56666.0,331
160,785579.0,434188.0,351391.0,4958,2505,2453,0.44730192634986365,0.6330937759839215,0.5064115369453128,0.10820947345010008,0.9563350027145104,0.09631574291064271,0,0.0,0,0.44451812648827366,115906.0,34316.0,333,0.5825485956312607,109966.0,62120.0,331,0.6178893056496333,110813.0,70485.0,340,0.28154296875,62029.0,0.0,329,0.4427478401422251,86965.0,24981.0,335,0.512240336966328,80340.0,34244.0,333,0.6330937759839215,108240.0,72087.0,333,0.5367113459508602,111320.0,53158.0,332
161,672522.0,445907.0,226615.0,3614,2568,1046,0.3369629543717524,0.576439030865235,0.4483607078747257,0.09925694025359512,0.9532816077283982,0.14499191104528908,0,0.0,0,0.576439030865235,133605.0,73241.0,338,0.5317857805176495,92596.0,42952.0,333,0.4370567508072753,73511.0,20136.0,333,0.258544921875,57416.0,0.0,333,0.37505686589614073,82314.0,12260.0,337,0.38764689395198987,70099.0,12240.0,335,0.5461749736205039,64444.0,31729.0,335,0.4741804454640117,98537.0,34057.0,332
162,716676.0,395422.0,321254.0,4575,2677,1898,0.4482555576020399,0.6006708768779299,0.5045192775033311,0.11085505965927588,0.9539447916331313,0.1167804558824348,0,0.0,0,0.6006708768779299,119355.0,72997.0,332,0.5537305435515203,100657.0,51109.0,332,0.551756419732122,88943.0,44810.0,334,0.275634765625,70976.0,0.0,340,0.3659489615086192,72418.0,9573.0,332,0.5715534507974975,89420.0,48748.0,330,0.5229581402669194,64232.0,28962.0,333,0.5939010616670405,110675.0,65055.0,334
163,686021.0,485924.0,200097.0,3661,2549,1112,0.29167766001332274,0.6081842783710047,0.42670779540565423,0.10235772329831888,0.9455894992901823,0.1392481061075388,0,0.0,0,0.3727510098508131,114383.0,16252.0,330,0.6081842783710047,119877.0,73865.0,331,0.49088454792974645,81536.0,31112.0,334,0.25634765625,65536.0,0.0,332,0.42618493234664995,84872.0,21444.0,331,0.3209494591326298,60548.0,3548.0,331,0.473517916093634,63442.0,21806.0,331,0.4648425632707557,95827.0,32070.0,334
164,716224.0,519429.0,196795.0,3946,2803,1143,0.2747673912072197,0.5448676967120948,0.4217634512325138,0.1084682847000012,0.9379626543702578,0.11652569587168249,0,0.0,0,0.5127550628733348,134053.0,57054.0,333,0.5448676967120948,111416.0,54597.0,331,0.5208475437196113,82686.0,36522.0,335,0.27807617187499994,84759.0,0.0,337,0.37443805976784694,77320.0,11496.0,329,0.3001953125,66868.0,0.0,334,0.5291821375331243,76410.0,35046.0,331,0.3137456248790984,82712.0,2080.0,331
165,728863.0,469554.0,259309.0,4175,2746,1429,0.35577193519220984,0.5759986969416865,0.4691145948960398,0.08024819776252425,0.971569368846083,0.11292983043452587,0,0.0,0,0.5759986969416865,133550.0,73641.0,332,0.4482846862358737,89118.0,27709.0,333,0.5442292412914608,86989.0,42516.0,335,0.296484375,85309.0,0.0,328,0.4273170496234779,82864.0,21100.0,332,0.45575473984631343,80705.0,24833.0,334,0.4964183547373593,62077.0,24374.0,331,0.5084296154921472,108251.0,45136.0,333
166,688808.0,499624.0,189184.0,3751,2774,977,0.27465418520110063,0.5366639410872291,0.4330007679220298,0.0722904755486713,0.9728827688563215,0.12595055516196063,0,0.0,0,0.37759759069900556,106072.0,16928.0,337,0.5366639410872291,119556.0,55445.0,335,0.479635916390182,83640.0,30074.0,341,0.30810546875,80001.0,0.0,332,0.5091029410042257,85379.0,35706.0,334,0.3685569384085343,67399.0,9656.0,331,0.44942789727149357,53823.0,16243.0,336,0.43491544976556806,92938.0,25132.0,333
167,688239.0,442429.0,245810.0,3972,2566,1406,0.3571579059018737,0.6013142411555643,0.46846276678452603,0.10334640357249068,0.9535909478976469,0.08131277797393044,0,0.0,0,0.285205078125,89309.0,0.0,340,0.5367030667672038,107462.0,51188.0,337,0.48941387887419074,75306.0,28881.0,329,0.4951172051949537,88302.0,34355.0,333,0.4953557225477011,79711.0,31144.0,333,0.3140862430299802,62724.0,2300.0,329,0.6013142411555643,89138.0,53543.0,333,0.5305066985816143,96287.0,44399.0,334
168,714661.0,480215.0,234446.0,4177,2708,1469,0.3280520414574178,0.5960314225548116,0.45812153391051613,0.0879239504035206,0.9644742219463279,0.11295722727279078,0,0.0,0,0.317206138578788,110448.0,4696.0,340,0.48811677662459874,99863.0,38391.0,334,0.3845369759035356,70269.0,11764.0,334,0.431417431769587,79510.0,20898.0,336,0.464186161541261,83404.0,27412.0,339,0.4091427786411094,71690.0,16426.0,332,0.5743345856704376,75592.0,41475.0,328,0.5960314225548116,123885.0,73384.0,335
169,772721.0,452405.0,320316.0,4639,2726,1913,0.4145299532431493,0.5991689640539772,0.5010592660141352,0.0621292983278371,0.984857825602863,0.11440788460518081,0,0.0,0,0.49796126636717797,126654.0,48797.0,334,0.3989727696544723,90505.0,18684.0,330,0.4962023535695728,88153.0,34540.0,330,0.5991689640539772,112968.0,67924.0,330,0.4332844840261771,79912.0,21583.0,335,0.5036089311542957,91952.0,36780.0,329,0.499490855144639,64046.0,25647.0,335,0.5797845041427694,118531.0,66361.0,334
170,764443.0,415333.0,349110.0,4590,2705,1885,0.45668545594635507,0.6385862999827598,0.506098893537609,0.08738611797612134,0.9710495376116373,0.15864475834038627,0,0.0,0,0.6251319280762393,144462.0,94277.0,332,0.5286886999424386,106955.0,48313.0,341,0.5536953674455435,90857.0,46100.0,330,0.4220839949648515,83364.0,20192.0,327,0.4096675841730042,77957.0,16916.0,336,0.4468353015923684,77261.0,22893.0,330,0.42410197212366674,55596.0,13772.0,337,0.6385862999827598,127991.0,86647.0,332
171,727263.0,467760.0,259503.0,4103,2690,1413,0.35682139748619085,0.593364263713982,0.47672032997952923,0.07216498179187325,0.9775980413745579,0.10863899992162374,0,0.0,0,0.3773953299615464,116506.0,17852.0,335,0.46180398516709087,96264.0,31180.0,334,0.5585889752031847,89234.0,46176.0,330,0.4513529742192264,84964.0,25744.0,339,0.593364263713982,102596.0,60196.0,336,0.3803208692582488,70985.0,11521.0,333,0.4777660966454391,60170.0,21410.0,339,0.5131701456675156,106544.0,45424.0,337
172,710166.0,468195.0,241971.0,3890,2612,1278,0.3407245629894977,0.5706074706578379,0.45318778993101244,0.09707619031091508,0.9561282267488627,0.12884628382659802,0,0.0,0,0.5706074706578379,125076.0,67693.0,334,0.5155834532179769,106879.0,46114.0,330,0.5667650132907777,96566.0,51502.0,334,0.3185511609095073,70890.0,3544.0,333,0.38557449051568193,81872.0,14540.0,334,0.31317968432234855,63923.0,1660.0,332,0.5032636630158762,65919.0,26785.0,337,0.45197738351809325,99041.0,30133.0,337
173,719050.0,410640.0,308410.0,4503,2666,1837,0.428913149294207,0.6010080944476514,0.4995177583746851,0.08883979366355402,0.969338822785709,0.11947048188582143,0,0.0,0,0.5780716651059971,125614.0,70301.0,337,0.5056636457271191,95132.0,39214.0,335,0.5560869086080242,92205.0,47252.0,333,0.37031705758665506,70624.0,9808.0,328,0.39251909337460533,77835.0,14068.0,335,0.4088645368525383,62890.0,14301.0,329,0.6010080944476514,86092.0,51854.0,332,0.5836110652948905,108658.0,61612.0,331
174,697471.0,461161.0,236310.0,4038,2644,1394,0.33880978563983255,0.5804840949042964,0.4650716542067811,0.06818296043123012,0.9789585211694851,0.10398443089390086,0,0.0,0,0.41357456803597625,114072.0,25644.0,338,0.5804840949042964,108724.0,60927.0,331,0.47767652770777647,76638.0,27256.0,335,0.47794047673104645,81208.0,29400.0,330,0.32551126161228533,71180.0,4028.0,328,0.4678378057167318,83155.0,28108.0,330,0.5007424812625809,66553.0,26993.0,331,0.476806017683555,95941.0,33954.0,331
175,663124.0,497567.0,165557.0,3445,2528,917,0.24966220495714186,0.5325841134003317,0.4162590712842458,0.06709032242500561,0.9746805289825504,0.10676886977397881,0,0.0,0,0.3379839159167354,96877.0,9772.0,329,0.4518795759912022,95326.0,29012.0,337,0.3856467485684979,70468.0,12112.0,335,0.3061166289803402,71492.0,2236.0,335,0.4239341170578156,81509.0,20896.0,335,0.43623124224546145,79792.0,22465.0,331,0.4556962281135817,58034.0,17941.0,336,0.5325841134003317,109626.0,51123.0,335
176,668951.0,514469.0,154482.0,3551,2671,880,0.23093171248716238,0.49953923665983224,0.4041266241640616,0.08731085808110692,0.9554047126285654,0.12550601613571066,0,0.0,0,0.49173464307597897,130560.0,47962.0,336,0.47966804628919313,92821.0,33363.0,338,0.4423712045487648,80629.0,22927.0,330,0.28476562499999997,68844.0,0.0,333,0.30425593899174364,73006.0,2140.0,332,0.49953923665983224,83369.0,32766.0,334,0.4353657987469799,56541.0,15324.0,328,0.2953125,83181.0,0.0,331
177,779082.0,479292.0,299790.0,4622,2720,1902,0.38479903270772475,0.6476563428960963,0.4717449336972307,0.12200584688734725,0.937305700127718,0.11002789180086281,0,0.0,0,0.5221723546278773,121261.0,53858.0,334,0.5129096279455412,104273.0,44432.0,338,0.6476563428960963,126149.0,87713.0,333,0.294775390625,82207.0,0.0,329,0.288134765625,73367.0,0.0,335,0.4183251096491212,72960.0,17608.0,334,0.5964030620797107,95545.0,56621.0,328,0.4935828161294987,103320.0,39558.0,344
178,698734.0,446390.0,252344.0,4292,2772,1520,0.36114458434826363,0.5681190375859273,0.4811353143951493,0.05930823321185959,0.9850326086590067,0.07386788105344788,0,0.0,0,0.4690992938731183,107771.0,36448.0,331,0.5204378360598583,90345.0,40175.0,332,0.4490702276686738,70153.0,20936.0,325,0.48252941209331224,89504.0,32884.0,336,0.35188525888802735,87428.0,7732.0,332,0.4967109703118082,74823.0,29532.0,338,0.5681190375859273,80370.0,43121.0,336,0.5112304786804687,98340.0,41516.0,333
179,721634.0,459002.0,262632.0,4167,2665,1502,0.36394072341380757,0.5731295832057633,0.4743666342765061,0.0780628923164207,0.9736332615468976,0.10400182086764187,0,0.0,0,0.5731295832057633,130037.0,71072.0,336,0.3435115530875343,91418.0,7768.0,337,0.553818345369081,89248.0,45384.0,331,0.3658770850207544,79016.0,11028.0,335,0.4859614099373135,86784.0,32260.0,332,0.4475177447596263,78519.0,23856.0,338,0.5095398728012182,65832.0,27576.0,337,0.5155774800307579,100780.0,43688.0,334
180,743953.0,450116.0,293837.0,4475,2581,1894,0.39496715518318976,0.6011084847614876,0.4826824625213093,0.09899932986123818,0.9596312008389,0.11858091169737861,0,0.0,0,0.33418199273422766,95740.0,8172.0,335,0.6007052603977148,137425.0,82622.0,333,0.6011084847614876,103738.0,62412.0,332,0.3917108672983658,73004.0,15016.0,331,0.3695610381792691,76884.0,11372.0,336,0.47804400911134626,80101.0,28171.0,336,0.5405879602893018,72726.0,34994.0,336,0.5455600873987613,104335.0,51078.0,338
