epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,pcie_drop_pkts,pcie_accept_pkts,pcie_accept_bytes,pcie_fifo_peak_bytes,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
471,2866492.0,2866492.0,0.0,1923,1923,0,0.0,0.32216796875,0.08707275390625,0.10194835944018017,0.4217899247966888,0.7123325304937185,1923,2382527.153457229,2234479.6356751323,3918504.91633355,3982051.503116734,3999632.346149757,4001448.7075651884,0,1,0.0,0,0,0,0,1923,2866492.0,1500.0,0.143408203125,1251373.0,0.0,484,0.32216796875,1309744.0,0.0,477,0.0,0.0,0.0,0,0.0,1533.0,0.0,5,0.0,586.0,0.0,1,0.063720703125,0.0,0.0,474,0.057275390625,104.0,0.0,477,0.11000976562499999,303152.0,0.0,482
472,2948990.0,1697990.0,0.0,1976,1142,0,0.0,0.258056640625,0.06439208984375,0.10133466768575713,0.2876452015724192,0.762982410927131,1142,2243825.359837766,2263468.6406249106,2801053.2749685585,3968153.2067163186,3977422.2300381223,3978476.1068001986,1,0,1000000.0,666,0,168,0,1142,1697990.0,1500.0,0.258056640625,1641143.0,0.0,486,0.21708984374999998,1299401.0,0.0,487,0.0,208.0,0.0,1,0.0,244.0,0.0,1,0.0,3950.0,0.0,4,0.0,0.0,0.0,435,0.0,4044.0,0.0,396,0.039990234374999996,0.0,0.0,478
473,1625917.0,1625917.0,0.0,1091,1091,0,0.0,0.209619140625,0.06331787109375,0.08363278894544374,0.3643565134207684,0.839298761867918,1091,1942846.88886067,1860876.5990704894,2897683.6597691774,2935641.8008704484,2941189.0980735873,2941515.0208669305,0,0,0.0,0,0,0,0,1091,1625917.0,1500.0,0.15029296875,222752.0,0.0,479,0.146630859375,0.0,0.0,481,0.0,194.0,0.0,1,0.209619140625,1398739.0,0.0,474,0.0,0.0,0.0,0,0.0,197.0,0.0,1,0.0,0.0,0.0,0,0.0,4035.0,0.0,279
474,1321905.0,1321905.0,0.0,890,890,0,0.0,0.259033203125,0.051995849609375,0.08485362477558397,0.2729907738006181,0.8700019101221339,890,2695708.52135655,2744072.6588586867,3102515.944016576,3133403.1838337206,3140546.575736474,3141375.2922961116,0,0,0.0,0,0,0,0,890,1321905.0,1500.0,0.0796875,0.0,0.0,482,0.076025390625,230.0,0.0,483,0.0,97.0,0.0,1,0.259033203125,1302142.0,0.0,485,0.0,141.0,0.0,1,0.0,933.0,0.0,2,0.001220703125,15302.0,0.0,6,0.0,3060.0,0.0,3
475,2524898.0,2524898.0,0.0,1689,1689,0,0.0,0.30703125000000003,0.051019287109375006,0.10061793864541684,0.20452828716337246,0.7457525016852167,1689,1921354.4779498114,729354.0622705221,3787464.7009460805,3842614.569905703,3856139.124901089,3857072.1276273727,0,1,0.0,0,0,0,0,1689,2524898.0,1798.0,0.009521484375,353.0,0.0,480,0.005419921875,0.0,0.0,482,0.0,5965.0,0.0,5,0.30703125000000003,1252397.0,0.0,485,0.0,1226.0,0.0,2,0.0,577.0,0.0,1,0.086181640625,1251215.0,0.0,485,0.0,13165.0,0.0,9
476,2853861.0,1604361.0,0.0,1911,1078,0,0.0,0.20302734375,0.046282958984375,0.07936382920025858,0.25378968692480697,0.7272005801964427,1078,1025866.7551350768,1099940.815019399,1594945.973739013,1658209.021625765,3490826.2684196923,3849498.645338416,1,0,1000000.0,666,0,167,0,1078,1604361.0,1572.0,0.0,0.0,0.0,65,0.0,6086.0,0.0,42,0.005126953125,206792.0,0.0,117,0.20302734375,1251214.0,0.0,479,0.0,0.0,0.0,0,0.0,120.0,0.0,1,0.162109375,1388764.0,0.0,479,0.0,885.0,0.0,1
477,5942230.0,5942230.0,0.0,3971,3971,0,0.0,0.40810546875,0.1104736328125,0.129923967997196,0.41962003244718843,0.6011894103728734,3971,1729154.4817142505,1789338.30441612,3838644.50469172,4074806.100656718,4125627.536531201,4132119.8509702086,0,1,0.0,0,0,0,0,3971,5942230.0,2278.0,0.0,70.0,0.0,1,0.06103515625,885000.0,0.0,340,0.090234375,1250697.0,0.0,478,0.13359374999999998,650.0,0.0,476,0.0,1114.0,0.0,1,0.19082031249999998,1288492.0,0.0,480,0.40810546875,2502873.0,0.0,483,0.0,13334.0,0.0,9
478,6141840.0,4774762.0,451699.0,4103,3189,303,0.07354457296184856,0.40950573504613963,0.12391160555264244,0.13287408891096664,0.4651417624812668,0.5340754969194899,3189,1910183.1691926457,1312303.0746148825,4243686.485898781,4246782.3827894805,4248166.572245999,4248372.186818361,1,1,915379.0,611,0,0,0,3189,4774762.0,1767.0,0.015869140625,214594.0,0.0,79,0.1220703125,1249628.0,0.0,484,0.142041015625,1258307.0,0.0,484,0.062841796875,1078.0,0.0,485,0.0,0.0,0.0,0,0.23896484375,1251000.0,0.0,484,0.40950573504613963,2166790.0,451699.0,480,0.0,443.0,0.0,2
479,5349745.0,4100245.0,0.0,3577,2744,0,0.0,0.2912109375,0.113494873046875,0.11304305174267035,0.5019977711481651,0.45846650167437897,2744,2090084.8366458248,1877982.7831488252,3528338.0008877395,3627864.6033113296,3650390.8781408085,3651650.281996727,1,0,1000000.0,666,0,167,0,2744,4100245.0,2297.0,0.0,319986.0,0.0,279,0.17431640625,1252464.0,0.0,483,0.192822265625,1251599.0,0.0,486,0.0,347.0,0.0,431,0.0,5103.0,0.0,4,0.2912109375,1250912.0,0.0,482,0.2291015625,1249846.0,0.0,485,0.0205078125,19488.0,0.0,485
480,5276584.0,5185084.0,91500.0,3526,3465,61,0.017340764403636896,0.3652767552333433,0.1500968502635429,0.12832768632635783,0.5777147633720026,0.4710177076684461,3465,2592075.175048656,2437308.3892382383,4172184.3332345127,4254162.357352281,4256232.920361795,4257271.585195124,0,1,0.0,0,0,0,0,3465,5185084.0,1500.0,0.0,0.0,0.0,0,0.22568359375000002,1250736.0,0.0,484,0.244091796875,1249500.0,0.0,483,0.0,3538.0,0.0,4,0.0,251456.0,0.0,169,0.3652767552333433,1249500.0,91500.0,477,0.1587890625,806.0,0.0,482,0.20693359375,1271048.0,0.0,485
481,4420483.0,3169483.0,0.0,2956,2122,0,0.0,0.279443359375,0.13273925781249998,0.11617557789096714,0.5662534026753006,0.5596403436004618,2122,2968145.578753077,3035527.0072622597,3374254.4428807376,3450508.903993901,3464760.6097197914,3611732.3397143483,1,0,1000000.0,666,0,168,0,2122,3169483.0,2776.0,0.0,16681.0,0.0,13,0.279443359375,1257717.0,0.0,478,0.19453125,558804.0,0.0,479,0.0,1864.0,0.0,2,0.0,0.0,0.0,0,0.23027343749999998,1251588.0,0.0,476,0.08935546875,12191.0,0.0,484,0.268310546875,1321638.0,0.0,486
482,3135322.0,3135322.0,0.0,2098,2098,0,0.0,0.3162109375,0.129833984375,0.10947859354108097,0.5844490487768372,0.6739129984097327,2098,2884972.888838677,3463880.7821876407,3920454.926311976,3993758.026528967,4013239.9500968815,4015233.0839271545,0,1,0.0,0,0,0,0,2098,3135322.0,1500.0,0.0,987.0,0.0,3,0.23613281249999998,632967.0,0.0,478,0.12421874999999999,0.0,0.0,480,0.183984375,1250052.0,0.0,481,0.0,572.0,0.0,1,0.15922851562499998,0.0,0.0,485,0.018896484374999998,131.0,0.0,482,0.3162109375,1250613.0,0.0,480
483,2739573.0,1490073.0,0.0,1833,1000,0,0.0,0.235107421875,0.097137451171875,0.09545880622554459,0.5087191405188353,0.759142437525848,1000,2687480.3103905544,2540584.1801403165,3997420.7376421215,4031096.4351420314,4039261.630558002,4040830.245128453,1,0,1000000.0,666,0,167,0,1000,1490073.0,1500.0,0.0,511.0,0.0,2,0.165673828125,1333.0,0.0,483,0.053466796875,0.0,0.0,483,0.235107421875,1249681.0,0.0,483,0.0,305.0,0.0,1,0.088330078125,0.0,0.0,484,0.0,6176.0,0.0,134,0.23452148437499998,1481567.0,0.0,477
484,3390877.0,3390877.0,0.0,2267,2267,0,0.0,0.28701171875,0.10552978515625,0.09744187820390621,0.539788133952268,0.6511085111609769,2267,2140499.519436651,1840331.9295980334,3472157.684314942,3551649.453234097,3572962.8775029434,3573642.219483793,0,0,0.0,0,0,0,0,2267,3390877.0,1561.0,0.0,0.0,0.0,0,0.094921875,496.0,0.0,484,0.0,80.0,0.0,366,0.28701171875,1251153.0,0.0,482,0.18154296875,1251000.0,0.0,490,0.11494140625,882000.0,0.0,479,0.0,423.0,0.0,1,0.16582031249999998,5725.0,0.0,476
485,5059781.0,5012295.0,47486.0,3386,3354,32,0.0093849911685901,0.3504853825492528,0.1303035927405316,0.11944469543969925,0.5434004529877955,0.48403713026314765,3354,2427609.504023218,2130507.868160516,4146019.7620137036,4250883.142736951,4254617.8681435,4255204.074184895,0,1,0.0,0,0,0,0,3354,5012295.0,2504.0,0.0,2356.0,0.0,4,0.15009765625,1048638.0,0.0,476,0.0,442.0,0.0,2,0.3504853825492528,1259926.0,47486.0,486,0.234130859375,1249500.0,0.0,480,0.18876953124999998,1251167.0,0.0,489,0.0,8427.0,0.0,7,0.1189453125,239325.0,0.0,481
486,5502168.0,4246668.0,6000.0,3676,2839,4,0.001090479243818073,0.3683630566465625,0.1302861047370703,0.12417896373649495,0.5239871081742928,0.4996502742191804,2839,2359938.233350402,2707974.0173584223,4017835.5879823207,4196984.6346769035,4235194.32142936,4238482.710801423,1,1,1000000.0,666,0,167,0,2839,4246668.0,1500.0,0.014892578125,208500.0,0.0,78,0.091552734375,336014.0,0.0,474,0.0,0.0,0.0,0,0.229248046875,1249500.0,0.0,483,0.3683630566465625,1751655.0,6000.0,482,0.239697265625,1249500.0,0.0,486,0.04931640625,705367.0,0.0,269,0.04921875,1632.0,0.0,481
487,7684806.0,5901894.0,528000.0,5136,3947,352,0.06870700444487472,0.4055116216838024,0.16915208747610028,0.1279212849742072,0.6361679651633732,0.4617289297869067,3947,2056610.3596929102,2257781.635107219,4230286.559434002,4235868.905216588,4238480.340886924,4239172.725019991,1,1,1000000.0,666,0,171,0,3947,5901894.0,3908.0,0.12124023437499999,1413813.0,0.0,484,0.02197265625,616.0,0.0,478,0.0,96.0,0.0,1,0.159375,1185.0,0.0,480,0.4055116216838024,2504412.0,528000.0,480,0.292724609375,1250186.0,0.0,479,0.11699218750000001,1249986.0,0.0,478,0.235400390625,1264512.0,0.0,481
488,8685711.0,4630825.0,2805386.0,5803,3097,1873,0.3229886419200454,0.6942560587714379,0.21877919474460727,0.21306000730810506,0.5132426397303768,0.5058440379837643,3097,2621727.7180419997,1895951.9839570522,4259904.395155358,4275432.260724216,4276926.024440928,4277466.385875285,1,2,1000000.0,666,0,167,0,3097,4630825.0,3908.0,0.19008789062499998,1421729.0,0.0,483,0.0,0.0,0.0,150,0.0,826.0,0.0,2,0.089794921875,2937.0,0.0,480,0.22939453124999998,1250047.0,0.0,483,0.36774507731042033,1251796.0,99437.0,482,0.178955078125,1314291.0,0.0,481,0.6942560587714379,3444085.0,2705949.0,477
489,9098839.0,4812126.0,1787713.0,6072,3212,1194,0.19647704503838342,0.5376452463270585,0.20441268704088228,0.15271415849418085,0.6417917626387342,0.5076727508861296,3212,2496642.117011073,2315241.4585885108,4252064.46914559,4254276.561064226,4255672.130955342,4255802.863178134,2,1,2000000.0,1332,0,334,0,3212,4812126.0,3364.0,0.232958984375,1249500.0,0.0,471,0.21889648437499998,1458320.0,0.0,476,0.0,567.0,0.0,1,0.03251953125,132286.0,0.0,480,0.15849609374999998,0.0,0.0,484,0.22939453124999998,1249677.0,0.0,483,0.225390625,1249500.0,0.0,484,0.5376452463270585,3758989.0,1787713.0,482
490,8899809.0,5548386.0,2101923.0,5943,3705,1405,0.23617619209580784,0.6124530299662717,0.25800194570602747,0.18073562302885474,0.6708134703850189,0.4856675716299079,3705,3255199.802305797,3203630.5593090057,4268386.377428425,4271710.095902026,4275465.574193464,4276440.927036345,1,2,1000000.0,666,0,167,0,3705,5548386.0,3908.0,0.283056640625,1250323.0,0.0,484,0.6124530299662717,2501990.0,1456490.0,478,0.0,8724.0,0.0,7,0.216015625,1251933.0,0.0,484,0.087744140625,0.0,0.0,483,0.159521484375,0.0,0.0,477,0.281396484375,1278618.0,0.0,485,0.423828160681948,2608221.0,645433.0,476
491,9102806.0,4310431.0,2293375.0,6078,2880,1532,0.25194154417879494,0.6279125604290052,0.2603859021547669,0.20367706906895044,0.6204033474595855,0.4866581799062839,2880,4016404.2842160794,4093739.53304559,4276107.918341616,4279511.127729435,4281409.600989759,4281915.932490468,2,2,2000000.0,1332,0,334,0,2880,4310431.0,2984.0,0.33359374999999997,1251000.0,0.0,487,0.4324291189577023,2668873.0,706873.0,475,0.0,381.0,0.0,1,0.6279125604290052,2500610.0,1570610.0,478,0.01640625,987.0,0.0,489,0.090087890625,705.0,0.0,476,0.333740234375,1263059.0,0.0,481,0.248917412851428,1417191.0,15892.0,490
492,8926552.0,4792420.0,1635132.0,5956,3199,1091,0.18317621406339196,0.5147376590756239,0.28252568648417464,0.16662251686082188,0.7419401781704198,0.3449825867815479,3199,3004873.890629953,2336082.1587180495,4276984.652717632,4281652.06458938,4282920.529746835,4283630.691120148,2,1,2000000.0,1332,0,334,0,3199,4792420.0,2552.0,0.5147376590756239,1264046.0,543000.0,480,0.512829736211031,1251000.0,532500.0,479,0.18471679687499998,1249500.0,0.0,476,0.4109095809617427,2522920.0,559632.0,476,0.202099609375,1251772.0,0.0,475,0.019775390625,0.0,0.0,480,0.24184570312499998,1386776.0,0.0,479,0.173291015625,538.0,0.0,479
493,8760740.0,3777305.0,3733935.0,5852,2527,2492,0.4262122834372438,0.6090364122719885,0.3402291545158804,0.22450084128173176,0.696668255069685,0.4819484141750583,2527,4150609.3849799857,4241322.951194644,4307580.338269806,4309152.639958021,4310657.762532483,4310875.831499457,1,2,1000000.0,666,0,167,0,2527,3777305.0,2882.0,0.5101061295753369,1251554.0,526285.0,485,0.230712890625,1250867.0,0.0,477,0.5834089236840131,2500500.0,1242000.0,480,0.5143501299707053,1250423.0,536423.0,477,0.6090364122719885,2504727.0,1429227.0,474,0.0,967.0,0.0,138,0.171533203125,743.0,0.0,481,0.10268554687499999,959.0,0.0,484
494,7215195.0,2622102.0,2094093.0,4815,1752,1397,0.29023373588655604,0.5747310200402571,0.2797263945065488,0.20489981341273594,0.6508054735053915,0.5952322321156946,1752,4069004.5567137008,4258726.074214399,4317134.726927286,4319287.464152239,4322017.474489892,4322809.107862711,2,2,2000000.0,1332,0,334,0,1752,2622102.0,2888.0,0.511728351693645,1251000.0,529500.0,480,0.158935546875,0.0,0.0,490,0.4067732000353449,2501063.0,534093.0,479,0.5747310200402571,778798.0,495000.0,483,0.4070785842831433,2500500.0,535500.0,477,0.046142578125,183748.0,0.0,475,0.100341796875,86.0,0.0,487,0.032080078125,0.0,0.0,482
495,6462080.0,3423080.0,540000.0,4317,2291,360,0.08356442507675546,0.5160864345738294,0.21832550158735367,0.1333918041723592,0.7281769469616504,0.39060569507031784,2291,2784087.5612800433,2432445.9775828123,4301134.683061153,4303531.629758793,4305320.193299461,4305554.316143215,2,1,2000000.0,1332,0,334,0,2291,3423080.0,1512.0,0.250048828125,1458166.0,0.0,482,0.09052734375,403.0,0.0,469,0.229833984375,1249592.0,0.0,480,0.18515625,0.0,0.0,490,0.5160864345738294,1249500.0,540000.0,473,0.2279296875,1249978.0,0.0,489,0.031201171875,4297.0,0.0,476,0.2158203125,1250144.0,0.0,483
496,6626940.0,2992115.0,2385325.0,4425,2000,1592,0.3599436542355898,0.6139034478352762,0.25830218159537177,0.2211298672494749,0.5770713075654468,0.5597449199781499,2000,4084445.6528992546,4223025.212906718,4280703.220385018,4284847.942187599,4286211.764414973,4286626.987874985,1,2,1000000.0,666,0,167,0,2000,2992115.0,3012.0,0.3469439071313657,1264373.0,34500.0,480,0.02021484375,89.0,0.0,481,0.15908203125,567.0,0.0,484,0.116748046875,19422.0,0.0,482,0.23056640625,1249500.0,0.0,474,0.6139034478352762,2094586.0,1292086.0,479,0.0,0.0,0.0,213,0.5789587696713324,1998403.0,1058739.0,483
497,5053620.0,2017244.0,537376.0,3380,1354,360,0.10633486490871888,0.5149717251951391,0.18541028400876738,0.14874540257483504,0.6084194793284161,0.5036841907385201,1354,2843873.2200271967,2293620.54282701,4249250.184883416,4252637.537678388,4253598.327793288,4254131.462279558,2,1,2000000.0,1332,0,334,0,1354,2017244.0,1830.0,0.22939453124999998,1249775.0,0.0,483,0.21347656250000002,1301856.0,0.0,480,0.088916015625,134.0,0.0,480,0.04599609375,784.0,0.0,485,0.160986328125,436.0,0.0,476,0.22954101562499998,1250759.0,0.0,483,0.0,0.0,0.0,0,0.5149717251951391,1249876.0,537376.0,475
498,4976222.0,1196222.0,2530500.0,3326,806,1687,0.5085183096734831,0.6765736502291207,0.17837663791926509,0.20115970368107583,0.44018746964316685,0.7924686137394996,806,3829990.323143868,4265482.147283524,4275330.429537743,4278229.977972532,4279345.444437493,4279862.854556859,1,1,1000000.0,666,0,167,0,806,1196222.0,2100.0,0.15966796875,240.0,0.0,478,0.6765736502291207,3530179.0,2530500.0,482,0.018896484374999998,204.0,0.0,479,0.091845703125,195643.0,0.0,486,0.091552734375,0.0,0.0,474,0.15966796875,0.0,0.0,477,0.0,0.0,0.0,0,0.22880859374999998,1249956.0,0.0,488
499,4765722.0,2019622.0,1496600.0,3194,1361,1000,0.31403426385340977,0.5151462005117736,0.14446529654834672,0.1653726204083089,0.43282909395197416,0.8058271128697814,1361,3504399.736756923,3300672.2707609534,4276840.5841113925,4279511.111512053,4280749.8658781815,4281299.241176486,1,1,1000000.0,666,277,167,0,1361,2019622.0,2904.0,0.0884765625,0.0,0.0,486,0.5151462005117736,3478100.0,1496600.0,488,0.0,179.0,0.0,130,0.278759765625,1258671.0,0.0,480,0.021240234375,0.0,0.0,480,0.08994140625,270.0,0.0,478,0.0,985.0,0.0,3,0.16215820312499998,27517.0,0.0,476
500,4207352.0,729370.0,2228141.0,2813,491,1488,0.5295827399276313,0.6795152731604637,0.13001997555130795,0.2205318215807901,0.25794058746359244,0.7972980392417843,491,4159125.819431001,4295766.643811345,4300434.938920915,4302121.643514794,4302410.894515451,4302417.037071168,1,1,1000000.0,666,0,168,0,491,729370.0,1500.0,0.018310546875,2326.0,0.0,482,0.231298828125,1250291.0,0.0,471,0.0,14489.0,0.0,10,0.6795152731604637,2935509.0,2228141.0,472,0.0,936.0,0.0,146,0.019628906249999998,0.0,0.0,480,0.0,1043.0,0.0,1,0.09140625,2758.0,0.0,485
501,5225311.0,2166372.0,1809439.0,3495,1454,1208,0.3462835035082122,0.5393465691135029,0.11577037192043786,0.17743859442761897,0.298590348383195,0.7946492323614804,1454,2609306.879564391,2198597.842867404,4299267.536864075,4302480.047784876,4305114.85641456,4305315.035276234,1,1,1000000.0,666,0,167,0,1454,2166372.0,2920.0,0.0,172671.0,0.0,241,0.161865234375,921.0,0.0,480,0.0,5744.0,0.0,4,0.5393465691135029,3779956.0,1809439.0,481,0.0,13254.0,0.0,9,0.203857421875,1249500.0,0.0,478,0.0,0.0,0.0,0,0.021093749999999998,3265.0,0.0,485
502,5029642.0,3233104.0,545538.0,3364,2164,366,0.10846457859227354,0.4089056888528667,0.12061394352848334,0.144962947000896,0.4090842027378933,0.6850908573612198,2164,2816452.771378271,2615401.070432514,4293191.740882558,4303241.151612951,4305704.16222756,4306140.286027372,1,1,1000000.0,666,0,168,0,2164,3233104.0,3396.0,0.0,2738.0,0.0,3,0.092138671875,144.0,0.0,477,0.0,14707.0,0.0,11,0.4089056888528667,2504635.0,545538.0,473,0.0,355.0,0.0,2,0.256591796875,1255993.0,0.0,480,0.0,1452.0,0.0,2,0.207275390625,1249618.0,0.0,471
503,5396003.0,4146503.0,0.0,3608,2775,0,0.0,0.30830078125,0.13035888671874998,0.1290786855630278,0.5049373095587428,0.526859024170298,2775,2777171.879137877,2920026.452778101,3792536.373992431,3861819.7931551216,3882774.642314097,3884815.121361077,1,1,1000000.0,666,0,167,0,2775,4146503.0,3199.0,0.0,456.0,0.0,3,0.02197265625,1575.0,0.0,482,0.18325195312499998,1249612.0,0.0,483,0.26791992187499997,1638515.0,0.0,479,0.0,326.0,0.0,1,0.30830078125,1249500.0,0.0,478,0.0,0.0,0.0,0,0.26142578125,1256019.0,0.0,474
504,6300541.0,3616202.0,1434839.0,4210,2418,959,0.2277326661313687,0.5808961960437939,0.1877993851521058,0.21151366190288842,0.44082338208496896,0.5726318382818238,2418,3841817.3604344972,3885165.88758716,4267249.675514758,4269097.623986009,4270756.449611518,4271102.32906127,1,2,1000000.0,666,0,167,0,2418,3616202.0,4068.0,0.0,710.0,0.0,2,0.0,21359.0,0.0,166,0.5808961960437939,2499892.0,1227426.0,485,0.4040672445480524,1250611.0,207413.0,478,0.0,483.0,0.0,1,0.206396484375,1277768.0,0.0,478,0.0,76.0,0.0,1,0.31103515625,1249642.0,0.0,484
505,5877145.0,2689477.0,1066642.0,3926,1798,713,0.18148982201392,0.5147087480169457,0.18325696531151653,0.1842994677264068,0.49716575167637467,0.5557661287921261,1798,3092771.3878636737,4247260.025001854,4270107.223773941,4271731.4893545965,4273233.7878897935,4273519.017878532,2,2,1871526.0,1248,0,167,0,1798,2689477.0,1500.0,0.0,0.0,0.0,0,0.18593749999999998,1251297.0,0.0,475,0.4246868182251867,2123708.0,529182.0,481,0.5147087480169457,1252172.0,537460.0,476,0.0,0.0,0.0,0,0.13505859374999998,0.0,0.0,487,0.0,65.0,0.0,1,0.2056640625,1249903.0,0.0,487
506,5010601.0,2510101.0,0.0,3353,1686,0,0.0,0.32177734375,0.1459716796875,0.10924051463590828,0.6410054567078882,0.4995503782879538,1686,2725133.3671414624,2242806.6803399324,3992966.1634049267,4052006.1382115334,4063657.6770819235,4091432.4954992533,2,1,2000000.0,1332,0,335,0,1686,2510101.0,1970.0,0.0,406.0,0.0,2,0.32177734375,1250147.0,0.0,483,0.227783203125,1249500.0,0.0,493,0.23027343749999998,1253756.0,0.0,480,0.18593749999999998,1252188.0,0.0,475,0.065625,1029.0,0.0,476,0.0,822.0,0.0,1,0.136376953125,2753.0,0.0,478
507,3379935.0,1674435.0,456000.0,2265,1128,304,0.13491383710041757,0.4679059850556587,0.1490522129757073,0.14077337921261404,0.5285433659563784,0.7119484916130043,1128,3474213.6747016483,3933036.123565823,4263672.389895955,4265861.114738381,4268927.24586214,4269471.332157254,1,1,1000000.0,666,0,167,0,1128,1674435.0,2712.0,0.0,0.0,0.0,0,0.217236328125,1255897.0,0.0,487,0.158349609375,0.0,0.0,474,0.160107421875,765.0,0.0,481,0.4679059850556587,1709970.0,456000.0,483,0.12275390624999999,302562.0,0.0,479,0.0,103396.0,0.0,71,0.06606445312499999,7345.0,0.0,487
508,3120956.0,1871456.0,0.0,2088,1255,0,0.0,0.30502929687499997,0.11497802734375,0.11107447254412844,0.5172665808857749,0.6750720772737584,1255,3221222.7856677067,3288543.1975817084,3797755.28882125,3843829.9646678637,3852118.966646605,3997053.9108532667,1,1,1000000.0,666,0,167,0,1255,1871456.0,1500.0,0.0,2668.0,0.0,3,0.20712890625,616500.0,0.0,480,0.08803710937499999,0.0,0.0,480,0.09023437499999999,314.0,0.0,479,0.22939453124999998,1249703.0,0.0,483,0.30502929687499997,1251000.0,0.0,487,0.0,252.0,0.0,1,0.0,519.0,0.0,454
509,3761731.0,2512231.0,0.0,2520,1687,0,0.0,0.29599609374999997,0.10974731445312498,0.10695531041049099,0.5128842321900225,0.6248994478871561,1687,2530875.646497612,2943163.0620992184,3609428.758317596,3667282.0242599496,3680829.400779994,3681954.942189157,1,0,1000000.0,666,0,167,0,1687,2512231.0,1500.0,0.0,533.0,0.0,2,0.29599609374999997,1257154.0,0.0,478,0.019189453125,596.0,0.0,472,0.01875,1119.0,0.0,490,0.159521484375,480.0,0.0,478,0.20126953125,1250109.0,0.0,479,0.0,0.0,0.0,0,0.18325195312499998,1251740.0,0.0,485
510,3752903.0,2396399.0,1356504.0,2507,1601,906,0.36145458595652474,0.5832833589018227,0.14715942114683161,0.20365100961383498,0.3430408628554363,0.7911207337359905,1601,4004886.4711784543,4053584.819915116,4259794.033285499,4263087.635863543,4264598.17876792,4264922.315070987,0,2,0.0,0,0,0,0,1601,2396399.0,2696.0,0.0,336.0,0.0,1,0.37382599464783006,1249610.0,118610.0,484,0.0,0.0,0.0,131,0.0,840.0,0.0,130,0.0896484375,81.0,0.0,478,0.130517578125,0.0,0.0,483,0.0,2642.0,0.0,2,0.5832833589018227,2499394.0,1237894.0,476
511,3782056.0,747458.0,534098.0,2532,508,357,0.141218956038726,0.40664757048707695,0.08972254787338461,0.14076595075244994,0.288899008110408,0.7878238053587785,508,4075575.4085078295,4244715.046187073,4249668.147866976,4251322.290878929,4251841.434436439,4251995.193282485,2,1,2000000.0,1332,0,335,0,508,747458.0,2408.0,0.0,2092.0,0.0,3,0.2314453125,1262882.0,0.0,479,0.0,8133.0,0.0,6,0.0,136.0,0.0,1,0.019628906249999998,1032.0,0.0,480,0.06005859375,1306.0,0.0,483,0.0,5877.0,0.0,6,0.40664757048707695,2500598.0,534098.0,478
512,3757883.0,2506883.0,0.0,2514,1680,0,0.0,0.22954101562499998,0.095306396484375,0.09688208596401864,0.49180704328885094,0.6244836188353922,1680,1754906.8214884235,1754752.7720422745,2088488.8206906945,2117211.1456052153,3208763.0745854974,3807035.406580746,1,0,1000000.0,666,0,168,0,1680,2506883.0,1732.0,0.0,1787.0,0.0,4,0.161279296875,2252.0,0.0,483,0.185205078125,1249500.0,0.0,474,0.18642578125,1251741.0,0.0,473,0.0,0.0,0.0,134,0.0,0.0,0.0,410,0.0,200.0,0.0,1,0.22954101562499998,1252403.0,0.0,481
513,3757672.0,2513559.0,1244113.0,2510,1679,831,0.3310861086332175,0.582742392243496,0.133267603717937,0.18894587639316632,0.3322132851085727,0.7913647066588037,1679,3260165.583961733,3516679.3510716558,4278566.519052607,4281162.561079458,4282532.827343008,4282844.735159755,0,1,0.0,0,0,0,0,1679,2513559.0,2104.0,0.0,0.0,0.0,0,0.0908203125,416.0,0.0,482,0.233642578125,1249500.0,0.0,491,0.582742392243496,2504582.0,1244113.0,489,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3174.0,0.0,4,0.158935546875,0.0,0.0,482
514,3783098.0,2002244.0,531000.0,2526,1337,354,0.14036115374225036,0.40622744917286624,0.10038170263098328,0.14810383991901954,0.3147828265228971,0.7876924547024686,1337,3550676.3683291688,3417227.68364954,4272816.994461465,4275526.920751257,4276428.270457236,4277219.336938977,1,1,1000000.0,667,0,168,0,1337,2002244.0,2792.0,0.0,0.0,0.0,0,0.019482421875,0.0,0.0,487,0.28740234374999996,1251000.0,0.0,477,0.40622744917286624,2499354.0,531000.0,479,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,4684.0,0.0,5,0.08994140625,28060.0,0.0,490
