epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,pcie_drop_pkts,pcie_accept_pkts,pcie_accept_bytes,pcie_fifo_peak_bytes,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
92,2654518.0,1977437.0,677081.0,4527,3437,1090,0.25506739829980424,0.5414353731727015,0.2757573224574495,0.20705933016170788,0.6394630049616689,0.2695558101320088,3437,3008214.442633561,4258456.800860226,4302821.070848766,4307114.585095142,4309836.155904075,4311019.583910987,0,0,0.0,0,0,0,0,3437,1977437.0,3000.0,0.5414353731727015,592114.0,286088.0,483,0.0,153942.0,0.0,244,0.185888671875,205114.0,0.0,478,0.13232421875,307523.0,0.0,479,0.45340971788935747,471305.0,145434.0,477,0.48338446728202156,506777.0,186167.0,475,0.001123046875,145500.0,0.0,306,0.40849308381551547,272243.0,59392.0,484
93,2572472.0,2024472.0,548000.0,4413,3489,924,0.21302467043373058,0.5480215222190981,0.2533763851802547,0.19552460680630232,0.6267694188986296,0.2628480504355344,3489,2902769.839014827,4237620.150717124,4298136.240868673,4302312.8252,4303681.0699776085,4304265.784440756,0,0,0.0,0,0,0,0,3489,2024472.0,3482.0,0.5480215222190981,621588.0,308213.0,476,0.00048828125,161712.0,0.0,267,0.18076171875,187562.0,0.0,482,0.123779296875,267297.0,0.0,475,0.3146734584546681,336105.0,9798.0,478,0.46775825343235544,520488.0,174429.0,477,0.0,178045.0,0.0,432,0.39152855046091567,299675.0,55560.0,478
94,2626521.0,2002887.0,623634.0,4677,3627,1050,0.2374372791993667,0.534031438431491,0.2688495779557221,0.20370257385583396,0.6352907133561124,0.25518285404913943,3627,2921235.6894626007,4237757.876789764,4313534.752193928,4324192.584510629,4325434.678942614,4326091.222893074,0,0,0.0,0,0,0,0,3627,2002887.0,4304.0,0.534031438431491,527380.0,246847.0,476,0.000146484375,153928.0,0.0,293,0.20029296875,232730.0,0.0,478,0.122607421875,292462.0,0.0,491,0.4198033058288135,411724.0,98692.0,479,0.5142110000457072,568834.0,243701.0,483,0.000244140625,146392.0,0.0,362,0.3594598637147652,293071.0,34394.0,484
95,2566164.0,2006535.0,559629.0,4478,3531,947,0.21807998241733567,0.5377008640265202,0.256877428121309,0.1981279457646374,0.62700213922132,0.25279824282469865,3531,2870486.258156431,4221991.028891191,4308004.609341122,4324342.231914418,4326576.878193453,4327290.116947889,0,0,0.0,0,0,0,0,3531,2006535.0,3153.0,0.5377008640265202,598477.0,284517.0,478,0.0,159279.0,0.0,275,0.187353515625,201777.0,0.0,480,0.12172851562499999,294504.0,0.0,481,0.3467783197004055,344616.0,32544.0,483,0.506800947566835,513715.0,212624.0,470,0.0,180603.0,0.0,429,0.3546572624267114,273193.0,29944.0,482
96,2721352.0,2127091.0,594261.0,4625,3613,1012,0.21836976620444537,0.5500777098340226,0.2632121245472754,0.20002238223850285,0.6339185391472251,0.25166736974856607,3613,2957062.8530798615,4198848.716915071,4276644.906285298,4282342.62294335,4284637.691993381,4285324.203022972,0,0,0.0,0,0,0,0,3613,2127091.0,3020.0,0.5500777098340226,554207.0,277352.0,469,0.000244140625,160078.0,0.0,256,0.214697265625,285350.0,0.0,483,0.13198242187499998,319199.0,0.0,479,0.3443401588413365,414271.0,37830.0,484,0.5218760284913544,576115.0,255821.0,478,0.0,141178.0,0.0,343,0.3424792710864896,270954.0,23258.0,475
97,2446860.0,1959101.0,487759.0,4237,3402,835,0.19934078778516132,0.5069648419236512,0.2556173990410925,0.19099221858968085,0.641735266441518,0.2683683373793351,3402,3075512.5127294534,4231354.105863936,4272899.939826577,4277992.991520883,4280632.262124483,4281106.385878444,0,0,0.0,0,0,0,0,3402,1959101.0,3082.0,0.4971267123854469,472981.0,186382.0,484,0.0,144153.0,0.0,254,0.207177734375,234749.0,0.0,484,0.123779296875,283997.0,0.0,481,0.3644761526487729,403786.0,52148.0,478,0.5069648419236512,543263.0,225191.0,476,0.0,103480.0,0.0,274,0.3454144541208685,260451.0,24038.0,483
98,2565298.0,2123646.0,441652.0,4481,3681,800,0.17216401369353573,0.5507454325636139,0.24864825374723387,0.18524842693186203,0.6430629028643996,0.20807007606913497,3681,2846932.961611859,4190410.9355134964,4270336.993127152,4273051.454818809,4276057.046564446,4278855.415789232,0,0,0.0,0,0,0,0,3681,2123646.0,2976.0,0.5507454325636139,564102.0,282892.0,475,0.000244140625,182686.0,0.0,321,0.21630859375,259664.0,0.0,481,0.12890625,309106.0,0.0,473,0.3443537077428127,357894.0,31643.0,477,0.4409094550427116,445192.0,125507.0,469,0.0087890625,204470.0,0.0,418,0.2989293877537327,242184.0,1610.0,487
99,2646263.0,2106976.0,539287.0,4453,3600,853,0.20379191335101607,0.5418935406572004,0.25313445395101053,0.19156189498502507,0.6358559119009013,0.2501332539509489,3600,2910068.4228837416,4079778.9277142733,4270804.1101512965,4279139.39286543,4281333.972776828,4283191.597737059,0,0,0.0,0,0,0,0,3600,2106976.0,3005.0,0.5418935406572004,604022.0,292395.0,485,0.0,147653.0,0.0,247,0.21845703125,258916.0,0.0,482,0.14907226562499998,351829.0,0.0,490,0.31146476567455333,271172.0,13209.0,479,0.5077036534013306,562143.0,233683.0,490,0.000146484375,213055.0,0.0,449,0.296337890625,237473.0,0.0,482
100,2547667.0,2093546.0,454121.0,4383,3590,793,0.17824974771035612,0.5054290241219218,0.2524075601045419,0.1856772444360971,0.648868737684259,0.20930271695633684,3590,2945931.326468299,3996065.042715028,4280464.2433303455,4282907.890621971,4285430.1334489975,4286214.98566702,0,0,0.0,0,0,0,0,3590,2093546.0,3934.0,0.4901650404236265,477115.0,181368.0,478,0.000244140625,133628.0,0.0,228,0.225439453125,269097.0,0.0,482,0.13740234375,287650.0,0.0,489,0.2806640625,274273.0,0.0,482,0.5054290241219218,549905.0,226094.0,482,0.004052734375,238466.0,0.0,451,0.3758636819157869,317533.0,46659.0,478
101,2608324.0,2226386.0,381938.0,4367,3691,676,0.14643042812165968,0.49792265056125656,0.24552057255411988,0.1778351856169927,0.6558941368698298,0.17385800230339488,3691,2897960.7071492234,3899834.429535195,4274076.282981142,4278574.445398661,4282499.219035119,4283511.803136706,0,0,0.0,0,0,0,0,3691,2226386.0,3251.0,0.49792265056125656,515272.0,203968.0,482,0.000146484375,190922.0,0.0,331,0.240673828125,285429.0,0.0,482,0.131982421875,272070.0,0.0,479,0.279931640625,333766.0,0.0,485,0.4436075788560634,482281.0,138801.0,476,0.0,248991.0,0.0,452,0.369899976015639,279593.0,39169.0,486
102,2808399.0,2314484.0,493915.0,4834,3965,869,0.17587066510136196,0.5209766838093546,0.2661465200660682,0.18995891135443935,0.6625052176356884,0.19892850873397983,3965,2973456.8159477417,3979735.850913286,4278884.158074314,4286950.474499553,4288597.310641751,4289413.332936615,0,0,0.0,0,0,0,0,3965,2314484.0,4493.0,0.5209766838093546,550069.0,243266.0,477,0.000390625,182495.0,0.0,289,0.2767578125,328981.0,0.0,478,0.1400390625,319517.0,0.0,475,0.312158203125,406749.0,0.0,474,0.5029590016771661,526036.0,213322.0,473,0.00537109375,239944.0,0.0,469,0.3705196781670251,254608.0,37327.0,480
103,2733143.0,2201238.0,531905.0,4690,3802,888,0.19461294194998205,0.5217262366598373,0.2722618021087658,0.18735194524051893,0.678644710712216,0.20383524572259848,3802,2973374.1198073383,4208576.071988083,4270304.984506318,4276874.798801242,4284480.5475486815,4285912.187248588,0,0,0.0,0,0,0,0,3802,2201238.0,3197.0,0.5217262366598373,580033.0,257387.0,484,0.000146484375,166899.0,0.0,275,0.279541015625,273810.0,0.0,483,0.143896484375,301073.0,0.0,477,0.4446961841908942,438166.0,126374.0,483,0.45148122080747294,453241.0,137315.0,480,0.019091796874999997,276052.0,0.0,482,0.31751499396192207,243869.0,10829.0,470
104,2704295.0,2198176.0,506119.0,4635,3760,875,0.18715376835737219,0.5526220935506739,0.26570933612257985,0.1869792568333647,0.6688106257841311,0.2193887408733144,3760,3086694.999182045,4131974.3883336186,4258662.9329025075,4269987.774325596,4273693.8972858945,4274414.755807579,0,0,0.0,0,0,0,0,3760,2198176.0,3012.0,0.5526220935506739,588547.0,297245.0,472,0.0013671875,148294.0,0.0,241,0.29951171875,293961.0,0.0,483,0.14091796874999998,273211.0,0.0,478,0.3359715528565959,371781.0,26856.0,482,0.47795018319836924,511009.0,182018.0,485,0.021044921874999997,276827.0,0.0,480,0.2962890625,240665.0,0.0,483
105,2900500.0,2171819.0,728681.0,5046,3806,1240,0.25122599551801406,0.5778415387351612,0.2956459142202328,0.2012803668197292,0.6832894037122276,0.23023875193932075,3806,3082220.946365588,4229378.131957255,4255444.128420629,4259135.484488841,4262433.485236525,4262869.799293071,0,0,0.0,0,0,0,0,3806,2171819.0,3647.0,0.5778415387351612,657839.0,365550.0,487,0.0,164860.0,0.0,293,0.297314453125,264652.0,0.0,478,0.152880859375,302133.0,0.0,476,0.4080360155369521,432117.0,93284.0,487,0.4994270902427548,523421.0,208922.0,483,0.028466796875,246873.0,0.0,472,0.4012005598719942,308605.0,60925.0,478
106,2697383.0,2137270.0,560113.0,4518,3581,937,0.2076505264547155,0.5185112156328185,0.2834834352602394,0.18482115681145048,0.7017265395564166,0.23216266470130487,3581,3147319.2552195136,4221351.476063192,4256960.131095529,4260001.729971832,4261244.039667965,4263035.183429018,0,0,0.0,0,0,0,0,3581,2137270.0,3838.0,0.5185112156328185,548743.0,239813.0,480,0.0,112623.0,0.0,184,0.29443359375,246198.0,0.0,488,0.16103515625,304431.0,0.0,474,0.43783467434550594,494977.0,136595.0,477,0.4480640615741319,475483.0,141779.0,481,0.0322265625,263511.0,0.0,488,0.3757622180294587,251417.0,41926.0,478
107,2707489.0,2204069.0,503420.0,4503,3655,848,0.18593612014674846,0.5336146845352714,0.2759909670372026,0.18144547161000735,0.6982185161091257,0.220670564127869,3655,3269199.7469011205,4217326.93130967,4254144.086216332,4259783.678697165,4264269.986200334,4266508.782208592,0,0,0.0,0,0,0,0,3655,2204069.0,3775.0,0.5336146845352714,589799.0,275917.0,479,0.0,126805.0,0.0,208,0.3226513233283205,277210.0,10528.0,481,0.1705078125,306906.0,0.0,473,0.40078450710924285,424687.0,85977.0,486,0.42394344100540793,448860.0,110872.0,483,0.018603515625,230417.0,0.0,481,0.3378224521943783,302805.0,20126.0,484
108,2691096.0,2097521.0,593575.0,4693,3665,1028,0.22056998338223527,0.5321659118555163,0.2929263481376778,0.18911148204420808,0.7058201250441543,0.2150760322188432,3665,3152195.979563079,4229313.887225002,4262111.0607862715,4267291.249232926,4269931.2090986045,4270717.318736762,0,0,0.0,0,0,0,0,3665,2097521.0,3272.0,0.5321659118555163,576586.0,267502.0,479,0.000732421875,154382.0,0.0,262,0.346353047386585,260526.0,24305.0,475,0.1783203125,262548.0,0.0,477,0.4185112503628349,454752.0,107520.0,479,0.450544043611369,454986.0,136902.0,485,0.01787109375,241247.0,0.0,474,0.39891270376011734,286069.0,57346.0,482
109,2733128.0,2164788.0,568340.0,4485,3570,915,0.2079448895185296,0.5477690670518085,0.2797886428272882,0.1899905973886803,0.6844114091924662,0.2197172982750899,3570,3224412.085088252,4241696.294296175,4285004.231623059,4289884.919633957,4291152.100626702,4291748.170032293,0,0,0.0,0,0,0,0,3570,2164788.0,3548.0,0.5477690670518085,577449.0,286148.0,485,0.000146484375,156071.0,0.0,247,0.3158332402636345,245112.0,10347.0,482,0.181640625,295097.0,0.0,479,0.3608372526284272,392868.0,48953.0,487,0.4968557722957865,529098.0,208467.0,483,0.0111328125,250860.0,0.0,479,0.32409388850364906,286573.0,14425.0,484
110,2764254.0,2086146.0,678108.0,4682,3475,1207,0.24531320204293808,0.5172875455955485,0.29898655332465757,0.19976204532515593,0.6913730196607097,0.23103475657446815,3475,3299439.812816034,4244044.684906185,4292739.676500358,4296537.413030785,4298187.875635526,4299159.741343662,0,0,0.0,0,0,0,0,3475,2086146.0,3248.0,0.5139864393034934,577109.0,246987.0,481,0.0,147015.0,0.0,231,0.3781464497059142,299934.0,45208.0,486,0.16669921875,255582.0,0.0,481,0.4118914184515387,455629.0,101517.0,485,0.5172875455955485,508299.0,221043.0,487,0.001171875,210656.0,0.0,447,0.4027094797907659,310030.0,63353.0,476
111,2872812.0,2133831.0,738981.0,4769,3623,1146,0.2572326347843158,0.5504054008533308,0.29965331677804474,0.20226830603916274,0.6869851974505048,0.24871919916792318,3623,3201777.030784274,4231267.54296954,4299278.047192308,4302414.731485046,4305136.585995747,4306076.121455699,0,0,0.0,0,0,0,0,3623,2133831.0,3382.0,0.5258817815365188,575605.0,260206.0,482,0.00048828125,139736.0,0.0,226,0.34139168923654095,254349.0,21652.0,484,0.190380859375,335628.0,0.0,477,0.43075876318784023,466001.0,122277.0,482,0.5504054008533308,606022.0,303384.0,479,0.00043945312499999996,225238.0,0.0,433,0.3574803056601269,270233.0,31462.0,476
112,2879541.0,2171299.0,708242.0,4865,3710,1155,0.24595656043793082,0.546630397475636,0.3016725791968146,0.20112473438446682,0.6922877568921001,0.2135134123806537,3710,3135916.208302916,4236945.375840925,4291914.167090505,4300179.525223844,4302291.050109831,4302716.871608481,0,0,0.0,0,0,0,0,3710,2171299.0,3355.0,0.546630397475636,603719.0,297673.0,474,0.0,159809.0,0.0,276,0.35043808826935846,265095.0,26457.0,482,0.190185546875,322208.0,0.0,484,0.3978877806354546,440468.0,86620.0,480,0.539586441959647,520231.0,249433.0,479,0.008740234375,270043.0,0.0,473,0.37991214398442086,297968.0,48059.0,485
113,2691297.0,2132392.0,558905.0,4377,3438,939,0.20767124549984628,0.5025938569061115,0.2838537651409011,0.18936032417296067,0.6920274641911863,0.21287742489959305,3438,3252459.324939101,4241478.043902166,4280947.267851049,4286369.856564884,4288785.581082832,4289335.846899793,0,0,0.0,0,0,0,0,3438,2132392.0,3080.0,0.5025938569061115,544286.0,220538.0,471,0.000244140625,166362.0,0.0,253,0.3451814092195652,264822.0,25249.0,481,0.177685546875,275705.0,0.0,486,0.38071659556176285,418308.0,68019.0,474,0.5021514375261217,518599.0,209823.0,476,0.00029296875,223850.0,0.0,430,0.3619641656636477,279365.0,35276.0,481
114,2765514.0,2137758.0,627756.0,4637,3596,1041,0.22699433089111093,0.5243887164954963,0.2896977986193978,0.19627965176329765,0.6853773843025599,0.2174232348850882,3596,3227254.722092551,4244248.098675057,4274696.607139949,4277736.215856019,4279422.877553905,4279964.438130394,0,0,0.0,0,0,0,0,3596,2137758.0,3739.0,0.5098520954310389,536926.0,225822.0,482,0.000146484375,129155.0,0.0,209,0.33948416709222456,274517.0,21839.0,483,0.18085937500000002,291249.0,0.0,482,0.435886656249502,439559.0,119117.0,480,0.5243887164954963,547543.0,245618.0,481,0.00029296875,260715.0,0.0,462,0.32667192556192043,285850.0,15360.0,489
115,2816721.0,2098059.0,718662.0,4720,3545,1175,0.25514135052779446,0.5451179735230534,0.29769858238868513,0.2006893911583922,0.6875411515697702,0.246303725147077,3545,3180126.5636174786,4247086.477755621,4268727.435244685,4271676.303404,4274047.782399526,4275953.265409559,0,0,0.0,0,0,0,0,3545,2098059.0,3254.0,0.5451179735230534,597102.0,292371.0,477,0.0,138186.0,0.0,243,0.394922799106437,303714.0,58074.0,485,0.1787109375,294574.0,0.0,474,0.41877713413487927,460498.0,109798.0,484,0.5303909756588786,556096.0,256239.0,478,0.014941406249999999,249690.0,0.0,409,0.2987274329362328,216861.0,2180.0,479
116,2733203.0,2259231.0,473972.0,4507,3692,815,0.17341265906703593,0.5270198084007326,0.27234343156995466,0.17914526574684786,0.6979877002445588,0.189119093971432,3692,3121577.0723737725,4239297.81056764,4272697.611815671,4276668.276054709,4279408.451535683,4280676.762707308,0,0,0.0,0,0,0,0,3692,2259231.0,3307.0,0.5270198084007326,584449.0,265363.0,482,0.000244140625,194370.0,0.0,297,0.3513727587552603,281106.0,29953.0,480,0.176513671875,291848.0,0.0,485,0.3914016402259369,444792.0,81266.0,483,0.413215770740871,414134.0,93773.0,485,0.012988281249999999,270035.0,0.0,483,0.3059913806868368,252469.0,3617.0,479
117,2684740.0,2150333.0,534407.0,4529,3640,889,0.19905353963512287,0.5240379336439441,0.28423088755696135,0.18443678781774167,0.7036965586775717,0.2085481275654253,3640,3157741.45268204,4248067.49947273,4264301.923521057,4273207.939813016,4276902.564794264,4277604.646963924,0,0,0.0,0,0,0,0,3640,2150333.0,4006.0,0.5240379336439441,539152.0,241581.0,481,0.0,139655.0,0.0,225,0.36664302156733714,282696.0,38342.0,481,0.175927734375,300279.0,0.0,484,0.4242079462928706,485411.0,120489.0,479,0.45042082843059794,424986.0,127978.0,472,0.024365234375,262955.0,0.0,489,0.308244401770941,249606.0,6017.0,482
118,2798785.0,2216220.0,582565.0,4723,3781,942,0.2081492504783325,0.5729260730335388,0.2833412517446816,0.1855456479834328,0.6998748859098054,0.2028906739888916,3781,3036838.374872805,4219449.455189422,4270996.229036376,4274566.0276161255,4277502.162923177,4278680.898184508,0,0,0.0,0,0,0,0,3781,2216220.0,3418.0,0.5729260730335388,641368.0,350280.0,478,0.000244140625,199476.0,0.0,327,0.3087873690622683,242780.0,7183.0,477,0.17578125,280973.0,0.0,483,0.45908462646252474,454864.0,144857.0,478,0.4015667110241208,390530.0,80245.0,481,0.05068359375,316220.0,0.0,483,0.29765625,272574.0,0.0,479
119,2723557.0,2244988.0,478569.0,4643,3843,800,0.17571469956384236,0.5448671173549373,0.28061045478619395,0.176510837185302,0.7165008484165892,0.17111120677848857,3843,3140980.1845740075,4204912.9411987215,4269552.008253934,4274260.112842517,4277134.752689934,4277903.348576471,0,0,0.0,0,0,0,0,3843,2244988.0,3938.0,0.5448671173549373,573254.0,281078.0,482,0.000390625,195103.0,0.0,356,0.30302734374999996,300835.0,0.0,488,0.198486328125,316334.0,0.0,480,0.3758972508081442,386727.0,62102.0,482,0.415158817866997,403237.0,93227.0,482,0.038330078125,240234.0,0.0,477,0.36872607725947365,307833.0,42162.0,478
120,2719440.0,2203909.0,515531.0,4618,3713,905,0.18957248551172293,0.5356152600956443,0.28077490168482244,0.1831465563953698,0.7015172189761063,0.19991965257553024,3713,3136439.960734564,4172527.588364303,4263892.989857292,4269632.523415873,4272754.388029177,4273605.291348606,0,0,0.0,0,0,0,0,3713,2203909.0,3410.0,0.5356152600956443,589264.0,277449.0,478,0.00029296875,203471.0,0.0,372,0.29296875,221503.0,0.0,481,0.191845703125,306706.0,0.0,482,0.2990234375,377081.0,0.0,483,0.48261070996635436,463290.0,168751.0,478,0.03662109375,235698.0,0.0,476,0.40722129029158116,322427.0,69331.0,484
121,2732296.0,2298114.0,434182.0,4548,3838,710,0.15890738045951092,0.48793328091227794,0.2762431902423913,0.16825314090706744,0.7294085596150882,0.17080497501002823,3838,3056108.765274326,4182232.685509555,4261213.212798351,4264335.304024434,4266288.178584288,4267079.584384471,0,0,0.0,0,0,0,0,3838,2298114.0,3663.0,0.48793328091227794,526506.0,197896.0,484,0.000146484375,227097.0,0.0,432,0.28828125,236014.0,0.0,481,0.19306640625,309779.0,0.0,478,0.4051095248151731,472757.0,98136.0,480,0.431643026724295,410675.0,108125.0,482,0.04931640625,280270.0,0.0,479,0.3544491426123845,269198.0,30025.0,484
122,2610853.0,2132185.0,478668.0,4497,3702,795,0.18333778270932904,0.566972690941301,0.27503113934000023,0.17550709943121015,0.7106225777725674,0.19807477671090634,3702,3146475.2646397003,4170081.292446591,4263499.7195473425,4266842.763222985,4268433.141728565,4269809.079694003,0,0,0.0,0,0,0,0,3702,2132185.0,3527.0,0.566972690941301,619583.0,331005.0,475,0.0006347656249999999,188993.0,0.0,352,0.298779296875,262875.0,0.0,482,0.186474609375,268974.0,0.0,473,0.35873151421708305,369340.0,43492.0,476,0.4109291654574019,399692.0,88675.0,482,0.0525390625,258712.0,0.0,481,0.32518800972921563,242684.0,15496.0,479
123,2405004.0,1951195.0,453809.0,4272,3483,789,0.18869365705836658,0.51474331439483,0.2707935007080242,0.17483356335409794,0.7057948515001237,0.23990770909320736,3483,3220802.3510330156,4164933.697710976,4255877.113536057,4257930.651064973,4259495.064063185,4260955.010237426,0,0,0.0,0,0,0,0,3483,1951195.0,3845.0,0.51474331439483,579257.0,248670.0,480,0.0,150225.0,0.0,253,0.291064453125,196857.0,0.0,482,0.17094726562499998,206011.0,0.0,480,0.3649029884732179,323540.0,42187.0,483,0.4826001402961455,446199.0,162952.0,482,0.053369140625,258113.0,0.0,481,0.288720703125,244802.0,0.0,489
124,2317067.0,1905291.0,411776.0,4053,3361,692,0.17771432591288894,0.4924390289589027,0.26413889434257576,0.1731038912523814,0.6995528385323952,0.24530198090948607,3361,3176519.631321378,4137999.6067313403,4253836.7981579155,4258049.397464233,4260111.019413853,4260536.484156564,0,0,0.0,0,0,0,0,3361,1905291.0,3710.0,0.4924390289589027,533860.0,205471.0,485,0.0,174196.0,0.0,273,0.270263671875,130112.0,0.0,477,0.15410156249999998,217639.0,0.0,484,0.300554640990708,265068.0,5730.0,486,0.4753610678958071,448673.0,157491.0,482,0.04599609375,226570.0,0.0,480,0.374395088770188,320949.0,43084.0,483
125,2404009.0,1962235.0,441774.0,4283,3490,793,0.18376553498759773,0.5018109947357337,0.26583704840422684,0.17835415414955696,0.6895952336859393,0.2260772006261207,3490,3153279.3877966003,4068276.8202897087,4266187.648836721,4271725.99448712,4273889.474876103,4275444.994695365,0,0,0.0,0,0,0,0,3490,1962235.0,3982.0,0.5018109947357337,537477.0,217095.0,483,0.0,143435.0,0.0,252,0.271728515625,213593.0,0.0,484,0.142236328125,207650.0,0.0,479,0.289453125,299562.0,0.0,478,0.4679998406198267,459115.0,154397.0,482,0.04189453125,239000.0,0.0,476,0.41157305187825427,304177.0,70282.0,488
126,2397101.0,1924618.0,472483.0,4248,3431,817,0.19710600429435382,0.517334139959643,0.25896237798495214,0.1821071665080918,0.6691127510360662,0.2374267396325811,3431,3112629.993961572,4047242.920651093,4256848.541634202,4259656.034731643,4262500.681076534,4264161.317900851,0,0,0.0,0,0,0,0,3431,1924618.0,3496.0,0.517334139959643,562081.0,244209.0,484,0.000244140625,143968.0,0.0,240,0.270703125,205210.0,0.0,480,0.129345703125,237328.0,0.0,481,0.2771484375,234235.0,0.0,475,0.5043063644160831,519308.0,212348.0,481,0.038671875,244537.0,0.0,483,0.3339452382538911,250434.0,15926.0,477
127,2530711.0,2089852.0,440859.0,4445,3659,786,0.17420361313480673,0.5200990042511908,0.2637770155995751,0.17660906626059247,0.6904728766126151,0.21929444926741937,3659,3031793.473851774,3851815.0083993524,4259479.487376638,4261940.552010503,4263674.1547186095,4264674.739788726,0,0,0.0,0,0,0,0,3659,2089852.0,3743.0,0.5200990042511908,560784.0,246856.0,483,0.000146484375,135129.0,0.0,222,0.267333984375,192235.0,0.0,482,0.14838867187500002,337074.0,0.0,475,0.274951171875,299445.0,0.0,491,0.445893264991762,431858.0,125926.0,480,0.046484375,255974.0,0.0,473,0.4069191680536479,318212.0,68077.0,479
128,2398434.0,1937982.0,460452.0,4285,3454,831,0.19198026712429853,0.5271517443429452,0.26376166005271906,0.18091420222580257,0.6800596599663968,0.25612660177432445,3454,3135508.019940998,3850365.9362422526,4262237.456196342,4265399.77413715,4267574.115718676,4269105.341689631,0,0,0.0,0,0,0,0,3454,1937982.0,3259.0,0.5271517443429452,566947.0,257566.0,482,0.000390625,71528.0,0.0,160,0.265869140625,200450.0,0.0,478,0.138134765625,302580.0,0.0,482,0.268505859375,281527.0,0.0,483,0.44585181423170217,443025.0,129232.0,484,0.042187499999999996,231244.0,0.0,486,0.42200183122210494,301133.0,73654.0,479
129,2594452.0,2081275.0,513177.0,4526,3667,859,0.19779783938958972,0.5270205497766965,0.262309349216284,0.18436408043448954,0.6693449935291121,0.22519514718329736,3667,3025858.7831857125,3861903.504657924,4264159.195289411,4269245.000550961,4271006.229386506,4272048.123198107,0,0,0.0,0,0,0,0,3667,2081275.0,3714.0,0.5270205497766965,566075.0,257353.0,478,0.000146484375,169240.0,0.0,313,0.277587890625,216776.0,0.0,482,0.13388671875,284138.0,0.0,477,0.272900390625,295555.0,0.0,482,0.5093050030104647,557690.0,233618.0,483,0.039697265625,237088.0,0.0,475,0.3379304909431108,267890.0,22206.0,483
130,2651486.0,2139052.0,512434.0,4666,3769,897,0.19326294764520718,0.567655847671463,0.2623669686683926,0.1819855279472334,0.6751643835782322,0.2159565428593626,3769,2974612.1190353883,3934696.770829499,4266697.367081761,4271591.049224619,4272959.427239387,4273568.845477581,0,0,0.0,0,0,0,0,3769,2139052.0,3091.0,0.567655847671463,627014.0,335403.0,481,0.0,176494.0,0.0,294,0.299755859375,247661.0,0.0,477,0.126708984375,277445.0,0.0,479,0.260302734375,268754.0,0.0,480,0.47698302667567793,499309.0,177031.0,479,0.07265625,304117.0,0.0,486,0.294873046875,250692.0,0.0,482
131,2413722.0,2002406.0,411316.0,4188,3508,680,0.17040736257116595,0.5286805855053235,0.25410638905094995,0.17260530625517717,0.6842755881980004,0.2229275989529862,3508,3035164.306081041,4024418.465557486,4278259.599046682,4284106.073571971,4285578.788963627,4286432.910560429,0,0,0.0,0,0,0,0,3508,2002406.0,3481.0,0.5286805855053235,581993.0,266181.0,483,0.000244140625,164138.0,0.0,271,0.27978515625,179430.0,0.0,477,0.128173828125,280452.0,0.0,475,0.250048828125,262232.0,0.0,479,0.43702226085041085,419866.0,115431.0,479,0.056835937499999996,236256.0,0.0,484,0.3520603754268652,289355.0,29704.0,481
132,2431879.0,2006339.0,425540.0,4428,3658,770,0.17498403497871393,0.5452566110260877,0.26106573500318786,0.17804556152205436,0.6825391761163513,0.20091866207159148,3658,3113746.829326149,4008056.7535158396,4274775.6572063165,4277331.017063268,4279686.049692022,4279862.408919752,0,0,0.0,0,0,0,0,3658,2006339.0,3649.0,0.5452566110260877,561940.0,275639.0,480,0.000146484375,158992.0,0.0,235,0.28930664062499994,224312.0,0.0,480,0.12568359375,274954.0,0.0,475,0.261279296875,294476.0,0.0,476,0.4254923088643718,399961.0,100345.0,481,0.054345703125,228930.0,0.0,478,0.38701524138504345,288314.0,49556.0,485
133,2448510.0,2037089.0,411421.0,4310,3629,681,0.16802912791861166,0.5422594738079195,0.2588892564872432,0.1720743871226239,0.6935885681567067,0.20776890843819307,3629,2925818.9580403306,3621199.4671429396,4276644.7138488535,4280005.664026783,4282353.61913944,4283685.270764619,0,0,0.0,0,0,0,0,3629,2037089.0,4113.0,0.5422594738079195,579237.0,280821.0,480,0.0,159127.0,0.0,296,0.2712890625,172251.0,0.0,479,0.14423828125,331953.0,0.0,477,0.252685546875,289622.0,0.0,488,0.43024054227630576,361057.0,93978.0,481,0.06850585937499999,282651.0,0.0,478,0.3618952858137204,272612.0,36622.0,478
