epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,imbalance_B,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,pcie_drop_pkts,pcie_accept_pkts,pcie_accept_bytes,pcie_fifo_peak_bytes,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
27,239643.0,239643.0,0.0,400,400,0,0.0,0.23764648437499997,0.058325195312499994,0.08020093850730611,0.34592749761778785,0.5612259694629087,0,0,0.0,0,0,0,0,2140,611952.0,8154.0,0.07763671875,0.0,0.0,48,0.003564453125,26505.0,0.0,49,0.000146484375,20012.0,0.0,32,0.12509765625,58854.0,0.0,51,0.23764648437499997,93093.0,0.0,48,0.0,0.0,0.0,0,0.0,0.0,0.0,47,0.022509765624999997,41179.0,0.0,47
28,234032.0,234032.0,0.0,382,382,0,0.0,0.25625,0.060247802734375,0.08468465651598345,0.33605646397159344,0.5334644407602371,0,0,0.0,0,0,0,0,2354,661147.0,8692.0,0.073681640625,10647.0,0.0,46,0.006396484375000001,28735.0,0.0,50,0.0,21256.0,0.0,17,0.121142578125,27356.0,0.0,47,0.25625,104114.0,0.0,46,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.02451171875,41924.0,0.0,49
29,255709.0,255709.0,0.0,430,430,0,0.0,0.26962890624999997,0.06328735351562499,0.0872189894846844,0.34491770436275704,0.5029843493971655,0,0,0.0,0,0,0,0,3644,836961.0,8991.0,0.074658203125,25726.0,0.0,48,0.016552734375000003,41872.0,0.0,47,0.0,31539.0,0.0,37,0.11616210937499999,10426.0,0.0,49,0.26962890624999997,99030.0,0.0,48,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.029296875,47116.0,0.0,49
30,182654.0,182654.0,0.0,259,259,0,0.0,0.27158203125,0.062426757812500004,0.08832933922200792,0.3331117119284473,0.5484563710622259,0,0,0.0,0,0,0,0,2477,680166.0,8986.0,0.085498046875,44410.0,0.0,47,0.010400390625,18382.0,0.0,49,0.000244140625,24128.0,0.0,16,0.109130859375,0.0,0.0,48,0.27158203125,71606.0,0.0,45,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.022558593749999998,24128.0,0.0,47
31,200426.0,200426.0,0.0,318,318,0,0.0,0.276904296875,0.06383056640625001,0.08901681815993785,0.33957953612609293,0.5527476475108011,0,0,0.0,0,0,0,0,2180,597576.0,10982.0,0.08613281249999999,32089.0,0.0,45,0.008056640625,16314.0,0.0,51,0.0,22628.0,0.0,17,0.102099609375,0.0,0.0,48,0.276904296875,68362.0,0.0,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.037451171875,61033.0,0.0,49
32,136925.0,136925.0,0.0,160,160,0,0.0,0.283642578125,0.06103515625,0.09109144858958655,0.3098522787207668,0.672044002190979,0,0,0.0,0,0,0,0,2319,578238.0,6456.0,0.076904296875,0.0,0.0,49,0.0052734374999999995,13804.0,0.0,48,0.0,21384.0,0.0,17,0.095068359375,0.0,0.0,48,0.283642578125,74758.0,0.0,49,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.027392578125,26979.0,0.0,49
33,144248.0,144248.0,0.0,179,179,0,0.0,0.29008789062499996,0.05975341796874999,0.09277072541137579,0.2932197151389033,0.6373398591314943,0,0,0.0,0,0,0,0,2589,584076.0,6278.0,0.070166015625,0.0,0.0,46,0.0064941406249999995,22496.0,0.0,47,0.000244140625,24128.0,0.0,16,0.08818359375,0.0,0.0,47,0.29008789062499996,74868.0,0.0,49,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0228515625,22756.0,0.0,48
34,150937.0,150937.0,0.0,200,200,0,0.0,0.2962890625,0.058331298828124996,0.09452737827884446,0.2757792567461272,0.6543433684252355,0,0,0.0,0,0,0,0,2165,560214.0,6980.0,0.06298828125,0.0,0.0,49,0.0033691406249999997,12258.0,0.0,46,0.004052734375,43791.0,0.0,45,0.08115234375,0.0,0.0,48,0.2962890625,70410.0,0.0,48,0.00048828125,1850.0,0.0,2,0.0,0.0,0.0,0,0.018310546875,22628.0,0.0,47
35,242118.0,242118.0,0.0,390,390,0,0.0,0.30478515624999997,0.06060791015624999,0.096105239150318,0.28454423053649686,0.43523612453431726,0,0,0.0,0,0,0,0,2567,749241.0,8724.0,0.06689453124999999,27749.0,0.0,47,0.0,0.0,0.0,23,0.007373046875,49246.0,0.0,49,0.07412109374999999,0.0,0.0,48,0.30478515624999997,76620.0,0.0,48,0.010546875,41681.0,0.0,48,0.007080078125,24066.0,0.0,22,0.014062499999999999,22756.0,0.0,46
36,278217.0,224154.0,54063.0,483,417,66,0.19431954194028334,0.6213995421688456,0.1018814857398557,0.19803360996426056,0.20928345805264345,0.44078048789254365,0,1,0.0,0,0,0,0,2604,741782.0,7810.0,0.07094726562499999,29546.0,0.0,48,0.001708984375,12086.0,0.0,19,0.01103515625,44849.0,0.0,47,0.067236328125,0.0,0.0,47,0.6213995421688456,84029.0,54063.0,47,0.016455078125,39985.0,0.0,48,0.0,5448.0,0.0,44,0.02626953125,62274.0,0.0,49
37,285984.0,266100.0,0.0,488,472,0,0.0,0.296923828125,0.064886474609375,0.09079478058789751,0.33806719119296147,0.3427543149267085,0,1,0.0,0,0,0,0,2809,750236.0,7509.0,0.073583984375,34589.0,0.0,49,0.01201171875,43391.0,0.0,46,0.013671875,49051.0,0.0,48,0.059765624999999996,0.0,0.0,51,0.296923828125,47925.0,0.0,47,0.022705078125,40209.0,0.0,48,0.0,0.0,0.0,0,0.040429687500000006,70819.0,0.0,48
38,234526.0,211770.0,0.0,381,364,0,0.0,0.29267578125,0.06463623046875,0.08911201957538888,0.3447420866994843,0.4769460528896574,1,0,42640.0,33,0,0,0,2348,597298.0,6647.0,0.06767578125,10269.0,0.0,48,0.005859375,16688.0,0.0,48,0.0166015625,44376.0,0.0,49,0.052587890625,0.0,0.0,49,0.29267578125,46408.0,0.0,48,0.02861328125,40053.0,0.0,48,0.0,0.0,0.0,0,0.053076171874999994,76732.0,0.0,47
39,251361.0,251361.0,0.0,420,420,0,0.0,0.288134765625,0.06708984375,0.08758307328141718,0.3697931630142967,0.4101257752793783,0,0,0.0,0,0,0,0,2304,568793.0,7058.0,0.07470703125,42364.0,0.0,47,0.000732421875,8172.0,0.0,50,0.01953125,46688.0,0.0,49,0.05009765625,15076.0,0.0,48,0.288134765625,24128.0,0.0,48,0.035595703125,38355.0,0.0,45,0.0,0.0,0.0,0,0.067919921875,76578.0,0.0,48
40,232984.0,232984.0,0.0,391,391,0,0.0,0.283740234375,0.067901611328125,0.08596858394437593,0.3841798096550779,0.4205717989218136,0,0,0.0,0,0,0,0,2030,563538.0,6915.0,0.07602539062500001,38931.0,0.0,48,0.000146484375,15223.0,0.0,41,0.023193359375,49793.0,0.0,46,0.043798828125,2652.0,0.0,49,0.283740234375,22628.0,0.0,46,0.0412109375,36137.0,0.0,48,0.00048828125,699.0,0.0,0,0.07460937499999999,66921.0,0.0,50
41,213933.0,213933.0,0.0,332,332,0,0.0,0.2830078125,0.066766357421875,0.08594605468306098,0.37635956357290296,0.28026590100638904,0,0,0.0,0,0,0,0,2088,607481.0,9284.0,0.074560546875,35322.0,0.0,49,0.0,14800.0,0.0,35,0.01787109375,26530.0,0.0,50,0.04248046875,17958.0,0.0,49,0.2830078125,37334.0,0.0,48,0.0474609375,39711.0,0.0,47,0.0,554.0,0.0,4,0.06875,41724.0,0.0,48
42,237141.0,237141.0,0.0,388,388,0,0.0,0.291796875,0.0695556640625,0.08837751355838977,0.38249566120907164,0.37537846681931764,0,0,0.0,0,0,0,0,2554,652952.0,9939.0,0.080908203125,51073.0,0.0,49,0.0,0.0,0.0,0,0.020800781249999997,43790.0,0.0,48,0.044189453125,23350.0,0.0,49,0.291796875,53426.0,0.0,49,0.053857421875,42820.0,0.0,47,0.0,0.0,0.0,0,0.064892578125,22682.0,0.0,47
43,250649.0,250649.0,0.0,422,422,0,0.0,0.2865234375,0.07188720703125,0.08616069506751578,0.41042090333017084,0.31231971801204006,0,0,0.0,0,0,0,0,2841,670970.0,8399.0,0.087890625,54879.0,0.0,48,0.001708984375,13209.0,0.0,20,0.022314453125,42442.0,0.0,50,0.056689453125,47956.0,0.0,50,0.2865234375,33046.0,0.0,50,0.059912109375,37861.0,0.0,47,0.0,0.0,0.0,0,0.06005859375,21256.0,0.0,49
44,284747.0,284747.0,0.0,473,473,0,0.0,0.300927734375,0.074798583984375,0.09072907961966407,0.4046438940220915,0.2715853898372935,0,0,0.0,0,0,0,0,2518,708789.0,7463.0,0.09189453125,52793.0,0.0,47,0.004931640625,30323.0,0.0,46,0.0169921875,25500.0,0.0,46,0.05556640625,29408.0,0.0,47,0.300927734375,61412.0,0.0,47,0.06606445312499999,42535.0,0.0,48,0.0,0.0,0.0,0,0.06201171874999999,42776.0,0.0,47
45,302125.0,276541.0,25584.0,530,492,38,0.08468018204385575,0.48322687773736817,0.10039359409217102,0.14755350386954375,0.3164391112905294,0.2652184526272232,0,0,0.0,0,0,0,0,3024,741019.0,8749.0,0.08408203125,22756.0,0.0,49,0.014111328125,43401.0,0.0,46,0.012451171875,24128.0,0.0,48,0.05361328125,19108.0,0.0,45,0.48322687773736817,71065.0,25584.0,49,0.071728515625,42387.0,0.0,49,0.0078125,19926.0,0.0,11,0.07612304687499999,59354.0,0.0,50
46,196463.0,191974.0,4489.0,320,312,8,0.022849086087456557,0.37960795758272764,0.08521954938534095,0.11533360312298861,0.3531568841856243,0.17794508380712837,0,0,0.0,0,0,0,0,2170,585430.0,6812.0,0.07924804687499999,24000.0,0.0,49,0.012744140625,26816.0,0.0,48,0.007763671874999999,22628.0,0.0,48,0.055810546875,25490.0,0.0,47,0.37960795758272764,27242.0,4489.0,49,0.07832031249999999,39647.0,0.0,46,0.0,4315.0,0.0,41,0.06826171874999999,26325.0,0.0,49
47,208450.0,208450.0,0.0,325,325,0,0.0,0.29267578125,0.075274658203125,0.08791785920251088,0.42298950201098656,0.384515471336051,0,0,0.0,0,0,0,0,2499,598520.0,7345.0,0.0744140625,20012.0,0.0,50,0.01474609375,28111.0,0.0,48,0.00322265625,24128.0,0.0,48,0.071533203125,54008.0,0.0,47,0.29267578125,22948.0,0.0,49,0.069287109375,5853.0,0.0,48,0.0,0.0,0.0,0,0.07631835937499999,53390.0,0.0,49
48,219424.0,219424.0,0.0,345,345,0,0.0,0.28798828125,0.075555419921875,0.0862090724696666,0.4344268310500317,0.428098111418987,0,0,0.0,0,0,0,0,2048,570926.0,7394.0,0.070166015625,24128.0,0.0,46,0.023486328125,42654.0,0.0,46,0.00205078125,33619.0,0.0,51,0.06757812499999999,24047.0,0.0,47,0.28798828125,22756.0,0.0,49,0.062255859375,0.0,0.0,48,0.0,0.0,0.0,0,0.09091796875,72220.0,0.0,50
49,164249.0,164249.0,0.0,236,236,0,0.0,0.283154296875,0.072601318359375,0.08458454615779679,0.4242059391011172,0.44505369895707014,0,0,0.0,0,0,0,0,1976,517510.0,7834.0,0.06533203124999999,21256.0,0.0,49,0.0216796875,26445.0,0.0,48,0.0064453125,47161.0,0.0,50,0.06240234375,9194.0,0.0,47,0.283154296875,19884.0,0.0,49,0.055078125,0.0,0.0,49,0.0,0.0,0.0,0,0.08671875,40309.0,0.0,48
50,163997.0,163997.0,0.0,230,230,0,0.0,0.27861328125,0.07064208984375,0.08308433954435634,0.41959063807063135,0.4728722171747033,0,0,0.0,0,0,0,0,2474,625298.0,7738.0,0.069970703125,41612.0,0.0,49,0.02021484375,19038.0,0.0,48,0.010302734375,51660.0,0.0,47,0.05712890625,7547.0,0.0,50,0.27861328125,20012.0,0.0,48,0.048046874999999996,0.0,0.0,48,0.0,0.0,0.0,0,0.080859375,24128.0,0.0,49
51,269941.0,269941.0,0.0,458,458,0,0.0,0.27451171874999997,0.074859619140625,0.08222150062148716,0.45323748044154605,0.47208232539703054,0,0,0.0,0,0,0,0,2334,626198.0,8983.0,0.0966796875,90934.0,0.0,46,0.019189453125,17536.0,0.0,48,0.0126953125,49888.0,0.0,50,0.07421875,54312.0,0.0,48,0.27451171874999997,21475.0,0.0,49,0.041015625,0.0,0.0,48,0.0,0.0,0.0,0,0.08056640625,35796.0,0.0,48
52,280306.0,280306.0,0.0,488,488,0,0.0,0.280859375,0.078167724609375,0.08547132609353846,0.45545780204174435,0.48094047219823977,0,0,0.0,0,0,0,0,2449,663265.0,8231.0,0.10234375,68559.0,0.0,48,0.0123046875,0.0,0.0,47,0.01572265625,47052.0,0.0,48,0.099853515625,83532.0,0.0,50,0.280859375,45486.0,0.0,49,0.033984375,0.0,0.0,48,0.0,0.0,0.0,0,0.0802734375,35677.0,0.0,46
53,254598.0,254598.0,0.0,452,452,0,0.0,0.284912109375,0.08001708984375,0.08851069703487385,0.44973024238965587,0.48103971751545505,0,0,0.0,0,0,0,0,2908,689804.0,7902.0,0.11748046875,72846.0,0.0,48,0.0064453125,4072.0,0.0,49,0.018652343749999998,45717.0,0.0,49,0.109814453125,62999.0,0.0,51,0.284912109375,47580.0,0.0,47,0.027099609375,0.0,0.0,47,0.0,0.0,0.0,0,0.075732421875,21384.0,0.0,48
54,291707.0,291707.0,0.0,524,524,0,0.0,0.27817382812499997,0.08411865234374999,0.08994686594741266,0.4665560090420169,0.4930662445536096,0,0,0.0,0,0,0,0,2637,676084.0,6693.0,0.14653320312499998,102319.0,0.0,48,0.003955078125,13503.0,0.0,49,0.021582031249999998,47017.0,0.0,50,0.124560546875,63315.0,0.0,47,0.27817382812499997,24128.0,0.0,45,0.02021484375,0.0,0.0,47,0.0,0.0,0.0,0,0.0779296875,41425.0,0.0,48
