epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,jain_P,gini_B_gen,reassignments,pred_risk_max,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
93,656648.0,416588.0,240060.0,3972,2615,1357,0.36558399629634086,0.588297770009695,0.45900190644270644,0.09995678547392349,0.9547234652092288,0.1524431658971015,0,0.33611413965756803,0.4169691257705318,92144.0,21592.0,330,0.5442762670320584,72758.0,35539.0,335,0.47526959160765697,76756.0,27753.0,338,0.3844900784085738,55100.0,9144.0,335,0.26337890625,51680.0,0.0,336,0.5579021055438084,98982.0,51036.0,332,0.44143140691932703,83806.0,22568.0,333,0.588297770009695,125422.0,72428.0,332
94,685910.0,472501.0,213409.0,3925,2728,1197,0.3111326558877982,0.5391393835972214,0.43939978207551933,0.08527580669289692,0.9637026392505079,0.13329992273038727,0,0.3350113902923295,0.536195518490692,116055.0,54234.0,330,0.4997421812024179,69161.0,27649.0,331,0.46642820896453063,80419.0,26124.0,329,0.3994658989256378,61938.0,12267.0,332,0.2853515625,79163.0,0.0,334,0.34385205885503606,69428.0,7696.0,336,0.4450234440686188,82661.0,24024.0,334,0.5391393835972214,127085.0,61415.0,333
95,727878.0,476727.0,251151.0,4133,2689,1444,0.34504546091515287,0.5845057651716277,0.4639479285435322,0.09615425568759782,0.9588155191039692,0.09013941896856315,0,0.3686145821389189,0.4734116501898138,107621.0,37357.0,331,0.5845057651716277,94294.0,53903.0,327,0.572310833416217,93941.0,51410.0,335,0.48425770666083745,72154.0,26611.0,338,0.285107421875,80635.0,0.0,331,0.3472552469274115,77749.0,8692.0,343,0.5036594672214976,83088.0,33892.0,334,0.461075336885852,118396.0,39286.0,337
96,681905.0,489123.0,192782.0,3652,2673,979,0.28271093480763404,0.6139143395890544,0.40903270235833006,0.11862791859518262,0.9224139534733147,0.17301181982827507,0,0.3560269896792309,0.6139143395890544,133954.0,84074.0,331,0.5385236373166855,77532.0,36888.0,336,0.287841796875,52185.0,0.0,331,0.3486682507164598,55830.0,5696.0,330,0.301220703125,78064.0,0.0,333,0.290185546875,77557.0,0.0,333,0.38666292718109846,77193.0,13764.0,331,0.5052444171883425,129590.0,52360.0,330
97,722587.0,475412.0,247175.0,4176,2832,1344,0.3420695362634529,0.6035335689045913,0.4388016192941593,0.10714348541837015,0.9437341641622546,0.18240796609958365,0,0.3558703752528086,0.6035335689045913,130180.0,79028.0,334,0.3761123799131412,56990.0,9076.0,335,0.43536940259719603,80191.0,20450.0,333,0.32682649698566674,60316.0,3136.0,332,0.4553984294769339,95428.0,28820.0,333,0.41557462387448646,83462.0,18200.0,327,0.295166015625,69764.0,0.0,330,0.6024320369762588,146256.0,88465.0,340
98,700241.0,399531.0,300710.0,4326,2435,1891,0.4294378649636333,0.6611589080435775,0.4755579961513745,0.12066730096688573,0.9395113028581805,0.182460574287995,0,0.37311518228677537,0.5022284032086693,103306.0,42146.0,333,0.5123129040329433,76185.0,31993.0,330,0.5491981312149952,87138.0,44093.0,334,0.27451171874999997,40970.0,0.0,335,0.3113819861352058,61605.0,2756.0,337,0.5528409006918137,93016.0,47091.0,334,0.4408310171337914,88181.0,24355.0,333,0.6611589080435775,149840.0,108276.0,330
99,729282.0,457026.0,272256.0,4292,2753,1539,0.37332060848889675,0.6358695242679557,0.46041470577060706,0.10492008444056719,0.9506335359604883,0.1444427532833661,0,0.3676215911003129,0.4751297635536994,108024.0,37636.0,337,0.572075837797295,94991.0,51773.0,329,0.4166667182517251,76671.0,17538.0,333,0.27622070312499997,52758.0,0.0,333,0.3951194777497644,85280.0,15016.0,333,0.4089216887929531,78164.0,17600.0,333,0.5033139326264641,90617.0,36812.0,330,0.6358695242679557,142777.0,95881.0,331
100,727892.0,457975.0,269917.0,4142,2799,1343,0.37082012166640055,0.6031778178738425,0.47017231174929774,0.076944157174652,0.9739169064187461,0.13776666043863628,0,0.35795398746676454,0.5515949602732249,120550.0,60636.0,334,0.46274189493722917,61098.0,20674.0,331,0.48744794510444334,85164.0,31911.0,329,0.368159676812648,72713.0,7576.0,333,0.36737982657393325,78575.0,10888.0,335,0.4880703824426116,91202.0,33904.0,335,0.43280598997644903,82805.0,21994.0,331,0.6031778178738425,135785.0,82334.0,332
101,724293.0,472640.0,251653.0,4032,2581,1451,0.34744640635764756,0.5977754074200535,0.45840280627685914,0.08865626885099039,0.9639441100733512,0.1233066245290233,0,0.3707148110773156,0.3040644342795161,93275.0,1660.0,332,0.4605857592803795,77152.0,24116.0,332,0.5431084645010021,95552.0,46459.0,334,0.43586988540011395,65456.0,18113.0,337,0.5243467841008935,93304.0,41628.0,331,0.4224994573109517,77342.0,19062.0,333,0.378972257921963,77080.0,14139.0,337,0.5977754074200535,145132.0,86476.0,329
102,725510.0,449238.0,276272.0,4219,2722,1497,0.38079695662361596,0.6546160367221165,0.4667087069134632,0.10023714676759977,0.9559058761327476,0.16874440049068906,0,0.40071300175075714,0.3773325549361075,100277.0,14912.0,336,0.35715264183172,52104.0,6200.0,334,0.487093565176733,71986.0,27822.0,328,0.5448084345353097,79688.0,38752.0,336,0.37070318056758866,77327.0,11297.0,337,0.5392143314985194,92522.0,44220.0,334,0.40274891003961105,87410.0,16648.0,328,0.6546160367221165,164196.0,116421.0,326
103,700230.0,407024.0,293206.0,4090,2427,1663,0.41872813218513855,0.6148124407979523,0.4731279179197197,0.09021691299527275,0.9649160638570384,0.20430144381131887,0,0.3639161393480334,0.6120760915741591,137447.0,85761.0,335,0.4466744907150752,62238.0,18768.0,336,0.40542277017647255,69943.0,14754.0,329,0.39339353618562456,46448.0,10268.0,333,0.36984715669659085,65496.0,11145.0,337,0.512734803388387,99437.0,42288.0,331,0.43006205382349594,78812.0,21817.0,333,0.6148124407979523,140409.0,88405.0,336
104,642731.0,434960.0,207771.0,3653,2624,1029,0.3232627646713783,0.6035209023827927,0.4267080619138338,0.11926512585149397,0.9275400675414436,0.15432681012740912,0,0.3299794565105781,0.6035209023827927,119753.0,73081.0,331,0.4637248453109377,63113.0,20352.0,335,0.45273011936785257,74350.0,23408.0,331,0.28554687500000003,52185.0,0.0,334,0.2830078125,67828.0,0.0,329,0.4601234500768001,79791.0,26558.0,334,0.293359375,67292.0,0.0,331,0.5716511156722874,118419.0,64372.0,336
105,711057.0,517329.0,193728.0,3970,2892,1078,0.2724507317978723,0.5592254835177385,0.4185602889585458,0.10273600344838357,0.9431772056488756,0.13820991144169859,0,0.34444779078371285,0.4584041125427818,109856.0,35801.0,331,0.4647182408471944,67353.0,22228.0,326,0.552940469524619,100654.0,50339.0,337,0.29643554687499996,57423.0,0.0,329,0.4159772083610328,98524.0,20669.0,333,0.303955078125,79916.0,0.0,335,0.296826171875,72624.0,0.0,334,0.5592254835177385,124707.0,64691.0,334
106,742845.0,449014.0,293831.0,4352,2668,1684,0.3955481964609031,0.6348497759439744,0.46580428076911956,0.11708471081068918,0.9405727263807868,0.1648966136946468,0,0.3820712890181281,0.5871550271221283,133816.0,76107.0,334,0.5571686391788636,90165.0,46340.0,335,0.40094218399560994,73457.0,15540.0,331,0.4247128680699413,62867.0,15564.0,337,0.31647543596200384,72883.0,3640.0,333,0.507034612755435,91681.0,38016.0,333,0.298095703125,70667.0,0.0,338,0.6348497759439744,147309.0,98624.0,334
107,697290.0,496475.0,200815.0,3810,2734,1076,0.2879935177616196,0.5479244871088726,0.4368605693531845,0.07476912147853494,0.9715409771276975,0.11872033156936124,0,0.32088191223302726,0.5479244871088726,118696.0,59516.0,335,0.44547933484520397,60080.0,17516.0,333,0.48487713573812485,92109.0,33509.0,334,0.4862745607034793,72023.0,26600.0,333,0.2958984375,87979.0,0.0,337,0.37727645745798216,76160.0,11741.0,334,0.38380687767545174,79163.0,13292.0,336,0.4733472637963614,111080.0,38641.0,334
108,654286.0,490844.0,163442.0,3395,2529,866,0.2498020743222379,0.49098946173644864,0.4143929458285172,0.07267373464756798,0.9701616799568433,0.11254138098629629,0,0.29941685716830185,0.480047579350078,110452.0,40744.0,334,0.45612974648784255,67996.0,21332.0,332,0.49098946173644864,71852.0,27467.0,334,0.42520623827912024,67921.0,16995.0,332,0.272607421875,64060.0,0.0,334,0.3886158213645816,80755.0,14336.0,339,0.3334061371883427,80056.0,5208.0,339,0.4681411603467236,111194.0,37360.0,334
109,694674.0,426437.0,268237.0,4414,2731,1683,0.38613363966407205,0.6313043377398332,0.4669536467494596,0.1059969502403457,0.9509974640158301,0.16140196696579956,0,0.36276761858541934,0.5603754219775344,118860.0,61200.0,339,0.42561541353725446,60939.0,15280.0,333,0.5312689023375665,86583.0,40031.0,331,0.4337467828857943,60158.0,16180.0,329,0.28627929687500003,71353.0,0.0,331,0.355042924474516,77286.0,8493.0,335,0.5119960941681779,79399.0,34060.0,331,0.6313043377398332,140096.0,92993.0,335
110,714027.0,410054.0,303973.0,4091,2627,1464,0.42571639447807935,0.6491209768629826,0.4757592654274689,0.11809623778259334,0.9419596635447307,0.18052241021698046,0,0.36997935028732415,0.6491209768629826,137018.0,95752.0,333,0.4362117472451389,63388.0,17256.0,338,0.4478811066258402,74807.0,22147.0,336,0.4175752882390388,55046.0,13186.0,336,0.277734375,69146.0,0.0,329,0.5702931103476666,101589.0,55245.0,334,0.3894162549103598,78342.0,14056.0,331,0.6178412641887241,134691.0,86331.0,339
111,730332.0,478140.0,252192.0,4180,2727,1453,0.34531144739652603,0.5849760796024794,0.4494383728760323,0.10554099626462186,0.9477375040064595,0.151257578745009,0,0.35654454798592583,0.5849760796024794,119809.0,68496.0,331,0.5074709597250496,78399.0,32554.0,326,0.535779577409943,88280.0,41612.0,337,0.3009765625,54023.0,0.0,330,0.280908203125,74454.0,0.0,336,0.45183866125300154,91570.0,27611.0,340,0.40019125657480464,82405.0,16424.0,332,0.5333656828179796,141392.0,65495.0,337
112,661706.0,472229.0,189477.0,3442,2470,972,0.28634620208974937,0.5809808420924609,0.4160495240993075,0.10363511004972675,0.9415775377342148,0.1555664449166243,0,0.3428882835803934,0.44258538251783874,102157.0,29212.0,332,0.5809808420924609,86612.0,48698.0,336,0.448474392866145,77346.0,23421.0,332,0.3025274512066986,49075.0,1312.0,333,0.277294921875,68982.0,0.0,334,0.40132792861453986,80458.0,16376.0,329,0.3287951799257,64940.0,5300.0,331,0.5464100936960765,132136.0,65158.0,334
113,791987.0,449361.0,342626.0,4824,2781,2043,0.4326156868736476,0.6535644693025993,0.4832973504317426,0.13247483517120584,0.9301164029386059,0.1606546256441077,0,0.3816738689696153,0.5316002703577489,114673.0,53083.0,331,0.6062415567981205,96665.0,59234.0,328,0.5544041053921545,105264.0,53148.0,330,0.279931640625,43133.0,0.0,337,0.298779296875,86553.0,0.0,337,0.38971711387958763,81913.0,14650.0,327,0.5521403502237302,109855.0,53692.0,332,0.6535644693025993,153931.0,108819.0,326
114,745653.0,378621.0,367032.0,4898,2752,2146,0.4922289590466336,0.6778425411719625,0.5123832213657464,0.10834329784679315,0.9572025258087296,0.19072360065606908,0,0.4049333510199822,0.5758577888515111,117195.0,65448.0,329,0.5156386604455011,71088.0,31096.0,335,0.3942442787881817,62200.0,12216.0,333,0.302392578125,54645.0,0.0,335,0.5148814967805841,96252.0,40106.0,336,0.5534062829345534,88599.0,44955.0,334,0.5648021438286777,88570.0,46933.0,330,0.6778425411719625,167104.0,126278.0,332
115,722131.0,447974.0,274157.0,4067,2616,1451,0.3796499527094109,0.6048365258439129,0.4634145987866053,0.10401473775520617,0.9520372289064912,0.15803244148222384,0,0.36474028658691426,0.5105769359730365,117083.0,48784.0,332,0.5899759611061117,86875.0,50027.0,332,0.4631396583424964,83311.0,26784.0,331,0.28271484375,44621.0,0.0,336,0.4760055021258193,87966.0,30965.0,330,0.3414035803124011,76232.0,6320.0,334,0.4386637828390644,82871.0,23905.0,329,0.6048365258439129,143172.0,87372.0,333
116,729068.0,443205.0,285863.0,4245,2661,1584,0.3920937415988626,0.6053443110173375,0.47228097993560425,0.09756364037532199,0.9590714783109152,0.14124608404154326,0,0.3708270265448659,0.5216922473249145,105464.0,46792.0,339,0.5723232833720482,83940.0,45816.0,334,0.5283643044470703,90464.0,41344.0,332,0.287109375,51847.0,0.0,330,0.4052004824732205,81363.0,18120.0,339,0.416225331796657,81175.0,19107.0,333,0.44198850405358625,86960.0,24304.0,332,0.6053443110173375,147855.0,90380.0,328
117,718054.0,470018.0,248036.0,4075,2754,1321,0.3454280597280979,0.6364359564996072,0.4545645486654678,0.10077679361079928,0.9531518912737429,0.15967462057171167,0,0.3836236010919253,0.6364359564996072,143424.0,96548.0,333,0.4647401189544643,53676.0,18440.0,335,0.47717058424688497,83203.0,29531.0,333,0.3347345627556057,65286.0,3324.0,335,0.29970703125,80068.0,0.0,336,0.5468450929081999,90580.0,44630.0,338,0.4479345159422645,85496.0,25496.0,331,0.4289485267667155,116321.0,30067.0,330
118,712957.0,451712.0,261245.0,4008,2677,1331,0.36642462308386003,0.5898869701439372,0.4565960670982994,0.09839909030601955,0.9556184602346348,0.17049117267941805,0,0.34828513416855134,0.5898869701439372,119894.0,69488.0,335,0.4137911540391448,66264.0,14524.0,332,0.44419015454756217,73929.0,22251.0,337,0.34254868239148467,52804.0,4741.0,329,0.29956054687499994,75094.0,0.0,331,0.46061412627623066,88297.0,28329.0,335,0.518181848546385,93560.0,40680.0,330,0.5839950539666507,143115.0,81232.0,335
119,749638.0,416866.0,332772.0,4529,2708,1821,0.44391026068582373,0.6120031165137383,0.5007297304902133,0.10821204367187984,0.9553808812316029,0.13568682484078964,0,0.34725763271106014,0.5893073497278316,120641.0,69840.0,335,0.5273283498046307,79722.0,36215.0,330,0.2998046875,66292.0,0.0,333,0.4755173602205669,70182.0,24417.0,330,0.3569726298382292,76907.0,8628.0,336,0.5922342997577716,103416.0,60504.0,333,0.552670050558938,100279.0,50675.0,330,0.6120031165137383,132199.0,82493.0,332
120,690662.0,414451.0,276211.0,4077,2522,1555,0.3999221037207774,0.6190654844745698,0.4689825332950389,0.11623135307854467,0.9421311798135688,0.14947977447724048,0,0.368593847380112,0.6190654844745698,123026.0,78759.0,332,0.5872831532314796,96612.0,55510.0,332,0.36881293925798425,65558.0,8792.0,333,0.49204321106827487,67923.0,26148.0,333,0.28599436436736175,63087.0,192.0,341,0.4255301882139627,76969.0,20068.0,335,0.3747597092622623,70657.0,11020.0,333,0.5983712164844157,126830.0,75722.0,334
121,763907.0,438920.0,324987.0,4532,2744,1788,0.4254274407748581,0.6060400673506574,0.500701882744157,0.0990710212763496,0.9623247212459104,0.10451648564550386,0,0.37034639543108944,0.5526871076539048,117567.0,59312.0,334,0.5521524758117435,80721.0,40708.0,333,0.525982102118548,79003.0,36100.0,335,0.6060400673506574,99078.0,60634.0,339,0.29350585937499996,77370.0,0.0,330,0.41860445932194196,89409.0,20676.0,339,0.4567679373262823,87787.0,27833.0,332,0.5998750529951773,132972.0,79724.0,335
122,743313.0,431827.0,311486.0,4531,2614,1917,0.4190509247113929,0.6078626742533693,0.48490038414782966,0.1103569124319373,0.9507549457714195,0.1572885513908675,0,0.367301416126293,0.6078626742533693,129277.0,79637.0,335,0.5899058523375211,86590.0,50282.0,335,0.43294762494445876,69489.0,18280.0,332,0.4278653689546691,62463.0,16541.0,332,0.28696289062499997,74305.0,0.0,334,0.585123918010075,103309.0,58942.0,335,0.38515760906187096,78143.0,14156.0,334,0.5633771349956731,139737.0,73648.0,336
123,696827.0,479654.0,217173.0,3829,2672,1157,0.31165985244544153,0.5161765162167409,0.44324683126813047,0.07256390899308439,0.9738985999142407,0.13479080890952821,0,0.3224984199093233,0.5161765162167409,109845.0,47524.0,332,0.45211449896337746,66879.0,20340.0,335,0.4841423136403001,83092.0,30991.0,330,0.382537112723535,58911.0,9368.0,335,0.278759765625,69724.0,0.0,338,0.49952071546826365,97757.0,38990.0,336,0.46014382688185157,87731.0,27508.0,334,0.4725799006259751,122888.0,42452.0,333
124,796742.0,410402.0,386340.0,4945,2673,2272,0.48489975424917914,0.6319398058646359,0.5219106120260544,0.10390817219980006,0.9618736539025097,0.1410651126713538,0,0.37704399441576913,0.5213214311424321,105052.0,46480.0,333,0.5567288734052358,80302.0,41216.0,330,0.5339091341957497,92801.0,43124.0,333,0.475755848108967,71426.0,25128.0,331,0.2783203125,74852.0,0.0,336,0.6242648883482315,121554.0,78867.0,334,0.5530446026431826,95187.0,48201.0,332,0.6319398058646359,155568.0,103324.0,331
125,676632.0,422315.0,254317.0,4125,2541,1584,0.3758571867721296,0.596468639450556,0.458681472725025,0.11285463749297953,0.9429190944094038,0.1550262919873726,0,0.35054273703912914,0.4471829255138568,96476.0,28908.0,331,0.5789559635732642,88177.0,49195.0,338,0.5818491383758098,96910.0,54628.0,336,0.34848733713230245,44908.0,5368.0,334,0.271728515625,65060.0,0.0,337,0.46366465672686974,83880.0,27440.0,337,0.3811146054025412,70800.0,11472.0,332,0.596468639450556,130421.0,77306.0,332
126,756357.0,437909.0,318448.0,4499,2719,1780,0.42102869412195504,0.5736330513801757,0.4954759510873563,0.09695509503508323,0.9631211775097196,0.09465949941628082,0,0.3646851796188902,0.5397171250686199,104740.0,50308.0,329,0.5736330513801757,96070.0,52604.0,332,0.5598538245440581,99136.0,51696.0,337,0.45923605084473385,79004.0,24011.0,333,0.27294921875,73430.0,0.0,337,0.5674645678610502,101391.0,54237.0,334,0.43640844468185647,77104.0,21600.0,330,0.5545453255683563,125482.0,63992.0,332
127,738643.0,439838.0,298805.0,4402,2719,1683,0.4045323654322854,0.6156584668821554,0.4710080736070601,0.11668463226612331,0.9421766864798725,0.16782481523550596,0,0.3715216295013213,0.6156584668821554,132372.0,83336.0,335,0.5539093090770297,85475.0,44132.0,334,0.3377500049297125,57052.0,4508.0,335,0.37795090766683903,56596.0,8840.0,335,0.288330078125,79312.0,0.0,331,0.4486326775182008,87179.0,26043.0,339,0.5671661578997613,110262.0,58432.0,336,0.5786669867577818,130395.0,73514.0,334
128,699117.0,476563.0,222554.0,3725,2570,1155,0.318335843642766,0.5977575511078219,0.424911443044289,0.11074960514189884,0.9363874090249852,0.1646929269349764,0,0.37054800964292917,0.5704646932363133,120940.0,65420.0,335,0.4383157232846109,72112.0,19540.0,331,0.3919616426496859,71616.0,13004.0,332,0.35971914748389733,56439.0,7700.0,340,0.27802734375,73192.0,0.0,335,0.29150390625,72260.0,0.0,331,0.47154153659198267,85733.0,29941.0,331,0.5977575511078219,146825.0,86949.0,331
129,733133.0,439892.0,293241.0,4409,2596,1813,0.39998335909036914,0.6013825646972741,0.46047948892262336,0.1359665240379396,0.9198063784282473,0.17302709740251743,0,0.3588394959964511,0.577346790084613,120782.0,66997.0,335,0.551919586274801,91720.0,46239.0,338,0.6013825646972741,108067.0,65234.0,337,0.280224609375,45015.0,0.0,330,0.26791992187499997,66159.0,0.0,329,0.3159722313734278,74107.0,1564.0,330,0.5177192291137633,90972.0,39284.0,332,0.5713509785871076,136311.0,73923.0,336
130,676997.0,444872.0,232125.0,3994,2575,1419,0.34287448836553136,0.6175322940402659,0.4355052970882353,0.13051985024786528,0.9175839041992258,0.15648832269566904,0,0.3559988207313951,0.5072556414439938,112161.0,46492.0,337,0.5701559260841519,84778.0,45790.0,330,0.6175322940402659,105764.0,67105.0,334,0.2794921875,48245.0,0.0,333,0.26132812499999997,67680.0,0.0,335,0.3113574511319527,67759.0,2492.0,334,0.40678307307559614,71277.0,15285.0,337,0.5301376784299221,119333.0,54961.0,331
131,666732.0,459598.0,207134.0,3575,2547,1028,0.3106705542856795,0.5372481735310113,0.4313769364999691,0.10216580905691436,0.946887621212392,0.14604556253487133,0,0.32246184032127156,0.5372481735310113,112016.0,53184.0,330,0.491759806274774,64576.0,24804.0,330,0.47657242802467015,75347.0,26785.0,333,0.270263671875,46083.0,0.0,332,0.25078125,71665.0,0.0,338,0.5049023271249625,98684.0,39516.0,329,0.4823020398066081,89295.0,32505.0,328,0.43718579536272634,109066.0,30340.0,334
132,707225.0,425906.0,281319.0,3921,2523,1398,0.3977786418749331,0.5979615923279382,0.45622119651546217,0.1301273848227933,0.9247653292402459,0.180351196578175,0,0.3586093554654234,0.5688018582435331,118182.0,63512.0,335,0.44023938605233165,63434.0,18368.0,331,0.4897890624753472,79233.0,29990.0,333,0.26791992187499997,49672.0,0.0,331,0.240673828125,73559.0,0.0,330,0.5953213107359652,99488.0,58791.0,332,0.44906261228858213,78533.0,24402.0,330,0.5979615923279382,145124.0,86256.0,340
133,676935.0,476782.0,200153.0,3503,2481,1022,0.29567536026354035,0.5275777561894806,0.4064422694750781,0.10965172102915363,0.9321544966172568,0.1803073781086808,0,0.33711612651619727,0.5205963204737125,122120.0,53950.0,335,0.4192718330274398,66915.0,15557.0,331,0.3646841365189925,66233.0,9267.0,331,0.25810546875,46678.0,0.0,338,0.21855468749999998,59610.0,0.0,332,0.4918300689044689,93626.0,36140.0,333,0.45091788443653025,97409.0,28631.0,336,0.5275777561894806,124344.0,56608.0,333
134,779628.0,420869.0,358759.0,4689,2568,2121,0.46016690011133454,0.6660350235468788,0.4732983645712967,0.15162333350048077,0.9069249217570359,0.19357886068740449,0,0.3871696248659231,0.606669279702283,141822.0,87068.0,337,0.5119076508833761,75219.0,31901.0,335,0.5015432660328203,92833.0,36767.0,329,0.25576171875,53640.0,0.0,338,0.20024414062499998,61443.0,0.0,333,0.5269547718170297,97845.0,44451.0,330,0.5172710652129858,99049.0,43099.0,336,0.6660350235468788,157777.0,115473.0,332
135,696395.0,434118.0,262277.0,4044,2802,1242,0.37662102685975574,0.5841773987474208,0.452822398201538,0.13049926557651403,0.9233150319908446,0.1322440927921651,0,0.33831792410978134,0.5692833196266818,107764.0,57996.0,329,0.45301606832312463,72094.0,22049.0,332,0.5570208119941891,88843.0,45669.0,332,0.283837890625,59121.0,0.0,334,0.20732421875,71102.0,0.0,333,0.5275581867087902,92896.0,42469.0,336,0.44036129083709785,76998.0,21585.0,331,0.5841773987474208,127577.0,72509.0,329
136,726622.0,452279.0,274343.0,4357,2806,1551,0.37755944631458943,0.6081501989963635,0.4576370474500372,0.13628890660241572,0.9185344292348361,0.12758559471086728,0,0.34260630403026615,0.6081501989963635,115580.0,71232.0,336,0.5820386683445797,87410.0,49306.0,328,0.29805791303223883,58268.0,576.0,330,0.3770274996875155,77004.0,9088.0,336,0.210595703125,81143.0,0.0,332,0.5044296177737576,96387.0,39324.0,337,0.5122371815901762,81538.0,34993.0,333,0.5685595970506662,129292.0,69824.0,330
137,686436.0,492445.0,193991.0,3936,2819,1117,0.28260609874773424,0.5552533642970253,0.41603112457602054,0.10958724327484382,0.9351165264613098,0.1355100839699548,0,0.3507123742107538,0.5194990107928994,108047.0,47654.0,336,0.5311862569876058,74328.0,34389.0,327,0.45743367892535103,79340.0,24292.0,341,0.36093321620965424,56513.0,6876.0,331,0.240625,78037.0,0.0,330,0.3702032350206285,77347.0,10928.0,338,0.293115234375,75733.0,0.0,334,0.5552533642970253,137091.0,69852.0,335
138,717543.0,471823.0,245720.0,4132,2707,1425,0.34244637603600014,0.5962557244734608,0.4464974869868826,0.11683760135149873,0.9359139991872698,0.139587279089894,0,0.37923345316624857,0.5962557244734608,139164.0,82266.0,335,0.5546325836759736,81292.0,41423.0,334,0.5264164305875507,75308.0,34124.0,335,0.4452177307893521,68328.0,19985.0,333,0.235693359375,77546.0,0.0,337,0.3044451096711392,67483.0,1628.0,332,0.41022805831538645,89390.0,18886.0,339,0.4990908990071981,119032.0,47408.0,330
139,692859.0,474842.0,218017.0,3902,2707,1195,0.3146628679139618,0.6221778602361561,0.4293970829655691,0.1256519174268812,0.9211251240340756,0.1466241688424339,0,0.35830408680152687,0.6221778602361561,125231.0,80730.0,333,0.5360951210568454,77381.0,37264.0,338,0.42986563466200034,68891.0,18539.0,327,0.44211350397361054,58684.0,16628.0,333,0.2537109375,85575.0,0.0,330,0.296533203125,72785.0,0.0,336,0.30678002012818467,75516.0,1024.0,329,0.5479003830427556,128796.0,63832.0,333
140,700830.0,493436.0,207394.0,3834,2734,1100,0.2959262588644888,0.5327547524980001,0.42383304060807914,0.10545653750387632,0.9416998214617426,0.15605995747898893,0,0.33566914050925317,0.5251930356480481,117950.0,53100.0,335,0.5023187664695581,74854.0,29894.0,337,0.29799804687500003,63590.0,0.0,336,0.3948160829080192,56025.0,10936.0,335,0.245947265625,78092.0,0.0,329,0.3703715786336087,84790.0,11561.0,335,0.5327547524980001,91373.0,42535.0,332,0.5212647962073986,134156.0,59368.0,338
141,680790.0,428141.0,252649.0,4234,2663,1571,0.37111150281290795,0.5961709210359222,0.46212126179340396,0.11241830727202141,0.9441281405454166,0.1248578856916227,0,0.34609926206310965,0.4696321720652528,93296.0,31980.0,333,0.5961709210359222,84915.0,50307.0,334,0.5012075754214701,72128.0,28800.0,338,0.3828243535427815,62712.0,10676.0,335,0.2443359375,69079.0,0.0,331,0.5820810621352817,108175.0,61567.0,332,0.3784001138708977,70255.0,11016.0,334,0.5423179587756259,120230.0,58303.0,338
142,683342.0,466154.0,217188.0,3817,2627,1190,0.31783206652013146,0.6085386145475005,0.44029698147312224,0.10616210130452558,0.9450578093260016,0.1274789929493576,0,0.33517939343572734,0.4512666905569058,111796.0,33560.0,333,0.5392927981932448,73381.0,36280.0,336,0.4939589060092411,81449.0,31858.0,332,0.4217608005524418,60436.0,15408.0,329,0.27509765625,83943.0,0.0,336,0.2939405216446756,68816.0,416.0,335,0.43851986403096843,79092.0,22908.0,334,0.6085386145475005,124429.0,76758.0,325
143,765664.0,473481.0,292183.0,4578,2927,1651,0.3816073368997362,0.6478855737709467,0.465377397711644,0.11611981562600658,0.941390004907808,0.14470773080620192,0,0.39079530703911947,0.6036426558172324,121674.0,74782.0,336,0.4090545037397303,66833.0,13872.0,325,0.5086428967174577,92417.0,38456.0,336,0.5013576962513462,74601.0,29584.0,333,0.28330078124999997,83023.0,0.0,335,0.34653556609405334,81767.0,6620.0,336,0.42259950805238544,91254.0,21609.0,333,0.6478855737709467,154095.0,107260.0,331
144,729405.0,457910.0,271495.0,4208,2810,1398,0.37221433908459584,0.5873570791914597,0.46304306457903915,0.11135999614160688,0.9453240480116454,0.1602365969523103,0,0.35148069767657797,0.5616721250998575,129870.0,67396.0,341,0.42474043996710314,59584.0,15092.0,334,0.32322855710235027,65642.0,3088.0,333,0.3766945579173579,65594.0,10055.0,332,0.30439453125,85943.0,0.0,334,0.5498643602005406,92212.0,46108.0,335,0.5873570791914597,98134.0,56514.0,335,0.5763928659036441,132426.0,73242.0,338
145,753567.0,447137.0,306430.0,4379,2703,1676,0.40663935655356404,0.6239257285414317,0.48332745101251295,0.09931736048749701,0.9594859164709811,0.1392343016612987,0,0.36493440188020454,0.6239257285414317,134325.0,87062.0,333,0.527931165384941,83457.0,37833.0,336,0.5323348591210627,92605.0,43085.0,327,0.41903055173390874,65167.0,15501.0,336,0.3295493596104122,75665.0,4952.0,334,0.5437219586612851,94970.0,46274.0,334,0.34408085313485004,74868.0,6542.0,334,0.5460451319122124,132510.0,65181.0,332
