epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,imbalance_B,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,pcie_drop_pkts,pcie_accept_pkts,pcie_accept_bytes,pcie_fifo_peak_bytes,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
37,285984.0,266100.0,0.0,488,472,0,0.0,0.296630859375,0.06514892578125,0.09059799630594668,0.3408504233447192,0.3427543149267085,0,1,0.0,0,0,0,0,2663,719544.0,8031.0,0.07324218749999999,34589.0,0.0,48,0.011181640625,43391.0,0.0,50,0.0146484375,49051.0,0.0,47,0.0603515625,0.0,0.0,48,0.296630859375,47925.0,0.0,49,0.023583984375,40209.0,0.0,45,0.0,0.0,0.0,0,0.041552734375,70819.0,0.0,50
38,234526.0,211770.0,0.0,381,364,0,0.0,0.29208984374999997,0.06481323242187499,0.08887944713329533,0.34716225215691265,0.4769460528896574,1,0,42640.0,33,0,0,0,2269,608049.0,7328.0,0.0673828125,10269.0,0.0,47,0.005126953125,16688.0,0.0,50,0.01748046875,44376.0,0.0,49,0.0533203125,0.0,0.0,48,0.29208984374999997,46408.0,0.0,50,0.028955078125,40053.0,0.0,49,0.0,0.0,0.0,0,0.054150390625,76732.0,0.0,48
39,251361.0,251361.0,0.0,420,420,0,0.0,0.287109375,0.06717529296875,0.08719576584522364,0.37245606827023015,0.4101257752793783,0,0,0.0,0,0,0,0,2392,571372.0,5462.0,0.07392578125,42364.0,0.0,49,0.000732421875,8172.0,0.0,45,0.020166015625,46688.0,0.0,50,0.050830078125,15076.0,0.0,48,0.287109375,24128.0,0.0,51,0.035546875,38355.0,0.0,47,0.0,0.0,0.0,0,0.069091796875,76578.0,0.0,48
40,232984.0,232984.0,0.0,391,391,0,0.0,0.282275390625,0.067877197265625,0.08550621856381882,0.38656413848936133,0.4205717989218136,0,0,0.0,0,0,0,0,2096,558905.0,7655.0,0.0751953125,38931.0,0.0,49,0.000146484375,15223.0,0.0,41,0.022705078125,49793.0,0.0,51,0.04482421875,2652.0,0.0,47,0.282275390625,22628.0,0.0,49,0.041357421875,36137.0,0.0,48,0.00048828125,699.0,0.0,0,0.076025390625,66921.0,0.0,49
41,213933.0,213933.0,0.0,332,332,0,0.0,0.281689453125,0.06693115234375,0.08547870846463694,0.3800835613729217,0.28026590100638904,0,0,0.0,0,0,0,0,1903,578425.0,7720.0,0.074267578125,35322.0,0.0,46,0.0,14800.0,0.0,35,0.018310546875,26530.0,0.0,47,0.043505859375,17958.0,0.0,49,0.281689453125,37334.0,0.0,47,0.047119140625,39711.0,0.0,49,0.0,554.0,0.0,4,0.070556640625,41724.0,0.0,46
42,237141.0,237141.0,0.0,388,388,0,0.0,0.29072265625,0.069830322265625,0.08792502323525343,0.3867911853613971,0.37537846681931764,0,0,0.0,0,0,0,0,2057,581868.0,7428.0,0.08037109375,51073.0,0.0,50,0.0,0.0,0.0,0,0.021484375,43790.0,0.0,47,0.045703125,23350.0,0.0,47,0.29072265625,53426.0,0.0,48,0.05371093749999999,42820.0,0.0,47,0.0,0.0,0.0,0,0.066650390625,22682.0,0.0,46
43,250649.0,250649.0,0.0,422,422,0,0.0,0.285791015625,0.0722412109375,0.08581152265399171,0.4147703516785073,0.31231971801204006,0,0,0.0,0,0,0,0,2568,622840.0,9921.0,0.087939453125,54879.0,0.0,46,0.001708984375,13209.0,0.0,20,0.023388671875,42442.0,0.0,48,0.058251953125,47956.0,0.0,49,0.285791015625,33046.0,0.0,47,0.059033203124999996,37861.0,0.0,50,0.0,0.0,0.0,0,0.06181640625,21256.0,0.0,49
44,284747.0,284747.0,0.0,473,473,0,0.0,0.29970703125,0.074786376953125,0.09033665969950555,0.4066553049489766,0.2715853898372935,0,0,0.0,0,0,0,0,2723,727964.0,8146.0,0.091748046875,52793.0,0.0,47,0.00419921875,30323.0,0.0,49,0.017578125,25500.0,0.0,48,0.05654296875,29408.0,0.0,49,0.29970703125,61412.0,0.0,49,0.065966796875,42535.0,0.0,46,0.0,0.0,0.0,0,0.062548828125,42776.0,0.0,52
45,302125.0,278016.0,24109.0,530,499,31,0.07979809681423226,0.47353264836768916,0.09956023338971115,0.14431279271527686,0.32247068501434095,0.2652184526272232,0,0,0.0,0,0,0,0,2971,694545.0,7218.0,0.084228515625,22756.0,0.0,47,0.013427734375,43401.0,0.0,47,0.013330078125,24128.0,0.0,46,0.054345703125,19108.0,0.0,48,0.47353264836768916,71065.0,24109.0,49,0.07167968749999999,42387.0,0.0,48,0.008056640625,19926.0,0.0,10,0.077880859375,59354.0,0.0,47
46,196463.0,189879.0,6584.0,320,310,10,0.03351267159719625,0.4177666443646256,0.09031897507682819,0.1274693244657482,0.3342439524335026,0.17794508380712837,0,0,0.0,0,0,0,0,2210,573963.0,6384.0,0.0796875,24000.0,0.0,47,0.012402343750000001,26816.0,0.0,47,0.00849609375,22628.0,0.0,49,0.056298828125,25490.0,0.0,48,0.4177666443646256,27242.0,6584.0,49,0.078173828125,39647.0,0.0,46,0.0,4315.0,0.0,42,0.06972656249999999,26325.0,0.0,49
47,208450.0,208450.0,0.0,325,325,0,0.0,0.292236328125,0.075506591796875,0.08774887840628784,0.42543220830863665,0.384515471336051,0,0,0.0,0,0,0,0,2405,588383.0,6836.0,0.07470703125,20012.0,0.0,51,0.014306640625,28111.0,0.0,48,0.003955078125,24128.0,0.0,48,0.07138671875,54008.0,0.0,50,0.292236328125,22948.0,0.0,50,0.06943359375,5853.0,0.0,46,0.0,0.0,0.0,0,0.07802734375,53390.0,0.0,48
48,219424.0,219424.0,0.0,345,345,0,0.0,0.287548828125,0.0757080078125,0.08609852010870665,0.43604949906960777,0.428098111418987,0,0,0.0,0,0,0,0,2121,573462.0,7394.0,0.0703125,24128.0,0.0,47,0.022314453125,42654.0,0.0,49,0.003076171875,33619.0,0.0,49,0.06723632812500001,24047.0,0.0,49,0.287548828125,22756.0,0.0,49,0.06240234375,0.0,0.0,48,0.0,0.0,0.0,0,0.0927734375,72220.0,0.0,49
49,164249.0,164249.0,0.0,236,236,0,0.0,0.28256835937499997,0.072900390625,0.08431760814058432,0.42776214003840546,0.44505369895707014,0,0,0.0,0,0,0,0,2063,512575.0,7834.0,0.065771484375,21256.0,0.0,47,0.020556640625,26445.0,0.0,49,0.008447265625,47161.0,0.0,46,0.062255859375,9194.0,0.0,47,0.28256835937499997,19884.0,0.0,50,0.055371093749999996,0.0,0.0,48,0.0,0.0,0.0,0,0.088232421875,40309.0,0.0,49
50,163997.0,163997.0,0.0,230,230,0,0.0,0.278466796875,0.07103271484375,0.08304450357376147,0.42251290026587346,0.4728722171747033,0,0,0.0,0,0,0,0,2474,588717.0,6636.0,0.0708984375,41612.0,0.0,47,0.0193359375,19038.0,0.0,47,0.011181640625,51660.0,0.0,50,0.057275390625,7547.0,0.0,48,0.278466796875,20012.0,0.0,45,0.04833984375,0.0,0.0,48,0.0,0.0,0.0,0,0.082763671875,24128.0,0.0,47
51,269941.0,269941.0,0.0,458,458,0,0.0,0.274658203125,0.07532958984374999,0.08222260363691877,0.45633442943074914,0.47208232539703054,0,0,0.0,0,0,0,0,2510,640826.0,9715.0,0.09716796875,90934.0,0.0,47,0.01845703125,17536.0,0.0,47,0.014111328125,49888.0,0.0,49,0.07460937499999999,54312.0,0.0,47,0.274658203125,21475.0,0.0,47,0.041162109375,0.0,0.0,49,0.0,0.0,0.0,0,0.082470703125,35796.0,0.0,48
52,280306.0,280306.0,0.0,488,488,0,0.0,0.281005859375,0.078533935546875,0.08554008818403508,0.4573780054866462,0.48094047219823977,0,0,0.0,0,0,0,0,2240,657679.0,8754.0,0.102685546875,68559.0,0.0,49,0.011279296874999999,0.0,0.0,49,0.016796875,47052.0,0.0,49,0.100634765625,83532.0,0.0,48,0.281005859375,45486.0,0.0,49,0.03427734375,0.0,0.0,47,0.0,0.0,0.0,0,0.081591796875,35677.0,0.0,50
