epoch,bucket,queue,bytes
0,0,0,0.0
0,1,1,12000.0
0,2,2,0.0
0,3,3,0.0
0,4,4,0.0
0,5,5,0.0
0,6,6,12000.0
0,7,7,0.0
0,8,0,0.0
0,9,1,0.0
0,10,2,0.0
0,11,3,0.0
0,12,4,0.0
0,13,5,0.0
0,14,6,0.0
0,15,7,0.0
0,16,0,0.0
0,17,1,9256.0
0,18,2,18512.0
0,19,3,0.0
0,20,4,0.0
0,21,5,0.0
0,22,6,0.0
0,23,7,0.0
0,24,0,10628.0
0,25,1,1439.0
0,26,2,0.0
0,27,3,0.0
0,28,4,0.0
0,29,5,0.0
0,30,6,0.0
0,31,7,0.0
0,32,0,0.0
0,33,1,0.0
0,34,2,0.0
0,35,3,0.0
0,36,4,0.0
0,37,5,0.0
0,38,6,0.0
0,39,7,0.0
0,40,0,0.0
0,41,1,0.0
0,42,2,0.0
0,43,3,0.0
0,44,4,0.0
0,45,5,0.0
0,46,6,0.0
0,47,7,12000.0
0,48,0,0.0
0,49,1,0.0
0,50,2,0.0
0,51,3,0.0
0,52,4,10628.0
0,53,5,0.0
0,54,6,12000.0
0,55,7,0.0
0,56,0,0.0
0,57,1,0.0
0,58,2,0.0
0,59,3,0.0
0,60,4,0.0
0,61,5,0.0
0,62,6,0.0
0,63,7,0.0
0,64,0,0.0
0,65,1,0.0
0,66,2,0.0
0,67,3,0.0
0,68,4,0.0
0,69,5,12000.0
0,70,6,9256.0
0,71,7,0.0
0,72,0,0.0
0,73,1,0.0
0,74,2,0.0
0,75,3,0.0
0,76,4,0.0
0,77,5,0.0
0,78,6,0.0
0,79,7,0.0
0,80,0,0.0
0,81,1,0.0
0,82,2,0.0
0,83,3,0.0
0,84,4,12000.0
0,85,5,0.0
0,86,6,0.0
0,87,7,0.0
0,88,0,0.0
0,89,1,0.0
0,90,2,0.0
0,91,3,0.0
0,92,4,0.0
0,93,5,0.0
0,94,6,0.0
0,95,7,0.0
0,96,0,0.0
0,97,1,0.0
0,98,2,0.0
0,99,3,0.0
0,100,4,0.0
0,101,5,0.0
0,102,6,854.0
0,103,7,9256.0
0,104,0,0.0
0,105,1,0.0
0,106,2,0.0
0,107,3,0.0
0,108,4,0.0
0,109,5,0.0
0,110,6,0.0
0,111,7,0.0
0,112,0,12000.0
0,113,1,0.0
0,114,2,0.0
0,115,3,12000.0
0,116,4,0.0
0,117,5,0.0
0,118,6,0.0
0,119,7,0.0
0,120,0,0.0
0,121,1,0.0
0,122,2,0.0
0,123,3,0.0
0,124,4,0.0
0,125,5,0.0
0,126,6,0.0
0,127,7,10628.0
1,0,0,0.0
1,1,1,9256.0
1,2,2,0.0
1,3,3,0.0
1,4,4,0.0
1,5,5,0.0
1,6,6,9256.0
1,7,7,0.0
1,8,0,0.0
1,9,1,0.0
1,10,2,0.0
1,11,3,0.0
1,12,4,0.0
1,13,5,0.0
1,14,6,0.0
1,15,7,0.0
1,16,0,0.0
1,17,1,10628.0
1,18,2,22628.0
1,19,3,0.0
1,20,4,0.0
1,21,5,0.0
1,22,6,0.0
1,23,7,0.0
1,24,0,9256.0
1,25,1,398.0
1,26,2,0.0
1,27,3,0.0
1,28,4,0.0
1,29,5,0.0
1,30,6,0.0
1,31,7,0.0
1,32,0,0.0
1,33,1,0.0
1,34,2,0.0
1,35,3,0.0
1,36,4,0.0
1,37,5,0.0
1,38,6,0.0
1,39,7,0.0
1,40,0,0.0
1,41,1,0.0
1,42,2,0.0
1,43,3,0.0
1,44,4,0.0
1,45,5,0.0
1,46,6,0.0
1,47,7,9256.0
1,48,0,0.0
1,49,1,0.0
1,50,2,0.0
1,51,3,0.0
1,52,4,12000.0
1,53,5,0.0
1,54,6,12000.0
1,55,7,0.0
1,56,0,0.0
1,57,1,0.0
1,58,2,0.0
1,59,3,0.0
1,60,4,0.0
1,61,5,0.0
1,62,6,0.0
1,63,7,0.0
1,64,0,0.0
1,65,1,0.0
1,66,2,0.0
1,67,3,0.0
1,68,4,0.0
1,69,5,9256.0
1,70,6,12000.0
1,71,7,0.0
1,72,0,0.0
1,73,1,0.0
1,74,2,0.0
1,75,3,0.0
1,76,4,0.0
1,77,5,0.0
1,78,6,0.0
1,79,7,0.0
1,80,0,0.0
1,81,1,0.0
1,82,2,0.0
1,83,3,0.0
1,84,4,10628.0
1,85,5,0.0
1,86,6,0.0
1,87,7,0.0
1,88,0,0.0
1,89,1,0.0
1,90,2,0.0
1,91,3,0.0
1,92,4,4658.0
1,93,5,0.0
1,94,6,0.0
1,95,7,0.0
1,96,0,0.0
1,97,1,0.0
1,98,2,0.0
1,99,3,0.0
1,100,4,967.0
1,101,5,0.0
1,102,6,865.0
1,103,7,10628.0
1,104,0,0.0
1,105,1,0.0
1,106,2,0.0
1,107,3,0.0
1,108,4,0.0
1,109,5,0.0
1,110,6,0.0
1,111,7,0.0
1,112,0,10628.0
1,113,1,0.0
1,114,2,0.0
1,115,3,12000.0
1,116,4,0.0
1,117,5,2843.0
1,118,6,360.0
1,119,7,0.0
1,120,0,0.0
1,121,1,0.0
1,122,2,0.0
1,123,3,0.0
1,124,4,0.0
1,125,5,0.0
1,126,6,0.0
1,127,7,10628.0
2,0,0,0.0
2,1,1,10500.0
2,2,2,0.0
2,3,3,0.0
2,4,4,875.0
2,5,5,0.0
2,6,6,10500.0
2,7,7,0.0
2,8,0,0.0
2,9,1,0.0
2,10,2,0.0
2,11,3,0.0
2,12,4,0.0
2,13,5,0.0
2,14,6,0.0
2,15,7,0.0
2,16,0,0.0
2,17,1,10500.0
2,18,2,19628.0
2,19,3,0.0
2,20,4,0.0
2,21,5,0.0
2,22,6,0.0
2,23,7,0.0
2,24,0,10500.0
2,25,1,1394.0
2,26,2,0.0
2,27,3,0.0
2,28,4,0.0
2,29,5,0.0
2,30,6,0.0
2,31,7,0.0
2,32,0,0.0
2,33,1,0.0
2,34,2,0.0
2,35,3,0.0
2,36,4,0.0
2,37,5,0.0
2,38,6,0.0
2,39,7,0.0
2,40,0,0.0
2,41,1,0.0
2,42,2,0.0
2,43,3,0.0
2,44,4,0.0
2,45,5,0.0
2,46,6,0.0
2,47,7,10500.0
2,48,0,0.0
2,49,1,0.0
2,50,2,0.0
2,51,3,0.0
2,52,4,9128.0
2,53,5,0.0
2,54,6,9128.0
2,55,7,0.0
2,56,0,0.0
2,57,1,0.0
2,58,2,0.0
2,59,3,0.0
2,60,4,0.0
2,61,5,0.0
2,62,6,0.0
2,63,7,0.0
2,64,0,0.0
2,65,1,0.0
2,66,2,0.0
2,67,3,0.0
2,68,4,0.0
2,69,5,9128.0
2,70,6,6384.0
2,71,7,0.0
2,72,0,0.0
2,73,1,0.0
2,74,2,0.0
2,75,3,0.0
2,76,4,0.0
2,77,5,0.0
2,78,6,0.0
2,79,7,0.0
2,80,0,0.0
2,81,1,0.0
2,82,2,0.0
2,83,3,0.0
2,84,4,10500.0
2,85,5,0.0
2,86,6,0.0
2,87,7,0.0
2,88,0,0.0
2,89,1,0.0
2,90,2,0.0
2,91,3,0.0
2,92,4,1046.0
2,93,5,0.0
2,94,6,0.0
2,95,7,0.0
2,96,0,0.0
2,97,1,0.0
2,98,2,0.0
2,99,3,0.0
2,100,4,2877.0
2,101,5,0.0
2,102,6,0.0
2,103,7,9128.0
2,104,0,0.0
2,105,1,0.0
2,106,2,0.0
2,107,3,0.0
2,108,4,0.0
2,109,5,0.0
2,110,6,0.0
2,111,7,0.0
2,112,0,10500.0
2,113,1,0.0
2,114,2,0.0
2,115,3,10500.0
2,116,4,0.0
2,117,5,693.0
2,118,6,1863.0
2,119,7,0.0
2,120,0,0.0
2,121,1,0.0
2,122,2,0.0
2,123,3,0.0
2,124,4,0.0
2,125,5,0.0
2,126,6,0.0
2,127,7,10500.0
3,0,0,0.0
3,1,1,12000.0
3,2,2,0.0
3,3,3,0.0
3,4,4,1046.0
3,5,5,0.0
3,6,6,10628.0
3,7,7,0.0
3,8,0,0.0
3,9,1,0.0
3,10,2,0.0
3,11,3,0.0
3,12,4,0.0
3,13,5,0.0
3,14,6,0.0
3,15,7,0.0
3,16,0,0.0
3,17,1,12000.0
3,18,2,18512.0
3,19,3,0.0
3,20,4,0.0
3,21,5,0.0
3,22,6,0.0
3,23,7,0.0
3,24,0,12000.0
3,25,1,406.0
3,26,2,0.0
3,27,3,0.0
3,28,4,0.0
3,29,5,0.0
3,30,6,0.0
3,31,7,0.0
3,32,0,0.0
3,33,1,0.0
3,34,2,0.0
3,35,3,0.0
3,36,4,464.0
3,37,5,0.0
3,38,6,0.0
3,39,7,0.0
3,40,0,0.0
3,41,1,0.0
3,42,2,0.0
3,43,3,0.0
3,44,4,0.0
3,45,5,0.0
3,46,6,0.0
3,47,7,10628.0
3,48,0,0.0
3,49,1,0.0
3,50,2,0.0
3,51,3,0.0
3,52,4,9256.0
3,53,5,0.0
3,54,6,12000.0
3,55,7,0.0
3,56,0,0.0
3,57,1,0.0
3,58,2,0.0
3,59,3,0.0
3,60,4,0.0
3,61,5,0.0
3,62,6,0.0
3,63,7,0.0
3,64,0,0.0
3,65,1,0.0
3,66,2,0.0
3,67,3,0.0
3,68,4,0.0
3,69,5,10628.0
3,70,6,12672.0
3,71,7,0.0
3,72,0,0.0
3,73,1,0.0
3,74,2,0.0
3,75,3,0.0
3,76,4,0.0
3,77,5,0.0
3,78,6,0.0
3,79,7,0.0
3,80,0,0.0
3,81,1,1369.0
3,82,2,0.0
3,83,3,0.0
3,84,4,12000.0
3,85,5,0.0
3,86,6,0.0
3,87,7,0.0
3,88,0,0.0
3,89,1,0.0
3,90,2,0.0
3,91,3,0.0
3,92,4,0.0
3,93,5,0.0
3,94,6,0.0
3,95,7,0.0
3,96,0,0.0
3,97,1,0.0
3,98,2,0.0
3,99,3,0.0
3,100,4,637.0
3,101,5,0.0
3,102,6,0.0
3,103,7,10628.0
3,104,0,0.0
3,105,1,0.0
3,106,2,0.0
3,107,3,0.0
3,108,4,0.0
3,109,5,0.0
3,110,6,0.0
3,111,7,0.0
3,112,0,9256.0
3,113,1,0.0
3,114,2,0.0
3,115,3,12000.0
3,116,4,0.0
3,117,5,176.0
3,118,6,742.0
3,119,7,409.0
3,120,0,0.0
3,121,1,0.0
3,122,2,0.0
3,123,3,0.0
3,124,4,0.0
3,125,5,0.0
3,126,6,0.0
3,127,7,11394.0
4,0,0,0.0
4,1,1,12000.0
4,2,2,0.0
4,3,3,0.0
4,4,4,0.0
4,5,5,0.0
4,6,6,10628.0
4,7,7,0.0
4,8,0,0.0
4,9,1,0.0
4,10,2,0.0
4,11,3,0.0
4,12,4,0.0
4,13,5,0.0
4,14,6,0.0
4,15,7,0.0
4,16,0,0.0
4,17,1,10628.0
4,18,2,22628.0
4,19,3,0.0
4,20,4,0.0
4,21,5,0.0
4,22,6,0.0
4,23,7,0.0
4,24,0,9256.0
4,25,1,303.0
4,26,2,0.0
4,27,3,0.0
4,28,4,0.0
4,29,5,0.0
4,30,6,0.0
4,31,7,0.0
4,32,0,0.0
4,33,1,0.0
4,34,2,0.0
4,35,3,0.0
4,36,4,0.0
4,37,5,0.0
4,38,6,0.0
4,39,7,0.0
4,40,0,0.0
4,41,1,0.0
4,42,2,0.0
4,43,3,0.0
4,44,4,0.0
4,45,5,0.0
4,46,6,0.0
