epoch,bucket,queue,bytes
0,0,0,638.0
0,1,1,14560.0
0,2,2,0.0
0,3,3,0.0
0,4,4,17348.0
0,5,5,8800.0
0,6,6,0.0
0,7,7,0.0
0,8,0,16512.0
0,9,1,0.0
0,10,2,2656.0
0,11,3,0.0
0,12,4,0.0
0,13,5,10848.0
0,14,6,19172.0
0,15,7,12256.0
0,16,0,9568.0
0,17,1,22628.0
0,18,2,0.0
0,19,3,5632.0
0,20,4,0.0
0,21,5,0.0
0,22,6,1769.0
0,23,7,10628.0
0,24,0,0.0
0,25,1,20704.0
0,26,2,4987.0
0,27,3,9312.0
0,28,4,10628.0
0,29,5,20228.0
0,30,6,0.0
0,31,7,10176.0
0,32,0,12896.0
0,33,1,12580.0
0,34,2,24672.0
0,35,3,717.0
0,36,4,0.0
0,37,5,0.0
0,38,6,12000.0
0,39,7,5888.0
0,40,0,5088.0
0,41,1,0.0
0,42,2,7360.0
0,43,3,7648.0
0,44,4,0.0
0,45,5,5120.0
0,46,6,0.0
0,47,7,0.0
0,48,0,9615.0
0,49,1,0.0
0,50,2,0.0
0,51,3,3648.0
0,52,4,0.0
0,53,5,0.0
0,54,6,0.0
0,55,7,3392.0
0,56,0,29004.0
0,57,1,18056.0
0,58,2,0.0
0,59,3,3872.0
0,60,4,9256.0
0,61,5,4224.0
0,62,6,0.0
0,63,7,5120.0
0,64,0,0.0
0,65,1,9256.0
0,66,2,5632.0
0,67,3,16480.0
0,68,4,0.0
0,69,5,5344.0
0,70,6,10628.0
0,71,7,9888.0
0,72,0,10628.0
0,73,1,21092.0
0,74,2,0.0
0,75,3,0.0
0,76,4,0.0
0,77,5,0.0
0,78,6,0.0
0,79,7,4608.0
0,80,0,0.0
0,81,1,0.0
0,82,2,0.0
0,83,3,15488.0
0,84,4,4352.0
0,85,5,0.0
0,86,6,0.0
0,87,7,0.0
0,88,0,0.0
0,89,1,0.0
0,90,2,0.0
0,91,3,12000.0
0,92,4,0.0
0,93,5,8640.0
0,94,6,14304.0
0,95,7,13088.0
0,96,0,33056.0
0,97,1,0.0
0,98,2,3744.0
0,99,3,12000.0
0,100,4,13924.0
0,101,5,0.0
0,102,6,1632.0
0,103,7,12000.0
0,104,0,43456.0
0,105,1,0.0
0,106,2,5184.0
0,107,3,2656.0
0,108,4,0.0
0,109,5,7168.0
0,110,6,11776.0
0,111,7,9408.0
0,112,0,0.0
0,113,1,0.0
0,114,2,10628.0
0,115,3,12032.0
0,116,4,0.0
0,117,5,0.0
0,118,6,8352.0
0,119,7,9760.0
0,120,0,3936.0
0,121,1,9184.0
0,122,2,22628.0
0,123,3,0.0
0,124,4,10560.0
0,125,5,0.0
0,126,6,0.0
0,127,7,0.0
1,0,0,876.0
1,1,1,7520.0
1,2,2,4091.0
1,3,3,0.0
1,4,4,12000.0
1,5,5,6144.0
1,6,6,0.0
1,7,7,0.0
1,8,0,23456.0
1,9,1,2675.0
1,10,2,6368.0
1,11,3,0.0
1,12,4,0.0
1,13,5,14208.0
1,14,6,23396.0
1,15,7,9256.0
1,16,0,10880.0
1,17,1,21256.0
1,18,2,0.0
1,19,3,5312.0
1,20,4,0.0
1,21,5,0.0
1,22,6,0.0
1,23,7,10628.0
1,24,0,0.0
1,25,1,28992.0
1,26,2,6329.0
1,27,3,2304.0
1,28,4,9256.0
1,29,5,15520.0
1,30,6,0.0
1,31,7,12512.0
1,32,0,8640.0
1,33,1,19132.0
1,34,2,640.0
1,35,3,235.0
1,36,4,0.0
1,37,5,0.0
1,38,6,9256.0
1,39,7,1792.0
1,40,0,3776.0
1,41,1,332.0
1,42,2,736.0
1,43,3,4960.0
1,44,4,0.0
1,45,5,2272.0
1,46,6,0.0
1,47,7,0.0
1,48,0,1290.0
1,49,1,0.0
1,50,2,0.0
1,51,3,5805.0
1,52,4,0.0
1,53,5,0.0
1,54,6,0.0
1,55,7,97.0
1,56,0,27504.0
1,57,1,10792.0
1,58,2,0.0
1,59,3,4000.0
1,60,4,10628.0
1,61,5,4992.0
1,62,6,0.0
1,63,7,1760.0
1,64,0,0.0
1,65,1,22340.0
1,66,2,2592.0
1,67,3,8000.0
1,68,4,0.0
