epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,jain_P,gini_B_gen,handoffs_committed,handoffs_pending,released_buffered_bytes,released_buffered_pkts,released_buffered_pkts_dropped_at_dst,handoff_buffer_overflow_pkts,pcie_drop_pkts,pcie_accept_pkts,pcie_accept_bytes,pcie_fifo_peak_bytes,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
10,193419.0,193419.0,0.0,147,147,0,0.0,0.00048828125,0.000286865234375,0.00017679136179150684,0.7258997971942998,0.184959207730367,0,0,0.0,0,0,0,0,2922,687804.0,53467.0,0.000390625,22321.0,0.0,21,0.000390625,24253.0,0.0,19,0.000390625,24000.0,0.0,15,0.0,10628.0,0.0,8,0.00048828125,26364.0,0.0,17,0.0,15292.0,0.0,12,0.000244140625,35933.0,0.0,25,0.000390625,34628.0,0.0,23
11,176073.0,176073.0,0.0,147,147,0,0.0,0.0006347656249999999,0.00032348632812499993,0.0001793021340523484,0.7654813901784856,0.1664174802496683,0,0,0.0,0,0,0,0,3158,697905.0,55145.0,0.00029296875,21774.0,0.0,21,0.00029296875,19758.0,0.0,18,0.00029296875,22628.0,0.0,16,0.0,12418.0,0.0,11,0.00029296875,21636.0,0.0,17,0.000244140625,14096.0,0.0,11,0.0006347656249999999,31635.0,0.0,25,0.0005371093749999999,32128.0,0.0,24
12,181526.0,181526.0,0.0,148,148,0,0.0,0.00068359375,0.000335693359375,0.00015136226522994683,0.8309482074343342,0.2161398367176044,0,0,0.0,0,0,0,0,2943,671830.0,54916.0,0.00029296875,21256.0,0.0,16,0.00029296875,21647.0,0.0,17,0.00029296875,18512.0,0.0,16,0.000244140625,11471.0,0.0,9,0.00029296875,21566.0,0.0,17,0.000146484375,13212.0,0.0,10,0.00043945312499999996,33256.0,0.0,24,0.00068359375,40606.0,0.0,37
13,168924.0,168924.0,0.0,127,127,0,0.0,0.000146484375,3.662109375e-05,6.342959500374306e-05,0.25955256787251896,0.19758145674978,0,0,0.0,0,0,0,0,3136,648608.0,56100.0,0.0,20778.0,0.0,18,0.0,21000.0,0.0,16,0.0,23181.0,0.0,21,0.000146484375,10512.0,0.0,10,0.0,21000.0,0.0,16,0.0,9643.0,0.0,9,0.000146484375,29904.0,0.0,25,0.0,32906.0,0.0,27
14,182775.0,182775.0,0.0,150,150,0,0.0,0.000244140625,7.9345703125e-05,0.00010624325674761482,0.36337791852638257,0.17402202161126978,0,0,0.0,0,0,0,0,2880,624831.0,46400.0,0.0,23186.0,0.0,18,0.000244140625,23596.0,0.0,17,0.0,19527.0,0.0,18,0.0,14605.0,0.0,20,0.000244140625,24715.0,0.0,18,0.0,12000.0,0.0,8,0.000146484375,30258.0,0.0,25,0.0,34888.0,0.0,25
15,176171.0,176171.0,0.0,145,145,0,0.0,0.00048828125,0.000128173828125,0.00016182951151810123,0.3883559878961707,0.16479088499242134,0,0,0.0,0,0,0,0,2759,655232.0,51660.0,0.000244140625,21256.0,0.0,15,0.000146484375,21597.0,0.0,17,0.0,23650.0,0.0,19,0.0,12746.0,0.0,15,0.0,22050.0,0.0,19,0.0,12423.0,0.0,9,0.000146484375,31531.0,0.0,26,0.00048828125,30918.0,0.0,23
16,188405.0,188405.0,0.0,152,152,0,0.0,0.0005371093749999999,0.0003662109375,0.00016194456984157225,0.8369201165086549,0.18552917916191114,0,0,0.0,0,0,0,0,2862,681298.0,51336.0,0.000390625,26179.0,0.0,18,0.000390625,25155.0,0.0,19,0.00048828125,21228.0,0.0,17,0.000244140625,11036.0,0.0,8,0.00048828125,25841.0,0.0,18,0.0,12491.0,0.0,9,0.000390625,30760.0,0.0,27,0.0005371093749999999,35715.0,0.0,27
17,185703.0,185703.0,0.0,149,149,0,0.0,0.0005371093749999999,0.00031738281249999996,0.00011187928942763278,0.8893509799877378,0.18305910513023393,0,0,0.0,0,0,0,0,2856,663863.0,50060.0,0.00029296875,21904.0,0.0,17,0.00029296875,24128.0,0.0,17,0.00029296875,22107.0,0.0,17,0.000146484375,12862.0,0.0,11,0.00029296875,19399.0,0.0,17,0.000244140625,15130.0,0.0,16,0.0005371093749999999,33980.0,0.0,25,0.00043945312499999996,36193.0,0.0,27
18,157186.0,157186.0,0.0,132,132,0,0.0,0.00029296875,5.4931640624999995e-05,0.00010194881035455362,0.23090400728493415,0.1792351099970726,0,0,0.0,0,0,0,0,2691,578536.0,49660.0,0.000146484375,19047.0,0.0,20,0.0,19973.0,0.0,20,0.0,17357.0,0.0,17,0.0,11879.0,0.0,11,0.00029296875,22450.0,0.0,17,0.0,10340.0,0.0,12,0.0,26012.0,0.0,24,0.0,30128.0,0.0,24
19,180307.0,180307.0,0.0,139,139,0,0.0,0.0,0.0,0.0,0.06015037593984962,0.19660426383889607,0,0,0.0,0,0,0,0,2828,654088.0,50767.0,0.0,20395.0,0.0,18,0.0,22176.0,0.0,20,0.0,21256.0,0.0,16,0.0,12000.0,0.0,8,0.0,21630.0,0.0,19,0.0,12500.0,0.0,9,0.0,36313.0,0.0,25,0.0,34037.0,0.0,27
20,188667.0,188667.0,0.0,145,145,0,0.0,0.00048828125,0.00018310546875,0.00016148384466946965,0.5646547859310561,0.1771818866044399,0,0,0.0,0,0,0,0,2712,651217.0,50904.0,0.000244140625,20846.0,0.0,16,0.000244140625,27323.0,0.0,19,0.000244140625,24000.0,0.0,15,0.0,13002.0,0.0,11,0.0,24000.0,0.0,16,0.0,12677.0,0.0,9,0.000244140625,33825.0,0.0,26,0.00048828125,32994.0,0.0,27
21,177891.0,177891.0,0.0,143,143,0,0.0,0.00029296875,0.000201416015625,5.6929803790825284e-05,0.9256902528630658,0.17905838406664665,0,0,0.0,0,0,0,0,3016,654590.0,50312.0,0.000146484375,22628.0,0.0,16,0.000146484375,17678.0,0.0,18,0.000146484375,21256.0,0.0,16,0.000244140625,10771.0,0.0,8,0.000244140625,28530.0,0.0,21,0.000244140625,15741.0,0.0,12,0.000146484375,27768.0,0.0,24,0.00029296875,33519.0,0.0,25
22,184944.0,184944.0,0.0,144,144,0,0.0,0.0006347656249999999,0.00037841796874999996,0.00015774960917138773,0.851871165633034,0.19805589800155632,0,0,0.0,0,0,0,0,2734,615226.0,41820.0,0.000390625,23223.0,0.0,16,0.000390625,25293.0,0.0,19,0.000390625,23082.0,0.0,16,0.000146484375,10628.0,0.0,8,0.000390625,20972.0,0.0,20,0.000146484375,12829.0,0.0,9,0.0006347656249999999,31974.0,0.0,24,0.0005371093749999999,36943.0,0.0,25
23,162473.0,162473.0,0.0,130,130,0,0.0,0.00029296875,0.000128173828125,0.00011434932858395505,0.5597775659592388,0.2021835935817018,0,0,0.0,0,0,0,0,2656,578374.0,46848.0,0.00029296875,18512.0,0.0,16,0.0,19246.0,0.0,18,0.0,20086.0,0.0,21,0.0,9128.0,0.0,8,0.00029296875,20447.0,0.0,17,0.000146484375,12000.0,0.0,8,0.000146484375,30666.0,0.0,25,0.000146484375,32388.0,0.0,26
24,175274.0,175274.0,0.0,141,141,0,0.0,0.000244140625,6.103515625e-05,0.0001057159916729051,0.2559005376780183,0.20288804956810402,0,0,0.0,0,0,0,0,2565,585326.0,48451.0,0.0,21000.0,0.0,16,0.000244140625,21851.0,0.0,21,0.0,27640.0,0.0,24,0.000244140625,11731.0,0.0,9,0.0,18611.0,0.0,19,0.0,10500.0,0.0,8,0.0,29441.0,0.0,25,0.0,34500.0,0.0,24
25,177428.0,177428.0,0.0,138,138,0,0.0,0.00048828125,0.00010986328125,0.00019184855524294084,0.25025059342834305,0.19784645039114368,0,0,0.0,0,0,0,0,2793,646736.0,51434.0,0.0,19884.0,0.0,16,0.000390625,23310.0,0.0,16,0.0,20250.0,0.0,19,0.0,11322.0,0.0,12,0.0,23548.0,0.0,18,0.0,12000.0,0.0,8,0.00048828125,35230.0,0.0,23,0.0,31884.0,0.0,24
26,178590.0,178590.0,0.0,139,139,0,0.0,0.00048828125,0.00025634765625,0.00012388783648794213,0.8112949151772071,0.18865977938294343,0,0,0.0,0,0,0,0,2855,661264.0,54556.0,0.0,22156.0,0.0,18,0.00029296875,22628.0,0.0,16,0.000244140625,23173.0,0.0,17,0.000244140625,13135.0,0.0,10,0.000244140625,20764.0,0.0,16,0.000244140625,10222.0,0.0,10,0.00029296875,33256.0,0.0,24,0.00048828125,33256.0,0.0,22
27,182698.0,182698.0,0.0,142,142,0,0.0,0.0006347656249999999,0.0003173828125,0.00017605230837226506,0.7646151858446706,0.17805750473458848,0,0,0.0,0,0,0,0,2878,669641.0,51767.0,0.000244140625,24212.0,0.0,16,0.000146484375,23912.0,0.0,19,0.000390625,21256.0,0.0,15,0.000146484375,13344.0,0.0,12,0.0006347656249999999,25578.0,0.0,21,0.000146484375,10628.0,0.0,8,0.0005371093749999999,29140.0,0.0,23,0.00029296875,34628.0,0.0,24
28,181212.0,181212.0,0.0,142,142,0,0.0,0.0006347656249999999,0.0003601074218749999,0.0001636607382542959,0.8287267635243054,0.19470978743129508,0,0,0.0,0,0,0,0,2437,616917.0,48156.0,0.000390625,22315.0,0.0,16,0.0006347656249999999,29930.0,0.0,25,0.00029296875,18512.0,0.0,16,0.000146484375,12299.0,0.0,9,0.00029296875,21016.0,0.0,18,0.000146484375,12000.0,0.0,8,0.00043945312499999996,33256.0,0.0,24,0.0005371093749999999,31884.0,0.0,23
29,159386.0,159386.0,0.0,123,123,0,0.0,0.0,0.0,0.0,0.06015037593984962,0.17009649530071558,0,0,0.0,0,0,0,0,2663,598075.0,52194.0,0.0,20001.0,0.0,18,0.0,19756.0,0.0,18,0.0,19628.0,0.0,16,0.0,10929.0,0.0,11,0.0,23350.0,0.0,19,0.0,10500.0,0.0,8,0.0,28756.0,0.0,24,0.0,26466.0,0.0,26
30,170188.0,170188.0,0.0,129,129,0,0.0,0.00048828125,0.00018310546875,0.00016148384466946965,0.5646547859310561,0.2059986603050734,0,0,0.0,0,0,0,0,2680,654686.0,58712.0,0.000244140625,21256.0,0.0,15,0.0,22628.0,0.0,16,0.00048828125,22628.0,0.0,14,0.000244140625,9256.0,0.0,7,0.0,21256.0,0.0,16,0.0,9256.0,0.0,8,0.000244140625,33256.0,0.0,23,0.000244140625,30652.0,0.0,24
31,179583.0,179583.0,0.0,133,133,0,0.0,0.00048828125,0.00018310546875,0.00013090582635209483,0.6624626026620183,0.20726418981752093,0,0,0.0,0,0,0,0,2586,635895.0,50368.0,0.000146484375,24000.0,0.0,16,0.00048828125,20249.0,0.0,15,0.000146484375,21256.0,0.0,17,0.000146484375,10628.0,0.0,8,0.000244140625,22369.0,0.0,16,0.0,12000.0,0.0,8,0.000146484375,31884.0,0.0,24,0.000146484375,37197.0,0.0,27
32,177788.0,177788.0,0.0,140,140,0,0.0,0.0006347656249999999,0.00029907226562499997,0.00015904314234369362,0.7794393115122715,0.19966617544491094,0,0,0.0,0,0,0,0,3087,657742.0,50203.0,0.000390625,20095.0,0.0,17,0.00029296875,21256.0,0.0,16,0.000146484375,19884.0,0.0,16,0.000146484375,12478.0,0.0,10,0.000146484375,23403.0,0.0,17,0.000244140625,12000.0,0.0,7,0.000390625,37649.0,0.0,28,0.0006347656249999999,31023.0,0.0,24
33,177851.0,177851.0,0.0,142,142,0,0.0,0.0005371093749999999,0.00032958984374999997,0.00012860905460025315,0.8677488213585588,0.2009188871583507,0,0,0.0,0,0,0,0,2808,652227.0,52032.0,0.00029296875,22628.0,0.0,16,0.00029296875,21150.0,0.0,19,0.000390625,19884.0,0.0,15,0.000146484375,14499.0,0.0,15,0.000390625,22628.0,0.0,15,0.000146484375,9256.0,0.0,8,0.0005371093749999999,30598.0,0.0,25,0.00043945312499999996,37208.0,0.0,26
34,157590.0,157590.0,0.0,126,126,0,0.0,0.0,0.0,0.0,0.06015037593984962,0.20888381242464527,0,0,0.0,0,0,0,0,2823,600271.0,50800.0,0.0,17190.0,0.0,17,0.0,19628.0,0.0,16,0.0,19503.0,0.0,20,0.0,9883.0,0.0,9,0.0,20396.0,0.0,19,0.0,9743.0,0.0,9,0.0,32491.0,0.0,28,0.0,28756.0,0.0,24
35,191300.0,191300.0,0.0,159,159,0,0.0,0.00048828125,6.103515625e-05,0.00016148384466946965,0.12853852499825885,0.17995426032409756,0,0,0.0,0,0,0,0,3122,704436.0,54392.0,0.0,23189.0,0.0,19,0.0,23982.0,0.0,18,0.00048828125,26386.0,0.0,22,0.0,9560.0,0.0,9,0.0,28537.0,0.0,26,0.0,14082.0,0.0,12,0.0,33232.0,0.0,26,0.0,32332.0,0.0,25
36,191350.0,191350.0,0.0,155,155,0,0.0,0.000244140625,0.000201416015625,8.256682897014578e-05,0.8569102279222809,0.18147504572772322,0,0,0.0,0,0,0,0,2775,669397.0,51071.0,0.000244140625,24003.0,0.0,17,0.0,23206.0,0.0,20,0.000146484375,18758.0,0.0,18,0.000244140625,14020.0,0.0,10,0.000244140625,23770.0,0.0,21,0.000244140625,15107.0,0.0,12,0.000244140625,36112.0,0.0,24,0.000244140625,36374.0,0.0,28
37,179779.0,179779.0,0.0,141,141,0,0.0,0.0006347656249999999,0.000262451171875,0.00020270656622821794,0.6268620159364573,0.21640528092824995,0,0,0.0,0,0,0,0,2743,623382.0,48456.0,0.000390625,20048.0,0.0,17,0.00048828125,24128.0,0.0,15,0.000146484375,18512.0,0.0,16,0.0,9256.0,0.0,9,0.000146484375,25093.0,0.0,22,0.000146484375,13144.0,0.0,11,0.0006347656249999999,34628.0,0.0,22,0.000146484375,34970.0,0.0,25
38,193734.0,193734.0,0.0,153,153,0,0.0,0.00087890625,0.00042724609375,0.0002450544421372648,0.7524085406917712,0.16930688469757427,0,0,0.0,0,0,0,0,2665,640300.0,54505.0,0.00029296875,20285.0,0.0,17,0.00078125,25068.0,0.0,21,0.000390625,26655.0,0.0,20,0.000244140625,13706.0,0.0,10,0.000390625,26029.0,0.0,17,0.000146484375,14261.0,0.0,11,0.00029296875,32265.0,0.0,26,0.00087890625,35465.0,0.0,24
39,195112.0,195112.0,0.0,152,152,0,0.0,0.0005371093749999999,0.00023193359375,0.00018228985013510836,0.6193710180476072,0.18878387797777618,0,0,0.0,0,0,0,0,2634,610070.0,49985.0,0.0005371093749999999,24177.0,0.0,20,0.00029296875,30364.0,0.0,28,0.00029296875,22628.0,0.0,16,0.000146484375,14016.0,0.0,11,0.0,25223.0,0.0,23,0.0,10500.0,0.0,8,0.000146484375,31715.0,0.0,25,0.00043945312499999996,36489.0,0.0,27
40,157518.0,157518.0,0.0,128,128,0,0.0,0.0,0.0,0.0,0.06015037593984962,0.23413673357965337,0,0,0.0,0,0,0,0,2952,637269.0,54888.0,0.0,22490.0,0.0,21,0.0,15201.0,0.0,19,0.0,18256.0,0.0,16,0.0,7756.0,0.0,8,0.0,20364.0,0.0,17,0.0,10628.0,0.0,8,0.0,32194.0,0.0,25,0.0,30629.0,0.0,26
41,182201.0,182201.0,0.0,140,140,0,0.0,0.00048828125,0.000152587890625,0.00016991468392425603,0.4492201892510123,0.18981303615238043,0,0,0.0,0,0,0,0,2755,620871.0,50384.0,0.0,21256.0,0.0,16,0.0,23799.0,0.0,19,0.000244140625,21256.0,0.0,15,0.000244140625,14185.0,0.0,9,0.0,27440.0,0.0,21,0.000244140625,9256.0,0.0,7,0.00048828125,33125.0,0.0,24,0.0,31884.0,0.0,24
42,181350.0,181350.0,0.0,137,137,0,0.0,0.000732421875,0.0002685546875,0.00025016969643456053,0.5363323020974685,0.1691742486903769,0,0,0.0,0,0,0,0,2996,647181.0,46748.0,0.00048828125,22628.0,0.0,14,0.00048828125,24717.0,0.0,15,0.000146484375,22628.0,0.0,16,0.000146484375,13319.0,0.0,14,0.0,21865.0,0.0,17,0.0,12000.0,0.0,9,0.000146484375,30937.0,0.0,26,0.000732421875,33256.0,0.0,21
43,187639.0,187639.0,0.0,152,152,0,0.0,0.00087890625,0.00037841796875,0.00022342535666165924,0.7414523557758171,0.22523236107632116,0,0,0.0,0,0,0,0,2807,650323.0,49656.0,0.00029296875,22628.0,0.0,16,0.000146484375,24171.0,0.0,24,0.000390625,21256.0,0.0,15,0.000146484375,12449.0,0.0,14,0.00048828125,20479.0,0.0,15,0.000244140625,10628.0,0.0,7,0.00087890625,41076.0,0.0,29,0.00043945312499999996,34952.0,0.0,26
44,182975.0,182975.0,0.0,136,136,0,0.0,0.00043945312499999996,0.00030517578125,0.00010849846700824694,0.887651879196466,0.22548640524661745,0,0,0.0,0,0,0,0,2752,656589.0,49838.0,0.00029296875,24000.0,0.0,16,0.000390625,23276.0,0.0,17,0.00029296875,22628.0,0.0,16,0.000146484375,10628.0,0.0,8,0.00029296875,18575.0,0.0,18,0.000146484375,10628.0,0.0,8,0.00043945312499999996,37240.0,0.0,29,0.00043945312499999996,36000.0,0.0,24
45,163440.0,163440.0,0.0,131,131,0,0.0,0.000146484375,1.8310546875e-05,4.844515340084089e-05,0.13639307048725063,0.16017804698972005,0,0,0.0,0,0,0,0,2776,612219.0,52700.0,0.0,18256.0,0.0,16,0.0,21484.0,0.0,17,0.0,19628.0,0.0,16,0.0,13562.0,0.0,12,0.000146484375,22278.0,0.0,20,0.0,11386.0,0.0,13,0.0,29398.0,0.0,27,0.0,27448.0,0.0,25
46,176160.0,176160.0,0.0,141,141,0,0.0,0.000244140625,7.9345703125e-05,0.00010624325674761482,0.36337791852638257,0.1970552338782916,0,0,0.0,0,0,0,0,2772,630618.0,48588.0,0.0,17140.0,0.0,16,0.000244140625,23414.0,0.0,19,0.0,21256.0,0.0,16,0.0,9256.0,0.0,8,0.000146484375,25566.0,0.0,19,0.0,14909.0,0.0,11,0.000244140625,31363.0,0.0,26,0.0,33256.0,0.0,24
47,181099.0,181099.0,0.0,142,142,0,0.0,0.000390625,0.00014648437500000002,0.0001337213275159097,0.5480279532764568,0.1784210569909268,0,0,0.0,0,0,0,0,2594,627606.0,53516.0,0.0,22628.0,0.0,16,0.000146484375,22628.0,0.0,16,0.000244140625,24000.0,0.0,15,0.0,12000.0,0.0,8,0.000146484375,22818.0,0.0,19,0.000244140625,11453.0,0.0,13,0.000390625,33250.0,0.0,25,0.0,32322.0,0.0,27
48,190306.0,190306.0,0.0,155,155,0,0.0,0.0006347656249999999,0.000335693359375,0.00020048910773506887,0.7375588182269801,0.13982349479259648,0,0,0.0,0,0,0,0,2787,676149.0,53596.0,0.000244140625,24768.0,0.0,18,0.0006347656249999999,26681.0,0.0,19,0.0,22628.0,0.0,17,0.000244140625,17199.0,0.0,13,0.000390625,23448.0,0.0,19,0.000146484375,13184.0,0.0,14,0.0005371093749999999,32844.0,0.0,25,0.00048828125,29554.0,0.0,23
49,189106.0,189106.0,0.0,159,159,0,0.0,0.0005371093749999999,0.000341796875,0.00013810679320049756,0.8595502956347811,0.21460318551500124,0,0,0.0,0,0,0,0,2934,664969.0,49752.0,0.000390625,22114.0,0.0,17,0.00029296875,25492.0,0.0,23,0.00048828125,24076.0,0.0,16,0.000146484375,8306.0,0.0,9,0.00029296875,34722.0,0.0,36,0.000146484375,10628.0,0.0,8,0.00043945312499999996,33256.0,0.0,24,0.0005371093749999999,30512.0,0.0,23
50,171701.0,171701.0,0.0,134,134,0,0.0,0.000146484375,3.662109375e-05,6.342959500374306e-05,0.25955256787251896,0.20616871771276712,0,0,0.0,0,0,0,0,2651,590409.0,52604.0,0.0,19628.0,0.0,16,0.0,21600.0,0.0,20,0.0,19628.0,0.0,16,0.000146484375,12193.0,0.0,11,0.000146484375,24675.0,0.0,27,0.0,9128.0,0.0,8,0.0,31500.0,0.0,24,0.0,33349.0,0.0,26
51,189234.0,189234.0,0.0,151,151,0,0.0,0.000244140625,6.7138671875e-05,9.11449250675542e-05,0.3578697100782796,0.20299866831541813,0,0,0.0,0,0,0,0,2603,644220.0,53804.0,0.0,21256.0,0.0,16,0.0,24076.0,0.0,23,0.0,18512.0,0.0,16,0.000146484375,14250.0,0.0,11,0.000146484375,27844.0,0.0,23,0.0,12000.0,0.0,8,0.0,37634.0,0.0,29,0.000244140625,33662.0,0.0,24
52,204076.0,204076.0,0.0,176,176,0,0.0,0.00048828125,9.765625e-05,0.00016009371397221684,0.27454187341515407,0.22192345008722159,0,0,0.0,0,0,0,0,2554,606161.0,47623.0,0.0,18512.0,0.0,16,0.00048828125,36916.0,0.0,35,0.0,21428.0,0.0,20,0.0,13402.0,0.0,12,0.000146484375,28999.0,0.0,26,0.0,12000.0,0.0,8,0.0,33256.0,0.0,24,0.000146484375,39563.0,0.0,34
53,183926.0,183926.0,0.0,157,157,0,0.0,0.00048828125,0.0002685546875,0.00016377451007078538,0.7294782554032734,0.23467318378043256,0,0,0.0,0,0,0,0,2855,650438.0,47652.0,0.000244140625,22181.0,0.0,17,0.000146484375,24106.0,0.0,21,0.00048828125,31173.0,0.0,26,0.0,11295.0,0.0,10,0.000146484375,22472.0,0.0,19,0.000244140625,5140.0,0.0,7,0.00048828125,31884.0,0.0,22,0.000390625,35675.0,0.0,29
54,175522.0,175522.0,0.0,146,146,0,0.0,0.0005371093749999999,0.00030517578125,0.00012388783648794213,0.858392844761595,0.19471775617871168,0,0,0.0,0,0,0,0,2856,639496.0,56979.0,0.000390625,26264.0,0.0,20,0.000390625,22196.0,0.0,18,0.00029296875,19137.0,0.0,17,0.000244140625,9256.0,0.0,7,0.000146484375,24439.0,0.0,22,0.000146484375,12000.0,0.0,8,0.00029296875,30512.0,0.0,24,0.0005371093749999999,31718.0,0.0,26
