epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,reassignments,pred_risk_max,pcie_drop_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
13,171080.0,171080.0,0.0,681,681,0,0.0,0.130224609375,0.044274902343750006,0.04142507269225019,0.5332168311207247,0.2011091302314698,681,136233.42131693335,126307.47039989906,335788.93163428234,340102.01754950423,341299.835863496,341518.9192193751,0,0.07035854962390925,0,0.047119140625,22060.0,0.0,75,0.070751953125,26633.0,0.0,74,0.0036132812499999997,18920.0,0.0,72,0.04775390625,16904.0,0.0,75,0.054150390624999996,29911.0,0.0,74,0.00029296875,12963.0,0.0,75,0.00029296875,10546.0,0.0,48,0.130224609375,33143.0,0.0,75
14,208724.0,208724.0,0.0,716,716,0,0.0,0.13857421874999998,0.04763183593749999,0.04420861603229724,0.5372218375196586,0.17187170617657688,716,148650.93656699947,136746.62361144013,355042.0250096127,361425.74940962275,362974.4368482178,363154.2709909488,0,0.10387694720273052,0,0.055029296874999994,38431.0,0.0,75,0.0771484375,26831.0,0.0,74,0.0035156249999999997,20195.0,0.0,74,0.049023437499999996,21801.0,0.0,76,0.0564453125,31731.0,0.0,75,0.00078125,16270.0,0.0,61,0.0005371093749999999,17510.0,0.0,47,0.13857421874999998,35955.0,0.0,76
15,180222.0,180222.0,0.0,712,712,0,0.0,0.146533203125,0.0503662109375,0.04684928188526782,0.5361293454155242,0.20127120995216918,712,158999.14477575544,147073.98535640485,378315.49527340976,382514.2413155074,383610.1366237322,383884.00924492,0,0.06626507807669194,0,0.055859375,25639.0,0.0,73,0.084521484375,27932.0,0.0,78,0.004736328125,21567.0,0.0,74,0.050732421875,18168.0,0.0,77,0.059326171875,33012.0,0.0,75,0.00029296875,9995.0,0.0,64,0.000927734375,12384.0,0.0,45,0.146533203125,31525.0,0.0,74
16,173050.0,173050.0,0.0,681,681,0,0.0,0.154296875,0.052001953125,0.04921069003520007,0.5275572451963154,0.22038717133776276,681,166739.4827209878,149886.55699204898,400152.44689506956,405006.78434487333,406005.9478860209,406139.1843821057,0,0.08107176732571883,0,0.05517578125,24062.0,0.0,75,0.087939453125,31465.0,0.0,76,0.00546875,21639.0,0.0,75,0.05087890625,13140.0,0.0,76,0.06166992187499999,27098.0,0.0,75,0.00029296875,7610.0,0.0,54,0.00029296875,15322.0,0.0,61,0.154296875,32714.0,0.0,75
17,187216.0,187216.0,0.0,686,686,0,0.0,0.1603515625,0.054522705078125,0.05125261263759009,0.5308859372579553,0.13952066062729607,686,174439.20799118758,154746.0706889581,420065.0888538522,424366.7860792404,425634.63115611434,425861.1860706046,0,0.07602307490974498,0,0.058935546875,28814.0,0.0,75,0.0923828125,23434.0,0.0,75,0.005712890625,26219.0,0.0,76,0.054785156249999994,19999.0,0.0,74,0.06357421875,28127.0,0.0,78,0.00029296875,15086.0,0.0,58,0.000146484375,14686.0,0.0,45,0.1603515625,30851.0,0.0,76
18,174903.0,174903.0,0.0,660,660,0,0.0,0.166357421875,0.05623779296875,0.05378583506401619,0.522276996980744,0.17590821769780884,660,184317.74243585175,156166.6475636065,437274.33947951085,442315.60284456686,442979.5886955873,443073.3583903047,0,0.08253836414593946,0,0.056249999999999994,18901.0,0.0,74,0.10107421875,31703.0,0.0,73,0.003955078125,20992.0,0.0,75,0.057177734375000004,22476.0,0.0,75,0.0640625,25769.0,0.0,77,0.001025390625,10267.0,0.0,53,0.0,14998.0,0.0,57,0.166357421875,29797.0,0.0,75
19,190037.0,190037.0,0.0,663,663,0,0.0,0.17241210937499998,0.058465576171875006,0.05615166937381645,0.5201821193256779,0.2093664654777745,663,193682.55279183653,160702.58486174594,456634.8390525524,459610.63288853527,459879.9265772166,460051.75902966224,0,0.11021635742169632,0,0.062353515624999994,27978.0,0.0,73,0.105419921875,37898.0,0.0,75,0.002490234375,20189.0,0.0,73,0.058203125,19812.0,0.0,75,0.06669921875,25110.0,0.0,71,0.000146484375,13566.0,0.0,66,0.0,11333.0,0.0,38,0.17241210937499998,34151.0,0.0,77
20,174957.0,174957.0,0.0,677,677,0,0.0,0.1822265625,0.060968017578125,0.0592559320155225,0.5142379142708249,0.20404227895997207,677,203416.76055078712,165103.76361655083,476875.3930241752,481885.4321510205,483064.05056132184,483110.6300336844,0,0.1196503467831745,0,0.06162109375,27422.0,0.0,75,0.11059570312499999,28266.0,0.0,74,0.001171875,14357.0,0.0,76,0.0634765625,18167.0,0.0,73,0.067529296875,24849.0,0.0,74,0.000146484375,13911.0,0.0,55,0.0009765625,11997.0,0.0,46,0.1822265625,35988.0,0.0,74
21,177730.0,177730.0,0.0,666,666,0,0.0,0.18911132812499998,0.062890625,0.06155949096296958,0.5106949007218574,0.21909356889664,666,211161.4431843885,171603.7043767172,500909.7235786874,504002.752613522,504807.701623734,505125.66955268173,0,0.10848732350629907,0,0.06533203124999999,22110.0,0.0,74,0.11562499999999999,34710.0,0.0,77,0.0021484374999999997,21109.0,0.0,76,0.060644531249999994,16001.0,0.0,75,0.06982421875,26724.0,0.0,74,0.000146484375,12830.0,0.0,54,0.00029296875,10142.0,0.0,42,0.18911132812499998,34104.0,0.0,77
22,173169.0,173169.0,0.0,642,642,0,0.0,0.19682617187499998,0.064166259765625,0.06360080912961155,0.5044255491081007,0.25048290975867404,642,214919.07627192364,173866.7211660135,522738.96553837974,526054.0234698231,526792.9613159833,526940.8206001932,0,0.13442384595960566,0,0.06357421875,21022.0,0.0,78,0.116845703125,26507.0,0.0,74,0.0017578124999999998,18617.0,0.0,73,0.05947265625,12357.0,0.0,75,0.07294921874999999,32705.0,0.0,75,0.0013671875,14104.0,0.0,52,0.0005371093749999999,9239.0,0.0,51,0.19682617187499998,38618.0,0.0,77
